"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"14","비디오물감상실업","03_10_01_P","4181000","CDFF1242012003000001","2003-04-12","","03","폐업","03","폐업","2009-04-10","","","","033)255-0983","","200-947","강원특별자치도 춘천시 효자동 629-3","강원특별자치도 춘천시 백령로138번길 29  (효자동)","","씨네원 DVD존","2009-04-10 16:37:40","I","2023-06-13 00:00:00","","265399.758173661","485927.972261273","비디오물감상실업","","7","기타","","183.48","6","1","근린생활시설","1.27","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"15","비디오물감상실업","03_10_01_P","4181000","CDFF1242012004000001","2004-06-21","","03","폐업","03","폐업","2007-07-30","","","","","","200-042","강원특별자치도 춘천시 중앙로2가 2","강원특별자치도 춘천시 명동길 2-1  (중앙로2가)","","명동스타 DVD zone","2007-07-30 17:39:00","I","2023-06-13 00:00:00","","263963.773309259","486624.773703033","비디오물감상실업","유통관련업","0","","","160.69","2","0","근린생활시설","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"16","비디오물감상실업","03_10_01_P","4181000","CDFF1242012005000001","2005-02-11","","03","폐업","03","폐업","2022-08-30","","","","256-4480","","","강원특별자치도 춘천시 석사동 652","강원특별자치도 춘천시 후석로 47 (석사동)","24384","춘천좋은 DVD영화관","2025-03-27 09:30:11","U","2025-03-29 02:40:00","","265214.653491302","484290.399238853","비디오물감상실업","","0","","","236.88","3","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"17","비디오물감상실업","03_10_01_P","4181000","CDFF1242012005000002","2005-07-25","","03","폐업","03","폐업","2015-11-02","","","","263-7412","","","강원특별자치도 춘천시 퇴계동 395-5","강원특별자치도 춘천시 남춘로 26 (퇴계동)","24376","팝스 DVD영화관","2015-11-02 17:33:39","I","2023-06-13 00:00:00","","264283.892102585","484778.609172609","비디오물감상실업","","0","","","113.86","3","0","근린생활시설","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"18","비디오물감상실업","03_10_01_P","4181000","CDFF1242012007000001","2007-05-08","","03","폐업","03","폐업","2015-06-17","","","","254-3245","","","강원특별자치도 춘천시 효자동 628-9","강원특별자치도 춘천시 서부대성로 235 (효자동)","200-947","TAKE 5 DVD","2015-06-17 14:33:29","I","2023-06-13 00:00:00","","265412.62486883","485865.894788895","비디오물감상실업","","0","","","148.73","4","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"19","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000001","1996-09-03","","03","폐업","03","폐업","2002-08-16","","","","","","200-950","강원특별자치도 춘천시 효자동 20-14","강원특별자치도 춘천시 백령로 144  (효자동)","","그린비디오방","2009-03-18 09:54:10","I","2023-06-13 00:00:00","","265315.721685178","486035.429895544","비디오물감상실업","","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"20","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000002","1996-09-03","","03","폐업","03","폐업","2003-06-17","","","","033)255-4980","","200-959","강원특별자치도 춘천시 후평동 854-4","강원특별자치도 춘천시 삭주로 106  (후평동)","","한림 비디오방","2009-03-18 09:41:35","I","2023-06-13 00:00:00","","265264.129700241","487060.78347607","비디오물감상실업","","0","","","0","0","1","","0","0","0","0","","","","","","","수동","","","","","0","","","","","","",
"21","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000003","1996-09-03","","03","폐업","03","폐업","2002-11-02","","","","","","200-941","강원특별자치도 춘천시 조양동 144-3","강원특별자치도 춘천시 중앙로67번길 9  (조양동)","","21세기 비디오방","2009-03-18 09:42:16","I","2023-06-13 00:00:00","","263907.525093906","486490.624417762","비디오물감상실업","","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"22","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000004","1996-09-05","","03","폐업","03","폐업","2004-12-08","","","","033)242-5137","","200-935","강원특별자치도 춘천시 석사동 669","강원특별자치도 춘천시 석사길5번길 36  (석사동)","","석사비디오 감상실","2009-03-18 09:42:57","I","2023-06-13 00:00:00","","265300.184652474","484258.152398728","비디오물감상실업","","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"23","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000005","1996-09-05","","03","폐업","03","폐업","2006-04-06","","","","033)251-8961","","","강원특별자치도 춘천시 효자동 628-19","강원특별자치도 춘천시 서부대성로 239  (효자동)","","캠퍼스 비디오방","2010-01-21 11:04:01","I","2023-06-13 00:00:00","","265425.685272922","485858.520576653","비디오물감상실업","","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"24","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000006","1996-09-05","","03","폐업","03","폐업","2003-01-15","","","","","","200-941","강원특별자치도 춘천시 조양동 49-28","강원특별자치도 춘천시 금강로 64  (조양동)","","까치비디오 감상실","2009-03-18 09:44:05","I","2023-06-13 00:00:00","","264003.893433381","486565.198371098","비디오물감상실업","","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"25","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000007","1996-09-05","","03","폐업","03","폐업","2004-02-11","","","","","","200-947","강원특별자치도 춘천시 효자동 617-7","강원특별자치도 춘천시 서부대성로 210  (효자동)","","씨네 비디오방","2009-03-18 09:44:37","I","2023-06-13 00:00:00","","265168.270609617","485956.046373302","비디오물감상실업","","0","","","0","0","1","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"26","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000009","1996-09-25","","03","폐업","03","폐업","2008-09-24","","","","","","200-042","강원특별자치도 춘천시 중앙로2가 36-5","강원특별자치도 춘천시 명동길 24-1  (중앙로2가)","","칸느 비디오방","2009-03-18 09:45:20","I","2023-06-13 00:00:00","","263820.362875487","486478.644386883","비디오물감상실업","","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"27","비디오물감상실업","03_10_01_P","4181000","CDFF1242011996000008","1996-09-05","","01","영업/정상","13","영업중","","","","","033)253-7087","","","강원특별자치도 춘천시 효자동 632-1","강원특별자치도 춘천시 서부대성로 241 (효자동)","24287","캠프비디오 감상실","2011-11-03 09:48:28","I","2023-06-13 00:00:00","","265465.06562911","485841.329646172","비디오물감상실업","","0","","","148","2","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"28","비디오물감상실업","03_10_01_P","4191000","CDFF1242011996000001","1996-09-07","","03","폐업","03","폐업","2004-10-19","","","","033-746-1546","","220-904","강원특별자치도 원주시 중앙동 114-32","강원특별자치도 원주시 원일로 90-1  (중앙동)","","조은영화감상실","2004-11-02 08:47:55","I","2023-06-13 00:00:00","","284133.599183032","427854.012636533","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"29","비디오물감상실업","03_10_01_P","4191000","CDFF1242011997000001","1997-11-06","","03","폐업","03","폐업","2004-10-26","","","","033-744-4123","","220-954","강원특별자치도 원주시 우산동 136-12","강원특별자치도 원주시 우산로 60  (우산동)","","헐리우드 비디오감상실","2004-11-02 08:46:46","I","2023-06-13 00:00:00","","282926.668102223","430076.175233858","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"30","비디오물감상실업","03_10_01_P","4191000","CDFF1242011997000003","1997-12-23","","03","폐업","03","폐업","2006-05-24","","","","033-762-5774","","220-842","강원특별자치도 원주시 흥업면 매지리 524","","","방 비디오","2006-05-24 17:20:18","I","2023-06-13 00:00:00","","280504.3548139","419859.130826187","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"31","비디오물감상실업","03_10_01_P","4191000","CDFF1242012000000002","2000-02-24","","03","폐업","03","폐업","2013-04-15","","","","033-742-3286","","","강원특별자치도 원주시 일산동 53-1 (4층)","강원특별자치도 원주시 원일로 95  (일산동,(4층))","","풀24시DVD감상실","2013-04-15 11:03:02","I","2023-06-13 00:00:00","","284059.946270781","427851.661117815","비디오물감상실업","","0","","","146.59","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"32","비디오물감상실업","03_10_01_P","4191000","CDFF1242012001000001","2001-04-04","","03","폐업","03","폐업","2005-12-15","","","","033-731-3312","","220-938","강원특별자치도 원주시 단계동 842-1","강원특별자치도 원주시 천사로 66  (단계동)","","조은영화2 비디오감상실","2005-12-16 09:21:39","I","2023-06-13 00:00:00","","282547.029370658","427670.154123021","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"33","비디오물감상실업","03_10_01_P","4191000","CDFF1242012002000001","2002-01-25","","03","폐업","03","폐업","2004-11-02","","","","033-742-0311","","220-844","강원특별자치도 원주시 흥업면 흥업리 586-5","","","월드비디오감상실 5호점","2006-05-24 17:26:06","I","2023-06-13 00:00:00","","281473.471231231","422686.611099098","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"34","비디오물감상실업","03_10_01_P","4191000","CDFF1242012002000002","2002-02-08","","03","폐업","03","폐업","2007-02-20","","","","033-764-7622","","220-903","강원특별자치도 원주시 중앙동 52-3","강원특별자치도 원주시 중앙로 138  (중앙동)","","스크린 영화방","2007-02-20 15:15:35","I","2023-06-13 00:00:00","","284064.894485775","428092.745087721","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"35","비디오물감상실업","03_10_01_P","4191000","CDFF1242012002000004","2002-02-26","","03","폐업","03","폐업","2005-02-18","","","","033-742-9387","","220-956","강원특별자치도 원주시 일산동 53-8","","","영화나라 닷넷24시 비디오감상실","2005-02-28 08:47:55","I","2023-06-13 00:00:00","","284025.701433254","427767.009273354","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"36","비디오물감상실업","03_10_01_P","4191000","CDFF1242012003000001","2003-02-28","","03","폐업","03","폐업","2004-06-28","","","","033-746-0472","","220-952","강원특별자치도 원주시 우산동 110-6","","","캠퍼스 비디오감상실","2004-11-02 09:10:11","I","2023-06-13 00:00:00","","282807.878632395","430197.579543303","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"37","비디오물감상실업","03_10_01_P","4191000","CDFF1242012003000002","2003-01-09","","03","폐업","03","폐업","2008-02-04","","","","033-744-3600","","220-938","강원특별자치도 원주시 단계동 853-5","강원특별자치도 원주시 북원로 2235-6  (단계동)","","씨네케슬 원주점","2008-02-04 10:19:41","I","2023-06-13 00:00:00","","282477.150618431","427486.62048978","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"38","비디오물감상실업","03_10_01_P","4191000","CDFF1242012003000003","2003-06-09","","03","폐업","03","폐업","2013-02-28","","","","033-742-6346","","","강원특별자치도 원주시 중앙동 109-1","강원특별자치도 원주시 중앙로 105  (중앙동)","","씨네존DVD영화관","2013-02-28 15:15:29","I","2023-06-13 00:00:00","","284158.765014375","427913.396795949","비디오물감상실업","","8","유흥업소밀집지역","","174.6","7","1","식품위생시설","0","0","0","0","","","","","","","자동","","","","","0","","","","","","상업지역",
"39","비디오물감상실업","03_10_01_P","4191000","CDFF1242012005000001","2005-08-19","","03","폐업","03","폐업","2011-10-24","","","","732-9095","","","강원특별자치도 원주시 단계동 843-4","강원특별자치도 원주시 북원로 2249  (단계동)","","팝스DVD영화관","2011-10-24 11:32:26","I","2023-06-13 00:00:00","","282632.672759025","427576.035208627","비디오물감상실업","","4","유흥업소밀집지역","","183.4","4","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반상업지역",
"40","비디오물감상실업","03_10_01_P","4191000","CDFF1242012005000002","2005-10-05","","03","폐업","03","폐업","2012-12-27","","","","762-7805","","","강원특별자치도 원주시 흥업면 흥업리 585-8","강원특별자치도 원주시 흥업면 남원로 65","","맥스DVD영화관","2012-12-27 14:44:22","I","2023-06-13 00:00:00","","281444.965829635","422617.121060294","비디오물감상실업","","3","","","129.15","3","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"41","비디오물감상실업","03_10_01_P","4191000","CDFF1242012006000001","2006-09-29","","03","폐업","03","폐업","2021-03-06","","","","","","","강원특별자치도 원주시 단계동 868-3","강원특별자치도 원주시 장미공원길 71-12 (단계동)","26436","쇼타임 DVD","2023-07-31 09:09:45","U","2023-08-02 02:40:00","","282345.797596095","427460.539952419","비디오물감상실업","","6","유흥업소밀집지역","","276.52","5","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반상업지역",
"42","비디오물감상실업","03_10_01_P","4191000","CDFF1242012012000001","2012-03-20","","03","폐업","03","폐업","2012-04-24","","","","","","","강원특별자치도 원주시 단계동 864","강원특별자치도 원주시 장미공원길 65 (단계동)","220-938","멀티DVD랜드","2012-04-24 15:04:04","I","2023-06-13 00:00:00","","282279.001468689","427568.366371032","비디오물감상실업","","0","유흥업소밀집지역","","123.55","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반상업지역",
"43","비디오물감상실업","03_10_01_P","4191000","CDFF1242011997000002","1997-12-09","2005-11-28","04","취소/말소/만료/정지/중지","30","허가취소","","","","","033-748-1081","","220-903","강원특별자치도 원주시 중앙동 34-3","","","월드비디오감상실 2호점","2005-11-29 09:08:19","I","2023-06-13 00:00:00","","283965.9813353","428149.334055047","비디오물감상실업","유통관련업","0","","","0","0","0","","1","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"44","비디오물감상실업","03_10_01_P","4191000","CDFF1242012000000001","2000-06-14","","04","취소/말소/만료/정지/중지","35","직권말소","2018-05-09","","","","","","","강원특별자치도 원주시 학성동 326-4","강원특별자치도 원주시 중앙로 201-4 (학성동)","26415","스타비디오방","2018-05-10 14:17:23","I","2023-06-13 00:00:00","","283804.042402328","428408.695820195","비디오물감상실업","","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"45","비디오물감상실업","03_10_01_P","4191000","CDFF1242012000000003","2000-06-07","","04","취소/말소/만료/정지/중지","35","직권말소","2018-05-10","","","","033-743-2085","","","강원특별자치도 원주시 중앙동 62-8","강원특별자치도 원주시 중앙로 117 (중앙동)","26428","은하수 비디오감상실","2018-05-10 14:17:16","I","2023-06-13 00:00:00","","284123.960590734","427965.1075326","비디오물감상실업","","5","기타","","0","4","1","근린생활시설","0","0","0","0","","","","","","","자동","","","","","0","","","","","","일반상업지역",
"46","비디오물감상실업","03_10_01_P","4191000","CDFF1242012001000002","2001-08-29","","04","취소/말소/만료/정지/중지","35","직권말소","2018-05-10","","","","033-735-1760","","","강원특별자치도 원주시 일산동 82-3","강원특별자치도 원주시 무실로12번길 5 (일산동)","26427","뎁스DVD클럽감상실 원주점","2018-06-13 12:27:42","I","2023-06-13 00:00:00","","283971.852232005","427845.559497759","비디오물감상실업","","3","기타","","0","3","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","준주거지역",
"47","비디오물감상실업","03_10_01_P","4191000","CDFF1242012002000003","2002-08-02","","04","취소/말소/만료/정지/중지","35","직권말소","2018-05-10","","","","","","","강원특별자치도 원주시 우산동 200-14","강원특별자치도 원주시 상지대길 51 (우산동)","26340","씨네마 비디오감상실","2018-05-10 14:17:16","I","2023-06-13 00:00:00","","282886.592593328","430149.252445669","비디오물감상실업","","5","기타","","0","4","1","근린생활시설","0","0","0","0","","","","","","","자동","","","","","0","","","","","","일반주거지역",
"48","비디오물감상실업","03_10_01_P","4191000","CDFF1242012005000003","2005-10-07","","04","취소/말소/만료/정지/중지","35","직권말소","2018-05-10","","","","033-746-3679","","","강원특별자치도 원주시 문막읍 동화리 1267","강원특별자치도 원주시 문막읍 왕건로 22","26368","손님만땅DVD영화관","2018-05-10 14:17:16","I","2023-06-13 00:00:00","","273589.275521485","424773.538063271","비디오물감상실업","","7","기타","","80","5","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","일반주거지역",
"49","비디오물감상실업","03_10_01_P","4201000","CDFF1242012002000001","2002-10-30","","03","폐업","03","폐업","2004-05-17","","","","","","210-080","강원특별자치도 강릉시 임당동 83-1","강원특별자치도 강릉시 경강로 2089  (임당동)","","드림박스","2004-06-03 14:09:24","I","2023-06-13 00:00:00","","366979.600128859","474147.30669323","비디오물감상실업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"50","비디오물감상실업","03_10_01_P","4201000","CDFF1242012002000002","2002-11-14","","03","폐업","03","폐업","2005-01-19","","","","","","210-080","강원특별자치도 강릉시 임당동 126-10","강원특별자치도 강릉시 경강로 2088  (임당동)","","시네마비디오방","2005-01-19 12:54:01","I","2023-06-13 00:00:00","","366987.511161208","474094.466867131","비디오물감상실업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"51","비디오물감상실업","03_10_01_P","4201000","CDFF1242012002000003","2002-06-11","","03","폐업","03","폐업","2014-06-03","","","","","","","강원특별자치도 강릉시 강동면 정동진리 328-8","강원특별자치도 강릉시 강동면 정동역길 8","210-820","24시비디오방","2014-06-03 19:37:27","I","2023-06-13 00:00:00","","379145.3120455","467416.965496794","비디오물감상실업","","0","","","0","0","1","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"52","비디오물감상실업","03_10_01_P","4201000","CDFF1242012005000001","2005-02-15","","03","폐업","03","폐업","2016-01-08","","","","","","","강원특별자치도 강릉시 금학동 94-2","강원특별자치도 강릉시 신대학길 19 (금학동)","25539","영화보는날","2016-01-08 21:22:46","I","2023-06-13 00:00:00","","366961.369561258","473996.543465304","비디오물감상실업","","5","","","224","5","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"53","비디오물감상실업","03_10_01_P","4201000","CDFF1242011999000001","1999-07-05","","03","폐업","03","폐업","2007-07-07","","","","642-3926","","210-050","강원특별자치도 강릉시 성남동 60-9","강원특별자치도 강릉시 금성로 29  (성남동)","","21세기비디오감상실","2007-07-09 08:55:35","I","2023-06-13 00:00:00","","367154.456670597","474027.676487616","비디오물감상실업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"54","비디오물감상실업","03_10_01_P","4201000","CDFF1242011999000002","1999-07-08","","03","폐업","03","폐업","2007-07-24","","","","","","210-080","강원특별자치도 강릉시 임당동 20-6","강원특별자치도 강릉시 토성로 169  (임당동)","","명화비디오스크린","2007-07-25 09:03:54","I","2023-06-13 00:00:00","","366909.199384992","474341.441266699","비디오물감상실업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"55","비디오물감상실업","03_10_01_P","4201000","CDFF1242011999000003","1999-07-27","","03","폐업","03","폐업","2003-05-26","","","","","","210-933","강원특별자치도 강릉시 옥천동 286-2","강원특별자치도 강릉시 옥천로 51  (옥천동)","","영화사랑비디오감상실","2003-10-07 16:22:51","I","2023-06-13 00:00:00","","367364.366711097","474684.572528805","비디오물감상실업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"56","비디오물감상실업","03_10_01_P","4201000","CDFF1242011999000004","1999-06-24","","03","폐업","03","폐업","2004-12-07","","","","","","210-806","강원특별자치도 강릉시 주문진읍 주문리 324-15","강원특별자치도 강릉시 주문진읍 주문로 77","","정비디오방","2004-12-07 10:00:22","I","2023-06-13 00:00:00","","360546.436362274","489143.433463362","비디오물감상실업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
"57","비디오물감상실업","03_10_01_P","4201000","CDFF1242012000000003","2000-12-06","","03","폐업","03","폐업","2005-04-30","","","","","","210-060","강원특별자치도 강릉시 금학동 19-3","강원특별자치도 강릉시 대학길 10  (금학동)","","캐치원비디오방","2005-04-30 09:59:19","I","2023-06-13 00:00:00","","367065.598256863","474093.031173578","비디오물감상실업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","자동","","","","","0","","","","","","",
