"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"11","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300003","2013-06-18","","01","영업/정상","11","영업","","","","","7650284","","","강원특별자치도 원주시 행구동 1488-6","강원특별자치도 원주시 영랑길 140 (행구동)","26456","매직카정비공업사","2023-08-07 14:55:51","U","2023-08-09 02:40:00","","287215.276944874","426658.594101768","배출가스전문정비사업자","","","","","0","","0",
"12","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300004","2013-07-15","","01","영업/정상","11","영업","","","","","033-749-5511","","","강원특별자치도 원주시 우산동 450","강원특별자치도 원주시 우산로 233 (우산동)","","기아(주)원주서비스센터","2023-08-07 14:57:07","U","2023-08-09 02:40:00","자동차 수리업","283060.551066545","431403.712356622","배출가스전문정비사업자","자동차 수리업","","","","0","","0",
"13","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300009","2013-12-30","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 관설동 1456-1 외2필지(1456-21,1456-23)","강원특별자치도 원주시 치악로 1513 (관설동,외2필지(1456-21,1456-23))","","원흥부란자","2013-12-30 16:38:18","I","2023-06-13 00:00:00","","285551.42055712","424595.712729461","배출가스전문정비사업자","","","","","0","","0",
"14","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201500001","2015-06-16","","01","영업/정상","11","영업","","","","","033-732-1177","","","","강원특별자치도 원주시 한지공원길 36 (명륜동)","220-948","스피드메이트대현점","2015-06-16 17:38:29","I","2023-06-13 00:00:00","","283480.910922926","425795.03238848","배출가스전문정비사업자","","","","","0","","0",
"15","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201500002","2015-06-16","","01","영업/정상","11","영업","","","","","033-746-1235","","","","강원특별자치도 원주시 북원로 2660 (태장동)","220-962","애니카랜드태장점","2015-06-16 17:45:54","I","2023-06-13 00:00:00","","283814.659227345","431402.348183866","배출가스전문정비사업자","","","","","0","","0",
"16","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100064202500001","2025-06-19","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 행구동","강원특별자치도 원주시 영랑길 140 (행구동)","26456","매직카자동차검사소","2025-06-19 13:33:22","I","2025-06-21 00:20:01","","287215.276944874","426658.594101768","확인검사대행자","","","","","0","","0",
"17","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100064202500002","2025-06-19","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 행구동","강원특별자치도 원주시 영랑길 140 (행구동)","26456","매직카자동차검사소","2025-06-19 13:33:26","I","2025-06-21 00:20:01","","287215.276944874","426658.594101768","확인검사대행자","","","","","0","","0",
"18","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300002","2013-06-18","","03","폐업","2","폐업","","","","","7314577","","220-807","강원특별자치도 원주시 문막읍 취병리 47-37 외2","","","진성공업사","2018-09-14 10:29:33","I","2023-06-13 00:00:00","","270920.34550711","422402.554104109","배출가스전문정비사업자","","","","","0","","0",
"19","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300005","2013-07-15","","03","폐업","2","폐업","2023-03-16","","","","748-5688","","","강원특별자치도 원주시 태장동 산 54-8","강원특별자치도 원주시 흥양로 54 (태장동)","26318","태장자동차공업사","2023-08-07 15:03:09","U","2023-08-09 02:40:00","","284447.204606415","431552.948958064","배출가스전문정비사업자","","","","","0","","0",
"20","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100064200700003","2007-12-12","","04","취소/말소/만료/정지/중지","4","폐쇄","2013-10-15","","","","0337495510","","","강원특별자치도 원주시 우산동","","","기아자동차(주)원주서비스센터","2017-12-28 17:40:46","I","2023-06-13 00:00:00","","","","확인검사대행자","","","","","0","","0",
"21","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300006","2013-09-16","","04","취소/말소/만료/정지/중지","4","폐쇄","2017-02-13","","","","7473300","","220-120","강원특별자치도 원주시 태장동 2071","강원특별자치도 원주시 북원로 2834 (태장동)","","(자)순호공업사","2017-12-28 17:44:01","I","2023-06-13 00:00:00","","284206.667597964","433047.917883469","배출가스전문정비사업자","","","","","0","","0",
"22","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300007","2013-09-16","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","033 7423533","","220-963","강원특별자치도 원주시 학성동 94","강원특별자치도 원주시 강변로 577 (학성동)","220-963","(자)신흥공업사","2023-08-12 10:09:45","U","2023-08-14 02:40:00","자동차 수리업","284266.664712681","428502.904214885","배출가스전문정비사업자","자동차 수리업","","","","0","","0",
"23","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4191000","419100065201300008","2013-09-16","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-12-23","","","","7439765","","","강원특별자치도 원주시 단계동 778-16","강원특별자치도 원주시 천사로 88 (단계동)","","중부자동차공업사","2015-01-22 17:17:13","I","2023-06-13 00:00:00","자동차 수리업","282792.272163658","427712.684845928","배출가스전문정비사업자","자동차 수리업","","","","0","","0",
"24","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100064200800001","2008-11-06","","01","영업/정상","11","영업","","","","","0336539120","","","강원특별자치도 강릉시 입암동 21-12","강원특별자치도 강릉시 강변로 550 (입암동)","210-935","현대자동차(주)강릉서비스센타","2011-10-30 14:04:37","I","2023-06-13 00:00:00","","369076.252700666","475425.618311851","확인검사대행자","","","","","0","","0",
"25","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100064201000001","2010-09-20","","01","영업/정상","11","영업","","","","","033 6536192","","","강원특별자치도 강릉시 입암동 691-8","","","기아자동차(주)","2011-04-22 11:05:54","I","2023-06-13 00:00:00","","369718.9088974","475659.894753644","확인검사대행자","","","","","0","","0",
"26","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100064202000001","2020-08-18","","01","영업/정상","11","영업","","","","","0336465000","","","강원특별자치도 강릉시 홍제동 365-6","강원특별자치도 강릉시 경강로 1952-10 (홍제동)","25523","한국교통안전공단 강릉자동차검사소","2020-08-18 17:12:20","I","2023-06-13 00:00:00","","365840.960262198","473313.573232848","확인검사대행자","","","","","0","","0",
"27","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100065201600001","2016-07-12","","01","영업/정상","11","영업","","","","","033-641-2819","","","강원특별자치도 강릉시 포남동 898-20","강원특별자치도 강릉시 용지각길 18 (포남동)","25548","비엔느디젤서비스","2016-07-12 08:46:13","I","2023-06-13 00:00:00","자동차 수리업","367864.053855373","474894.081531051","배출가스전문정비사업자","자동차 수리업","","","","0","","0",
"28","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100064201300001","2013-07-31","","04","취소/말소/만료/정지/중지","4","폐쇄","2015-06-16","","","","","","","강원특별자치도 강릉시 주문진읍 주문리 170-10","","","명주공업사","2016-06-21 14:03:18","I","2023-06-13 00:00:00","","","","확인검사대행자","","","","","0","","0",
"29","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100064201300002","2013-07-31","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-10-10","","","","033 653 3516","","210-250","강원특별자치도 강릉시 입암동 21-9","","","강원대우자동차(주)","2016-06-21 14:04:43","I","2023-06-13 00:00:00","","369106.412599757","475334.091204498","확인검사대행자","","","","","0","","0",
"30","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100064201300003","2013-07-31","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-09-29","","","","653-5571","","","","강원특별자치도 강릉시 성덕로 126 (병산동)","210-290","(주)현대자동차 강남정비센타","2016-06-21 14:06:25","I","2023-06-13 00:00:00","","370729.000766824","475318.381923421","확인검사대행자","","","","","0","","0",
"31","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4201000","420100064201300004","2013-08-01","","04","취소/말소/만료/정지/중지","4","폐쇄","2015-06-17","","","","652-2240","","","강원특별자치도 강릉시 입암동","","","(주)관동공업사","2016-06-21 14:01:13","I","2023-06-13 00:00:00","","","","확인검사대행자","","","","","0","","0",
"32","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4211000","421100064202000001","2020-09-07","","03","폐업","2","폐업","2025-01-13","","","","033-521-6303","","","강원특별자치도 동해시 단봉동 271-7 동해자동차검사소","강원특별자치도 동해시 강원남부로 4772, 동해자동차검사소 (단봉동)","25821","한국교통안전공단","2025-01-13 18:15:43","U","2025-01-15 02:40:00","","387429.935099267","443553.979102274","확인검사대행자","","","","","0","","0",
"33","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4211000","421100065201300001","2013-10-07","","03","폐업","2","폐업","2015-06-10","","","","","","240-030","강원특별자치도 동해시 부곡동 4-45","","","한양공업사","2016-10-06 09:26:06","I","2023-06-13 00:00:00","","","","배출가스전문정비사업자","","","","","0","","0",
"34","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4221000","422100065201300001","2013-07-31","","01","영업/정상","11","영업","","","","","0335526000","","235-010","강원특별자치도 태백시 황지동 64-6","강원특별자치도 태백시 황지로 104 (황지동)","235-010","태백서울모터스","2014-04-09 13:18:16","I","2023-06-13 00:00:00","","376888.613966149","409211.173173079","배출가스전문정비사업자","","","","","0","","0",
"35","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4221000","422100064202000001","2020-09-21","","04","취소/말소/만료/정지/중지","4","폐쇄","2025-01-06","","","","033-553-8191","","","강원특별자치도 태백시 화전동 83-9 태백자동차검사소","강원특별자치도 태백시 태백로 576, 태백자동차검사소 (화전동)","26003","한국교통안전공단 태백자동차검사소","2025-01-06 17:17:46","U","2025-01-08 02:40:00","","374123.998907504","411257.116818363","확인검사대행자","","","","","0","","0",
"36","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4231000","423100064200800001","2008-07-25","","01","영업/정상","11","영업","","","","","6332622","","","강원특별자치도 속초시 교동 795-1","","","경향공업사","2008-11-11 17:22:29","I","2023-06-13 00:00:00","자동차 종합 수리업","336855.650207555","523600.230586995","확인검사대행자","자동차 종합 수리업","","","","0","","0",
"37","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100064200400001","2004-05-03","","01","영업/정상","11","영업","","","","","0334336845","","","강원특별자치도 홍천군 홍천읍 희망리 234-6","","","(주)홍천자동차공업사","2008-11-17 16:19:31","I","2023-06-13 00:00:00","자동차 종합 수리업","277756.53391384","466982.918177141","확인검사대행자","자동차 종합 수리업","","","","0","","0",
"38","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100064200100001","2001-06-08","","01","영업/정상","11","영업","","","","","0334351901","","","강원특별자치도 홍천군 북방면 하화계리","","","(주)한서자동차공업사","2020-03-02 11:36:52","I","2023-06-13 00:00:00","","","","확인검사대행자","","","","","0","","0",
"39","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100064200600001","2006-04-25","","01","영업/정상","11","영업","","","","","0334351905","","","강원특별자치도 홍천군 북방면 하화계리 170-2","","","강원종합자동차공업사","2008-11-17 16:04:52","I","2023-06-13 00:00:00","자동차 종합 수리업","275695.158082906","464834.44793507","확인검사대행자","자동차 종합 수리업","","","","0","","0",
"40","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100064200800001","2008-11-17","","01","영업/정상","11","영업","","","","","0334359650","","250-809","강원특별자치도 홍천군 홍천읍 희망리 219","","","석화자동차공업(주)","2008-11-17 16:12:06","I","2023-06-13 00:00:00","자동차 종합 수리업","277464.252741365","467222.176415098","확인검사대행자","자동차 종합 수리업","","","","0","","0",
"41","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100065201300001","2013-08-26","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-10-22","","","","033-434-0063","","250-885","강원특별자치도 홍천군 북방면 하화계리 170-2","강원특별자치도 홍천군 북방면 송학정로 42","250-885","강원종합자동차공업사","2014-10-22 17:09:28","I","2023-06-13 00:00:00","","275695.158082906","464834.44793507","배출가스전문정비사업자","","","","","0","","0",
"42","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100065201300002","2013-08-26","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-10-22","","","","033-435-1901","","250-885","강원특별자치도 홍천군 북방면 하화계리 171-2","강원특별자치도 홍천군 북방면 송학정로 36-13","250-885","(주)한서자동차공업사","2014-10-22 17:01:34","I","2023-06-13 00:00:00","","275767.356420542","464829.517873447","배출가스전문정비사업자","","","","","0","","0",
"43","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100065201300003","2013-08-26","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-10-22","","","","033-434-2425","","250-907","강원특별자치도 홍천군 홍천읍 희망리 234-6","강원특별자치도 홍천군 홍천읍 마지기로 145","250-907","(주)홍천자동차공업사","2014-10-22 17:08:20","I","2023-06-13 00:00:00","","277756.53391384","466982.918177141","배출가스전문정비사업자","","","","","0","","0",
"44","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100065201300004","2013-08-26","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-10-22","","","","033-435-9650","","250-907","강원특별자치도 홍천군 홍천읍 희망리 219","강원특별자치도 홍천군 홍천읍 마지기로 187","250-907","석화자동차공업주식회사","2014-10-22 16:59:19","I","2023-06-13 00:00:00","","277464.252741365","467222.176415098","배출가스전문정비사업자","","","","","0","","0",
"45","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4251000","425100065201300005","2013-08-26","","04","취소/말소/만료/정지/중지","4","폐쇄","2014-10-22","","","","033-435-2200","","250-804","강원특별자치도 홍천군 홍천읍 하오안리 772","강원특별자치도 홍천군 홍천읍 구시울1길 30","250-804","(합자)성산정비공장","2014-10-22 17:03:36","I","2023-06-13 00:00:00","","275265.320525268","463626.263372573","배출가스전문정비사업자","","","","","0","","0",
"46","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4271000","427100064199700018","1997-06-12","","03","폐업","2","폐업","2019-05-16","","","","033373 8000","","230-809","강원특별자치도 영월군 영월읍 하송리 285-2","강원특별자치도 영월군 영월읍 영월로 1855","230-800","영월자동차정비공장","2024-05-22 09:55:51","U","2024-05-24 02:40:00","","329383.638428411","410364.374494898","확인검사대행자","","","","","0","","0",
"47","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4271000","427100065201300001","2013-12-13","","03","폐업","2","폐업","2019-05-16","","","","033-373-8001","","","","강원특별자치도 영월군 영월읍 영월로 1855","230-882","영월1급자동차정비공장","2024-05-22 09:59:04","U","2024-05-24 02:40:00","자동차 종합 수리업","329383.638428411","410364.374494898","배출가스전문정비사업자","자동차 종합 수리업","","","","0","","0",
"48","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4291000","429100064200900002","2009-09-21","","01","영업/정상","11","영업","","","","","0335921101","","233-905","강원특별자치도 정선군 사북읍 직전리 40","강원특별자치도 정선군 사북읍 피내길 22","233-900","(주)미래환경","2020-10-28 14:49:40","I","2023-06-13 00:00:00","","362156.305326268","419543.405540422","확인검사대행자","","","","","0","","0",
"49","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4291000","429100064200900003","2009-08-21","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 정선군 고한읍 고한리 363-2","강원특별자치도 정선군 고한읍 강원남로 6498","26156","고한형제MOTORS","2020-10-28 14:58:17","I","2023-06-13 00:00:00","","366304.030577349","412421.248437771","확인검사대행자","","","","","0","","0",
"50","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4291000","429100064200900001","2009-05-13","","01","영업/정상","11","영업","","","","","0335630868","","","강원특별자치도 정선군 정선읍 북실리 701-24","강원특별자치도 정선군 정선읍 용담길 101","26132","아세아공업사","2020-10-28 14:54:29","I","2023-06-13 00:00:00","","346199.832436235","431970.813353044","확인검사대행자","","","","","0","","0",
"51","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4301000","430100065201500001","2015-04-24","","01","영업/정상","11","영업","","","","","0334554471","","","강원특별자치도 철원군 동송읍 오지리 1103-91","강원특별자치도 철원군 동송읍 상노로 567","","철원현대정비","2015-06-10 11:43:48","I","2023-06-13 00:00:00","","220080.615631593","519927.425783167","배출가스전문정비사업자","","","","","0","","0",
"52","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4301000","430100065201500002","2015-06-10","","01","영업/정상","11","영업","","","","","033-455-7777","","269-819","강원특별자치도 철원군 동송읍 이평리 648-10 4통1반","강원특별자치도 철원군 동송읍 이평로 9","269-819","상진공업사","2015-06-10 11:54:06","I","2023-06-13 00:00:00","자동차 수리업","219447.046726253","523082.101794838","배출가스전문정비사업자","자동차 수리업","","","","0","","0",
"53","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4301000","430100065201500003","2015-06-10","","01","영업/정상","11","영업","","","","","033-452-6434","","","강원특별자치도 철원군 갈말읍 문혜리 1201-14","","","철원점현대서비스센터","2015-06-10 13:14:35","I","2023-06-13 00:00:00","자동차 수리업","227845.12241937","518370.541594313","배출가스전문정비사업자","자동차 수리업","","","","0","","0",
"54","배출가스전문정비사업자(확인검사대행자)","09_30_09_P","4301000","430100064200800001","2008-10-27","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 철원군 동송읍 이평리 4  통","","","동송 시장","2008-10-27 10:22:02","I","2023-06-13 00:00:00","","","","확인검사대행자","","","","","0","","0",
