"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"28","동물용의료용구판매업","02_03_03_P","4181000","418100001320230004","2023-12-14","","01","영업/정상","0000","정상","","","","","070-7565-9095","","","강원특별자치도 춘천시 요선동 **-*","강원특별자치도 춘천시 소양고개길 **, *층 ****호 (요선동)","24272","원바이오젠","2023-12-14 10:00:49","I","2023-12-17 00:16:46","","263885.897682568","486855.695116577","동물용의료용구판매업","","000","0",
"29","동물용의료용구판매업","02_03_03_P","4181000","418100001320230003","2023-11-27","","01","영업/정상","0000","정상","","","","","033-255-0005","","","강원특별자치도 춘천시 동내면 신촌리 ***-*","강원특별자치도 춘천시 동내면 동내로 ***","24407","(주)엘티솔루션","2023-11-27 12:35:12","I","2023-11-29 00:17:01","","267432.385957872","483414.738601967","동물용의료용구판매업","","000","0",
"30","동물용의료용구판매업","02_03_03_P","4181000","418000001320210005","2021-04-08","","03","폐업","0002","폐업","2023-12-27","","","","033-261-0201","","","강원특별자치도 춘천시 칠전동 ***-* *층","강원특별자치도 춘천시 칠전서길 **-**, *층 (칠전동)","24457","주식회사 코리아젠텍","2024-01-02 15:03:25","U","2024-01-04 02:40:00","","262703.645","482414.78","동물용의료용구판매업","","000","0",
"31","동물용의료용구판매업","02_03_03_P","4181000","418000001320220001","2022-04-21","","03","폐업","0002","폐업","2023-11-24","","","","","","","강원특별자치도 춘천시 우두동 ****-*","강원특별자치도 춘천시 우두*길 **(우두동)","24221","(주)이마트에브리데이 춘천우두점","2023-11-24 17:19:06","U","2023-11-26 02:40:00","","264442.06968204","489767.458631373","동물용의료용구판매업","","000","0",
"32","동물용의료용구판매업","02_03_03_P","4181000","418000001320220003","2022-05-24","","03","폐업","0002","폐업","2023-12-07","","","","033-818-9277","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 영서로 ****(석사동)","24415","(주)이마트에브리데이 춘천석사점","2023-12-07 16:10:36","U","2023-12-09 02:40:00","","265527.439199047","483597.052601334","동물용의료용구판매업","","000","0",
"33","동물용의료용구판매업","02_03_03_P","4191000","419000001320060001","2006-01-11","","01","영업/정상","0000","정상","","","","","033-747-7657","0","","강원특별자치도 원주시 태장동 ****-**","강원특별자치도 원주시 태장공단길 **-** (태장동)","26311","(주)씨유메디칼 시스템","2023-03-28 19:11:11","I","2023-06-13 00:00:00","","284054.839907546","434219.573818976","동물용의료용구판매업","","000","0",
"34","동물용의료용구판매업","02_03_03_P","4191000","419000001320140001","2014-07-28","","01","영업/정상","0000","정상","","","","","033-903-0765","12000.17","","강원특별자치도 원주시 문막읍 동화리 ****-*","강원특별자치도 원주시 문막읍 동화공단로 **-*","26365","(주) 아이센스","2014-07-28 11:06:34","I","2023-06-13 00:00:00","","274447.174699817","426318.780785674","동물용의료용구판매업","","L00","0",
"35","동물용의료용구판매업","02_03_03_P","4191000","419000001320190001","2019-03-22","","01","영업/정상","0000","정상","","","","","033-764-4502","","","강원특별자치도 원주시 학성동 ****-**","강원특별자치도 원주시 갈머리*길 **-*, *층 (학성동)","26417","세진싸이언스","2020-11-27 12:57:55","I","2023-06-13 00:00:00","","283435.570074912","428150.399454543","동물용의료용구판매업","","000","0",
"36","동물용의료용구판매업","02_03_03_P","4191000","419000001320200001","2020-09-17","","01","영업/정상","0000","정상","","","","","","376.69","","강원특별자치도 원주시 소초면 흥양리 ****-*","강원특별자치도 원주시 소초면 살여울길 **","26310","드림","2020-09-17 14:55:56","I","2023-06-13 00:00:00","","287436.125903602","432074.21644306","동물용의료용구판매업","","000","0",
"37","동물용의료용구판매업","02_03_03_P","4191000","419000001320200002","2020-12-09","","01","영업/정상","0000","정상","","","","","033-742-7474","35.1","","강원특별자치도 원주시 흥업면 매지리 **** 연세대학교","강원특별자치도 원주시 흥업면 연세대길 *, 연세대학교 산학관 ***호","26493","한벳","2020-12-09 16:48:14","I","2023-06-13 00:00:00","","279802.842138498","420075.310262165","동물용의료용구판매업","","000","0",
"38","동물용의료용구판매업","02_03_03_P","4191000","419000001320220001","2022-05-19","","01","영업/정상","0000","정상","","","","","033-649-8026","","","강원특별자치도 원주시 관설동 **** 홈플러스","강원특별자치도 원주시 치악로 ****, 홈플러스 (관설동)","26471","홈플러스(원주점)","2022-05-19 10:03:07","I","2023-06-13 00:00:00","","285677.402683418","424408.068770392","동물용의료용구판매업","","L00","0",
"39","동물용의료용구판매업","02_03_03_P","4191000","419000001320230001","2023-02-02","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 구곡길 **-**, *층 (단구동)","26486","유한회사 나우코퍼레이션","2023-02-02 14:45:45","I","2023-06-13 00:00:00","","284098.905327833","425035.523448761","동물용의료용구판매업","","L00","0",
"40","동물용의료용구판매업","02_03_03_P","4191000","419000001320230002","2023-02-02","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 구곡길 **-**, *층 (단구동)","26486","에이에스에스","2023-02-02 14:51:06","I","2023-06-13 00:00:00","","284098.905327833","425035.523448761","동물용의료용구판매업","","000","0",
"41","동물용의료용구판매업","02_03_03_P","4191000","419000001320230003","2023-03-16","","01","영업/정상","0000","정상","","","","","033-732-5432","","","강원특별자치도 원주시 지정면 월송리 ***-*","강원특별자치도 원주시 지정면 월송석화로 ***-*","26358","주식회사 와이에치데어리","2023-03-16 14:04:34","I","2023-06-13 00:00:00","","275540.194040784","432464.820208424","동물용의료용구판매업","","L00","0",
"42","동물용의료용구판매업","02_03_03_P","4191000","419100001320240007","2024-07-16","","01","영업/정상","0000","정상","","","","","070-7770-1617","","","강원특별자치도 원주시 단구동 ****-* 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 ***, 원주프리미엄아울렛 *층 ***-B**호 (단구동)","26487","(주)HK컴퍼니","2024-08-21 10:53:26","U","2024-08-24 02:40:00","","284818.874360771","425225.032426821","동물용의료용구판매업","","L00","0",
"43","동물용의료용구판매업","02_03_03_P","4191000","419100001320240002","2024-04-08","","01","영업/정상","0000","정상","","","","","033-766-6955","","","강원특별자치도 원주시 관설동 ****-*","강원특별자치도 원주시 라옹정길 **, *호 (관설동)","26471","(주)아이포커스","2024-04-08 17:44:13","I","2024-04-10 00:15:45","","285024.449874955","424743.01122821","동물용의료용구판매업","","L00","0",
"44","동물용의료용구판매업","02_03_03_P","4191000","419100001320240003","2024-04-08","","01","영업/정상","0000","정상","","","","","033-766-6954","","","강원특별자치도 원주시 관설동 ****-*","강원특별자치도 원주시 라옹정길 **, *호 (관설동)","26471","누리젠","2024-04-08 17:47:51","I","2024-04-10 00:15:45","","285024.449874955","424743.01122821","동물용의료용구판매업","","000","0",
"45","동물용의료용구판매업","02_03_03_P","4191000","419100001320240001","2024-04-07","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 무실동 ****-*","강원특별자치도 원주시 능라동길 **, *층 (***,***호)호 (무실동)","26392","주식회사 강원씨엔에스","2024-04-07 11:09:19","I","2024-04-09 00:15:10","","282345.463563421","426053.001948438","동물용의료용구판매업","","L00","0",
"46","동물용의료용구판매업","02_03_03_P","4191000","419100001320240004","2024-04-15","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 문막읍 궁촌리 ****-*","강원특별자치도 원주시 문막읍 귀문로 ****-**, *층","26496","서준코퍼레이션","2024-04-15 16:04:13","I","2024-04-17 00:15:02","","272856.007662395","419670.429055819","동물용의료용구판매업","","000","0",
"47","동물용의료용구판매업","02_03_03_P","4191000","419100001320240005","2024-04-15","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 단계동 ***-*","강원특별자치도 원주시 이화*길 **, *층 (단계동)","26474","준서테크","2024-04-15 16:07:09","I","2024-04-17 00:15:02","","282750.062092968","427108.336579205","동물용의료용구판매업","","000","0",
"48","동물용의료용구판매업","02_03_03_P","4191000","419100001320240006","2024-05-29","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 원주시 흥업면 흥업리 ***-*","강원특별자치도 원주시 흥업면 사제로 **-*, (사제로 **-*)","26404","(주)강일바이오텍","2024-05-29 16:50:31","I","2024-05-31 00:14:47","","281000.861387224","422953.641290417","동물용의료용구판매업","","L00","0",
"49","동물용의료용구판매업","02_03_03_P","4191000","419100001320250004","2025-06-18","","01","영업/정상","0000","정상","","","","","033-734-0017","","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 오성마을길 *, *층 (단구동)","26400","주식회사 예원","2025-06-20 17:32:29","U","2025-06-22 02:40:00","","284449.156454058","424476.24227334","동물용의료용구판매업","","L00","0",
"50","동물용의료용구판매업","02_03_03_P","4191000","419100001320250002","2025-04-04","","01","영업/정상","0000","정상","","","","","033-746-0807","","","강원특별자치도 원주시 단계동 ***-*","강원특별자치도 원주시 이화*길 **-** (단계동)","26476","하이크린","2025-04-04 09:25:15","I","2025-04-06 00:10:22","","282740.857727645","426669.417979124","동물용의료용구판매업","","000","0",
"51","동물용의료용구판매업","02_03_03_P","4191000","419100001320250001","2025-03-27","","01","영업/정상","0000","정상","","","","","033-765-4046","","","강원특별자치도 원주시 단구동 ***-** 신세기타워","강원특별자치도 원주시 서원대로 ***, 신세기타워 **층 (단구동)","26450","주식회사 비엠코리아","2025-03-27 09:49:27","I","2025-03-29 00:10:24","","284965.3476224","425222.030678029","동물용의료용구판매업","","L00","0",
"52","동물용의료용구판매업","02_03_03_P","4191000","419100001320250003","2025-04-08","","01","영업/정상","0000","정상","","","","","070-4256-1477","","","강원특별자치도 원주시 개운동 ***-**","강원특별자치도 원주시 송림길 **-**, ***호 (개운동)","26448","이투유통","2025-04-08 15:26:53","I","2025-04-10 00:11:01","","284238.426103823","425890.585124843","동물용의료용구판매업","","000","0",
"53","동물용의료용구판매업","02_03_03_P","4201000","420000001320180001","2018-06-12","","01","영업/정상","0000","정상","","","","","033-641-0034","99.44","","강원특별자치도 강릉시 구정면 학산리 ***","강원특별자치도 강릉시 구정면 모산로***번길 ***","25623","(주)구정","2018-06-12 17:00:49","I","2023-06-13 00:00:00","","366594.802045241","470110.953023175","동물용의료용구판매업","","000","0",
"54","동물용의료용구판매업","02_03_03_P","4201000","420000001320200002","2020-01-10","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 포남동 ****","강원특별자치도 강릉시 강릉대로***번길 **, 지하*층 (포남동)","25486","솔향메디","2021-01-25 14:35:43","I","2023-06-13 00:00:00","","368135.750237155","476131.117874521","동물용의료용구판매업","","000","0",
"55","동물용의료용구판매업","02_03_03_P","4201000","420000001320210001","2021-11-25","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 회산동 ***-*","강원특별자치도 강릉시 회산로 ***, *층 (회산동)","25599","강원동물약품(주)","2025-01-13 10:06:59","U","2025-01-15 02:40:00","","364094.552525446","471835.668872133","동물용의료용구판매업","","L00","0",
"56","동물용의료용구판매업","02_03_03_P","4201000","420000001320210002","2021-11-25","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 강릉시 임당동 **-*","강원특별자치도 강릉시 경강로 ****, *호 (임당동)","25532","강원애니팜","2021-11-25 11:07:48","I","2023-06-13 00:00:00","","367055.315292309","474208.214687315","동물용의료용구판매업","","000","0",
"57","동물용의료용구판매업","02_03_03_P","4201000","420000001320220001","2022-05-16","","01","영업/정상","0000","정상","","","","","033-649-8021","","","서울특별시 강서구 등촌동 *** 씨네몰","강원특별자치도 강릉시 경강로 ****, 씨네몰, 홈플러스 (옥천동)","25541","홈플러스 강릉점","2024-02-22 01:41:56","U","2024-02-24 02:40:00","","367257.089561415","474274.357968797","동물용의료용구판매업","","L00","0",
"58","동물용의료용구판매업","02_03_03_P","4201000","420100001320250001","2025-04-16","","01","영업/정상","0000","정상","","","","","033-643-4250","","","강원특별자치도 강릉시 명주동 **-**","강원특별자치도 강릉시 경강로 ****, *층 (명주동)","25538","태기실업","2025-04-16 17:47:28","I","2025-04-19 00:10:02","","366612.417573436","473643.745658536","동물용의료용구판매업","","000","0",
"59","동물용의료용구판매업","02_03_03_P","4201000","420000001320190001","2019-03-07","","03","폐업","0002","폐업","2020-02-28","","","","033-652-6447","333.28","","강원특별자치도 강릉시 포남동 ****","강원특별자치도 강릉시 산양큰길 **, *층 (포남동)","25484","주식회사코람바이오텍","2020-03-09 17:29:05","I","2023-06-13 00:00:00","","368713.583321808","476885.819700771","동물용의료용구판매업","","000","0",
"60","동물용의료용구판매업","02_03_03_P","4201000","420000001320200001","2020-01-09","","04","취소/말소/만료/정지/중지","0004","말소","","","","","033-920-3682","","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 강릉대로***번길 * (포남동)","25484","솔향메디","2020-01-09 16:39:26","I","2023-06-13 00:00:00","","368848.707782975","476916.551941673","동물용의료용구판매업","","000","0",
"61","동물용의료용구판매업","02_03_03_P","4211000","421100001320230001","2023-06-30","","01","영업/정상","0000","정상","","","","","033-535-2500","188.11","","강원특별자치도 동해시 천곡동 ****-*","강원특별자치도 동해시 충혼길 ** (천곡동)","25775","폴리파크 동해점","2023-06-30 10:38:32","I","2023-07-02 00:19:39","","386996.01555468","448254.795612982","동물용의료용구판매업","","000","0",
"62","동물용의료용구판매업","02_03_03_P","4211000","421100001320240001","2024-05-10","","01","영업/정상","0000","정상","","","","","","30","","강원특별자치도 동해시 평릉동 ***-* 광진자동차정비","강원특별자치도 동해시 동해대로 ****, 광진자동차정비 *층 **호 (평릉동)","25751","레마","2024-05-10 17:59:33","I","2024-05-12 00:14:54","","386087.481161002","449612.120717788","동물용의료용구판매업","","000","0",
"63","동물용의료용구판매업","02_03_03_P","4221000","422000001320030001","2003-05-01","","01","영업/정상","0000","정상","","","","","552-9117","0","","강원특별자치도 태백시 황지동 **-**","강원특별자치도 태백시 황지로 ** (황지동)","26021","홍현관동물병원","2011-10-31 09:45:51","I","2023-06-13 00:00:00","","376848.284631727","409500.658721782","동물용의료용구판매업","","000","0",
"64","동물용의료용구판매업","02_03_03_P","4231000","423000001320200001","2020-12-08","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 속초시 금호동 ***-**","강원특별자치도 속초시 미시령로 **** (금호동)","24841","스타일펫츠","2020-12-08 13:55:07","I","2023-06-13 00:00:00","","338475.56224318","524007.533232068","동물용의료용구판매업","","000","0",
"65","동물용의료용구판매업","02_03_03_P","4231000","423000001320220001","2022-09-26","","01","영업/정상","0000","정상","","","","","033-631-8575","56","","강원특별자치도 속초시 동명동 ***-**","강원특별자치도 속초시 번영로***번길 *-**(동명동)","24828","케이벳메드서플라이","2022-09-26 10:41:05","I","2023-06-13 00:00:00","","338959.79949003","524178.886879206","동물용의료용구판매업","","000","0",
"66","동물용의료용구판매업","02_03_03_P","4241000","424000001320220001","2022-05-17","","01","영업/정상","0000","정상","","","","","033-571-8000","","","서울특별시 강서구 등촌동 **-* 홈플러스","강원특별자치도 삼척시 중앙로 ***, 홈플러스 (당저동)","25922","홈플러스 삼척점","2024-02-27 15:52:07","U","2024-02-29 02:40:00","","391815.78579528","440452.323948572","동물용의료용구판매업","","L00","0",
"67","동물용의료용구판매업","02_03_03_P","4251000","425000001320050001","2009-03-16","","01","영업/정상","0000","정상","","","","","033-430-1900","4719.45","","강원특별자치도 홍천군 남면 양덕원리 ***","강원특별자치도 홍천군 남면 한서로 ****","25108","삼성메디슨주식회사","2020-04-20 08:52:51","I","2023-06-13 00:00:00","","267605.206208869","457041.380629345","동물용의료용구판매업","","L00","0",
"68","동물용의료용구판매업","02_03_03_P","4251000","425100001320240001","2024-06-26","","01","영업/정상","0000","정상","","","","","02-2194-5498","","","강원특별자치도 홍천군 남면 양덕원리 ***","강원특별자치도 홍천군 남면 한서로 ****","25108","삼성메디슨(주)","2024-06-26 11:02:28","I","2024-06-28 00:14:49","","267605.206208869","457041.380629345","동물용의료용구판매업","","L00","0",
"69","동물용의료용구판매업","02_03_03_P","4271000","427000001320210001","2021-08-25","","01","영업/정상","0000","정상","","","","","","","","강원특별자치도 영월군 주천면 주천리 ****-**","강원특별자치도 영월군 주천면 주천로 **","26203","내추럴픽","2021-11-10 14:11:50","I","2023-06-13 00:00:00","","312519.913764222","419564.004275561","동물용의료용구판매업","","000","0",
