"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"11","제과점영업","07_22_18_P","4181000","4181000-121-2022-00015","2022-09-27","","01","영업/정상","01","영업","","","","","","23.68","","강원특별자치도 춘천시 퇴계동 874-2","강원특별자치도 춘천시 충혼길5번길 4-4, 우측상가 1층 (퇴계동)","24440","언쏠티드버터","2022-10-07 09:22:24","I","2023-06-13 00:00:00","제과점영업","263582.733411091","484746.553620914","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","23.68","","","",
"12","제과점영업","07_22_18_P","4181000","4181000-121-2022-00017","2022-10-31","","01","영업/정상","01","영업","","","","","","52.80","","강원특별자치도 춘천시 퇴계동 424-7","강원특별자치도 춘천시 국사봉길 16, 1층 (퇴계동)","24445","구오베이커리","2022-10-31 09:23:24","I","2023-06-13 00:00:00","제과점영업","264077.129941976","484369.338036395","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","52.8","","","",
"13","제과점영업","07_22_18_P","4181000","4181000-121-2023-00001","2023-01-06","","01","영업/정상","01","영업","","","","","","3.00","","강원특별자치도 춘천시 신북읍 천전리 47-8","강원특별자치도 춘천시 신북읍 신샘밭로 746, 1층","24204","에이치케이커피로스터스","2024-06-27 15:51:20","U","2024-06-29 02:40:00","제과점영업","269566.844092781","492428.381424547","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","3","","","",
"14","제과점영업","07_22_18_P","4181000","4181000-121-2023-00002","2023-01-26","","01","영업/정상","01","영업","","","","","","41.54","","강원특별자치도 춘천시 효자동 744-9","강원특별자치도 춘천시 춘천로 223, 1층 (효자동)","24259","바이","2024-11-11 15:36:16","U","2024-11-13 02:40:00","제과점영업","264906.15962607","486416.299109399","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","41.54","","","",
"15","제과점영업","07_22_18_P","4181000","4181000-121-2023-00003","2023-02-10","","01","영업/정상","01","영업","","","","","","33.32","","강원특별자치도 춘천시 동면 장학리 996-5","강원특별자치도 춘천시 동면 춘천로449번길 20-3, 1층 101호","24209","빌즈(Billz)","2023-02-27 10:09:50","I","2023-06-13 00:00:00","제과점영업","266252.67","488221.21","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","33.32","","","",
"16","제과점영업","07_22_18_P","4181000","4181000-121-2023-00004","2023-03-20","","01","영업/정상","01","영업","","","","","","54.60","","강원특별자치도 춘천시 후평동 678-11","강원특별자치도 춘천시 춘천로 264, 1층 (후평동)","24292","위드유케이크(withyoucake)","2023-03-20 17:27:29","I","2023-06-13 00:00:00","제과점영업","265286.473206589","486587.432015705","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","54.6","","","",
"17","제과점영업","07_22_18_P","4181000","4181000-121-2023-00005","2023-03-27","","01","영업/정상","01","영업","","","","","","276.66","","강원특별자치도 춘천시 퇴계동 107-14","강원특별자치도 춘천시 김유정로 1852-11 (퇴계동)","24422","블랑제리춘천","2023-03-31 09:31:26","I","2023-06-13 00:00:00","제과점영업","264637.710609646","483521.038460052","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","276.66","","","",
"18","제과점영업","07_22_18_P","4181000","4181000-121-2009-00007","2009-10-26","","01","영업/정상","01","영업","","","","","033 243 1602","105.00","","강원특별자치도 춘천시 신북읍 산천리 345-4","강원특별자치도 춘천시 신북읍 신북로 255","24203","남양동산","2022-02-09 11:50:53","I","2023-06-13 00:00:00","제과점영업","265813.600117606","494093.958794051","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","105","","","",
"19","제과점영업","07_22_18_P","4181000","4181000-121-2010-00003","2010-03-15","","01","영업/정상","01","영업","","","","","033 269 8165","115.00","","강원특별자치도 춘천시 퇴계동 144-1 외10필지(홈플러스춘천점)","강원특별자치도 춘천시 김유정로 1840 (퇴계동, 홈플러스춘천점)","24423","몽블랑제(주)춘천점","2024-02-22 09:55:37","U","2024-02-24 02:40:00","제과점영업","264597.191878957","483368.29049207","제과점영업","0","0","아파트지역","","상수도전용","0","0","0","0","0","","0","0","Y","115","","","",
"20","제과점영업","07_22_18_P","4181000","4181000-121-2010-00005","2010-04-12","","01","영업/정상","01","영업","","","","","033 244 8255","56.80","","강원특별자치도 춘천시 동면 만천리 821-2","강원특별자치도 춘천시 동면 만천로 135 (벨몽드만천점)","24216","파리바게뜨춘천만천점","2011-11-25 17:46:38","I","2023-06-13 00:00:00","제과점영업","266786.132730214","486803.895972417","제과점영업","0","0","주택가주변","","상수도전용","0","0","0","0","0","","0","0","N","56.8","","","",
"21","제과점영업","07_22_18_P","4181000","4181000-121-2010-00006","2010-04-21","","01","영업/정상","01","영업","","","","","033 257 7109","72.00","","강원특별자치도 춘천시 칠전동 590-7","강원특별자치도 춘천시 칠전서길 28-1 (칠전동)","24457","칠전빵집","2023-09-08 14:24:35","U","2023-09-10 02:40:00","제과점영업","262680.317626698","482360.321654958","제과점영업","0","0","주택가주변","","상수도전용","0","0","0","0","0","","0","0","N","72","","","",
"22","제과점영업","07_22_18_P","4181000","4181000-121-2006-00007","2006-07-28","","01","영업/정상","01","영업","","","","","033 2440069","113.00","","강원특별자치도 춘천시 퇴계동 891-2","강원특별자치도 춘천시 행촌로 27 (퇴계동, 1층)","24441","뚜레쥬르(남춘천점)","2022-11-10 13:44:55","I","2023-06-13 00:00:00","제과점영업","263631.829470219","484334.09779904","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","113","","","",
"23","제과점영업","07_22_18_P","4181000","4181000-121-2006-00009","2006-10-24","","01","영업/정상","01","영업","","","","","033 263 0081","121.02","","강원특별자치도 춘천시 석사동 880-2","강원특별자치도 춘천시 퇴계농공로 16, 1층 102,103,104호 (석사동)","24414","파리바게뜨석사퇴계CGV점","2022-11-15 14:13:25","I","2023-06-13 00:00:00","제과점영업","265437.172871451","483509.080694154","제과점영업","0","0","아파트지역","","상수도전용","0","0","0","0","0","","0","0","N","121.02","","","",
"24","제과점영업","07_22_18_P","4181000","4181000-121-2007-00002","2007-02-14","","01","영업/정상","01","영업","","","","","033 2640482","117.21","","강원특별자치도 춘천시 동내면 거두리 926-1","강원특별자치도 춘천시 동내면 춘천순환로 58 (메디피아빌딩 110호,111호,112호)","24404","파리바게뜨거두점","2012-10-29 17:12:44","I","2023-06-13 00:00:00","제과점영업","265967.686619859","483875.640969007","제과점영업","0","0","주택가주변","","상수도전용","0","0","0","0","0","","0","0","N","117.21","","","",
"25","제과점영업","07_22_18_P","4181000","4181000-121-2007-00004","2007-04-16","","01","영업/정상","01","영업","","","","","","44.19","","강원특별자치도 춘천시 효자동 641-5","강원특별자치도 춘천시 춘천로 197-1 (효자동)","24260","쁘띠마망(벨몽드점)","2025-09-01 10:26:31","U","2025-09-03 02:40:00","제과점영업","264685.969062866","486297.611528286","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","44.19","","","",
"26","제과점영업","07_22_18_P","4181000","4181000-121-1989-00001","1989-01-11","","01","영업/정상","01","영업","","","","","033 255 4520","117.00","","강원특별자치도 춘천시 후평동 855-1","강원특별자치도 춘천시 삭주로 96 (후평동)","24254","파리바게트 한림점","2023-03-06 13:56:58","I","2023-06-13 00:00:00","제과점영업","265154.258761948","487026.742664707","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","117","","","",
"27","제과점영업","07_22_18_P","4181000","4181000-121-1991-00001","1991-12-10","","01","영업/정상","01","영업","","","","","","24.32","","강원특별자치도 춘천시 후평동 891-1","강원특별자치도 춘천시 후석로 248, 1층 (후평동, 춘성할인마트내)","24313","르방베이커리","2025-07-22 09:44:16","U","2025-07-24 02:40:00","제과점영업","266175.519956675","485926.901885781","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","24.32","","","",
"28","제과점영업","07_22_18_P","4181000","4181000-121-1993-00001","1993-06-02","","01","영업/정상","01","영업","","","","","033 243 0880","60.27","","강원특별자치도 춘천시 우두동 707-35","강원특별자치도 춘천시 충열로 39 (우두동, 1층B동)","24226","마들렌과자점","2022-02-09 11:42:48","I","2023-06-13 00:00:00","제과점영업","264363.436931186","488796.109066363","제과점영업","3","1","아파트지역","","상수도전용","0","0","0","0","0","","0","0","N","60.27","","","",
"29","제과점영업","07_22_18_P","4181000","4181000-121-1994-00001","1994-04-26","","01","영업/정상","01","영업","","","","","","164.80","","강원특별자치도 춘천시 후평동 796-2","강원특별자치도 춘천시 후석로 293, 1층 (후평동)","24282","파리바게뜨(후평점)","2022-02-09 11:43:08","I","2023-06-13 00:00:00","제과점영업","266037.5807931","486354.911608167","제과점영업","1","4","주택가주변","","상수도전용","0","0","0","0","0","","0","0","N","164.8","","","",
"30","제과점영업","07_22_18_P","4181000","4181000-121-1994-00004","1994-06-30","","01","영업/정상","01","영업","","","","","033 2621172","88.20","","강원특별자치도 춘천시 퇴계동 87","강원특별자치도 춘천시 안마산로 199, 1층 108.109호 (퇴계동, 선우씨티상가)","24421","파리바게뜨퇴계점","2023-10-04 09:37:59","U","2023-10-06 02:40:00","제과점영업","264748.442342906","483368.951022331","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","88.2","","","",
"31","제과점영업","07_22_18_P","4181000","4181000-121-1995-00002","1995-07-11","","01","영업/정상","01","영업","","","","","033 257 5336","75.05","","강원특별자치도 춘천시 효자동 154-21","강원특별자치도 춘천시 효제길 22 (효자동)","24339","아망떼과자점","2022-11-15 13:59:45","I","2023-06-13 00:00:00","제과점영업","264660.203067061","485706.369970906","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","75.05","","","",
"32","제과점영업","07_22_18_P","4181000","4181000-121-1995-00003","1995-02-14","","01","영업/정상","01","영업","","","","","033 2570082","59.00","","강원특별자치도 춘천시 퇴계동 891-1","강원특별자치도 춘천시 행촌로 29 (퇴계동)","24441","파리바게뜨(남춘천점)","2020-11-06 11:48:53","I","2023-06-13 00:00:00","제과점영업","263644.806778994","484353.027957445","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","59","","","",
"33","제과점영업","07_22_18_P","4181000","4181000-121-2010-00013","2010-11-01","","01","영업/정상","01","영업","","","","","033 253 9991","47.19","","강원특별자치도 춘천시 효자동 654-9 외6필지(106호)","강원특별자치도 춘천시 춘천로 188 (효자동, 메가시티빌딩 106호)","24329","빚은팔호광장점","2011-11-25 15:09:45","I","2023-06-13 00:00:00","제과점영업","264607.739384354","486205.143820709","제과점영업","0","0","","","","0","0","0","0","0","","0","0","N","47.19","","","",
"34","제과점영업","07_22_18_P","4181000","4181000-121-2021-00027","2021-11-15","","01","영업/정상","01","영업","","","","","033 255 1123","54.00","","강원특별자치도 춘천시 동면 장학리 859","강원특별자치도 춘천시 동면 만천로 261, 1층 104호","24296","스튜디베이글","2024-07-24 16:00:11","U","2024-07-26 02:40:00","제과점영업","266258.343926198","487963.42956518","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","54","","","",
"35","제과점영업","07_22_18_P","4181000","4181000-121-2021-00028","2021-11-16","","01","영업/정상","01","영업","","","","","033 263 4647","57.72","","강원특별자치도 춘천시 동내면 거두리 1062-2","강원특별자치도 춘천시 동내면 외솔길19번길 80-34, 1층","24401","유동부치아바타(주)","2021-11-24 11:46:05","I","2023-06-13 00:00:00","제과점영업","266708.277938401","484167.842761172","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","57.72","","","",
"36","제과점영업","07_22_18_P","4181000","4181000-121-2021-00029","2021-11-29","","01","영업/정상","01","영업","","","","","","46.20","","강원특별자치도 춘천시 동내면 거두리 1046-3","강원특별자치도 춘천시 동내면 외솔길19번길 70, 1층 101호","24401","심플리움앤드","2022-02-09 15:20:46","I","2023-06-13 00:00:00","제과점영업","266605.714398012","484181.468426822","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","46.2","","","",
"37","제과점영업","07_22_18_P","4181000","4181000-121-2022-00002","2022-02-28","","01","영업/정상","01","영업","","","","","","42.90","","강원특별자치도 춘천시 석사동 661-8","강원특별자치도 춘천시 효석로 143, 1층 (석사동)","24388","라니떡공방","2022-03-27 16:33:28","I","2023-06-13 00:00:00","제과점영업","265414.05946812","484082.122989601","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","42.9","","","",
"38","제과점영업","07_22_18_P","4181000","4181000-121-2022-00004","2022-03-23","","01","영업/정상","01","영업","","","","","","9.90","","강원특별자치도 춘천시 근화동 532-8","강원특별자치도 춘천시 영서로 2529-47, 1층 (근화동)","24238","거북당제빵소(리버레인)","2024-06-27 15:48:53","U","2024-06-29 02:40:00","제과점영업","262576.029303384","487125.400005009","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","9.9","","","",
"39","제과점영업","07_22_18_P","4181000","4181000-121-2022-00006","2022-05-09","","01","영업/정상","01","영업","","","","","","61.20","","강원특별자치도 춘천시 동면 만천리 326-37","강원특별자치도 춘천시 동면 순환대로 1156-19, 지하1층","24212","모토모토","2025-10-10 11:21:02","U","2025-10-12 02:40:00","제과점영업","268419.177217719","487219.245019193","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","61.2","","","",
"40","제과점영업","07_22_18_P","4181000","4181000-121-2022-00007","2022-05-09","","01","영업/정상","01","영업","","","","","","6.00","","강원특별자치도 춘천시 동면 만천리 326-37","강원특별자치도 춘천시 동면 순환대로 1156-19, 지하1층","24212","모토모토","2025-10-10 11:22:45","U","2025-10-12 02:40:00","제과점영업","268419.177217719","487219.245019193","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","6","","","",
"41","제과점영업","07_22_18_P","4181000","4181000-121-2022-00008","2022-05-09","","01","영업/정상","01","영업","","","","","","18.30","","강원특별자치도 춘천시 석사동 980","강원특별자치도 춘천시 후석로 120, 춘천농협농수산물종합유통센터 A동 1층 (석사동)","24326","구르망디즈","2022-06-21 17:07:08","I","2023-06-13 00:00:00","제과점영업","265760.750878195","484782.142992886","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","18.3","","","",
"42","제과점영업","07_22_18_P","4181000","4181000-121-2022-00009","2022-05-20","","01","영업/정상","01","영업","","","","","033 255 4500","74.93","","강원특별자치도 춘천시 퇴계동 971-5","강원특별자치도 춘천시 퇴계로 146, 1층 (퇴계동)","24377","뚜레쥬르퇴계중앙점","2022-11-01 17:04:11","I","2023-06-13 00:00:00","제과점영업","264640.754705726","484330.936446816","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","74.93","","","",
"43","제과점영업","07_22_18_P","4181000","4181000-121-2022-00011","2022-06-15","","01","영업/정상","01","영업","","","","","","114.00","","강원특별자치도 춘천시 온의동 601 춘천 센트럴타워 푸르지오","강원특별자치도 춘천시 방송길 77, 1층 1204,1205,1223호 (온의동, 춘천 센트럴타워 푸르지오)","24363","파리바게트춘천온의푸르지오","2022-06-15 11:46:08","I","2023-06-13 00:00:00","제과점영업","263345.431242431","485397.525389929","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","114","","","",
"44","제과점영업","07_22_18_P","4181000","4181000-121-2022-00013","2022-07-15","","01","영업/정상","01","영업","","","","","","74.64","","강원특별자치도 춘천시 우두동 1118-1","강원특별자치도 춘천시 우두1길 101, 110호 (우두동)","24221","파리바게뜨 춘천우두점","2022-08-11 09:06:00","I","2023-06-13 00:00:00","제과점영업","264440.606462596","489843.188129103","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","74.64","","","",
"45","제과점영업","07_22_18_P","4181000","4181000-121-2022-00014","2022-08-23","","01","영업/정상","01","영업","","","","","","81.11","","강원특별자치도 춘천시 우두동 639-9","강원특별자치도 춘천시 사우로 68 (우두동)","24226","찌니네식빵","2022-09-02 17:36:22","I","2023-06-13 00:00:00","제과점영업","264303.398987863","489595.214786154","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","81.11","","","",
"46","제과점영업","07_22_18_P","4181000","4181000-121-2005-00006","2005-05-04","","01","영업/정상","01","영업","","","","","033 2434520","99.70","","강원특별자치도 춘천시 중앙로2가 5","강원특별자치도 춘천시 금강로 54 (중앙로2가, 1,2,3층)","24353","파리바게뜨(명동점)","2018-03-27 13:23:52","I","2023-06-13 00:00:00","제과점영업","263957.367725407","486634.866926335","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","99.7","","","",
"47","제과점영업","07_22_18_P","4181000","4181000-121-2005-00010","2005-11-14","","01","영업/정상","01","영업","","","","","033 253 8504","114.20","","강원특별자치도 춘천시 온의동 511 이마트","강원특별자치도 춘천시 경춘로 2353, 이마트춘천점 (온의동)","24435","(주)신세계푸드블랑제리춘천점","2025-04-10 13:26:30","U","2025-04-12 02:40:00","제과점영업","263141.943193102","484821.289677657","제과점영업","0","0","기타","","","0","0","0","0","0","","0","0","N","114.2","","","",
"48","제과점영업","07_22_18_P","4181000","4181000-121-2007-00008","2007-07-27","","01","영업/정상","01","영업","","","","","033 257 8205","76.23","","강원특별자치도 춘천시 후평동 692","강원특별자치도 춘천시 춘천로296번길 3 (후평동, 1층)","24277","파리바게뜨춘천포스코점","2022-08-16 14:54:30","I","2023-06-13 00:00:00","제과점영업","265580.230265785","486750.045883114","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","76.23","","","",
"49","제과점영업","07_22_18_P","4181000","4181000-121-2007-00012","2007-11-21","","01","영업/정상","01","영업","","","","","033 242 0908","113.44","","강원특별자치도 춘천시 교동 157-24","강원특별자치도 춘천시 삭주로 76 (교동, 1층)","24259","뚜레주르(한림대점)","2024-08-08 11:08:38","U","2024-08-10 02:40:00","제과점영업","264948.061912947","487006.600653043","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","113.44","","","",
"50","제과점영업","07_22_18_P","4181000","4181000-121-2016-00028","2016-12-06","","01","영업/정상","01","영업","","","","","","40.15","","강원특별자치도 춘천시 석사동 339","강원특별자치도 춘천시 공지로 126, 1층 (석사동, 춘천교육대학교내 학생회관)","24328","카페음","2022-02-09 13:07:15","I","2023-06-13 00:00:00","제과점영업","265831.097866827","484368.23347021","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","40.15","","","",
"51","제과점영업","07_22_18_P","4181000","4181000-121-2017-00003","2017-03-14","","01","영업/정상","01","영업","","","","","","60.00","","강원특별자치도 춘천시 동면 장학리 234 지하1층","강원특별자치도 춘천시 동면 춘천순환로 600, 지하1층","24213","빵굽는마미갸또춘천","2022-02-09 13:07:35","I","2023-06-13 00:00:00","제과점영업","266540.279685759","488014.164781552","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","60","","","",
"52","제과점영업","07_22_18_P","4181000","4181000-121-2017-00005","2017-07-04","","01","영업/정상","01","영업","","","","","033 262 2001","96.99","","강원특별자치도 춘천시 석사동 818-5","강원특별자치도 춘천시 퇴계로 229, 1층 (석사동)","24390","파리바게트춘천봄내점","2022-02-09 13:07:55","I","2023-06-13 00:00:00","제과점영업","265393.064862255","483997.38601415","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","96.99","","","",
"53","제과점영업","07_22_18_P","4181000","4181000-121-2018-00016","2018-08-24","","01","영업/정상","01","영업","","","","","033 264 5407","154.77","","강원특별자치도 춘천시 효자동 287-5","강원특별자치도 춘천시 공지로 240, 1층 (효자동)","24343","뚜레쥬르효자점","2023-06-02 13:10:07","I","2023-06-13 00:00:00","제과점영업","264824.534311814","484847.607493535","제과점영업","0","0","주택가주변","","상수도전용","0","0","0","0","0","","0","0","N","154.77","","","",
"54","제과점영업","07_22_18_P","4181000","4181000-121-2019-00002","2019-01-29","","01","영업/정상","01","영업","","","","","02  22765000","91.00","","강원특별자치도 춘천시 온의동 6-25 롯데마트","강원특별자치도 춘천시 방송길 84, 롯데마트 1층 (온의동)","24364","베이커리팩토리춘천점","2020-06-09 16:11:58","I","2023-06-13 00:00:00","제과점영업","263109.175778889","485355.40305733","제과점영업","0","0","기타","","상수도전용","0","0","0","0","0","","0","0","N","91","","","",
"55","제과점영업","07_22_18_P","4181000","4181000-121-2019-00003","2019-03-12","","01","영업/정상","01","영업","","","","","033 262 8063","74.34","","강원특별자치도 춘천시 동내면 거두리 1127-9","강원특별자치도 춘천시 동내면 거두택지길44번길 19-1, 1층","24399","동내빵집","2022-02-09 13:11:16","I","2023-06-13 00:00:00","제과점영업","266627.209014889","483772.643054175","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","74.34","","","",
"56","제과점영업","07_22_18_P","4181000","4181000-121-2019-00007","2019-05-14","","01","영업/정상","01","영업","","","","","","71.39","","강원특별자치도 춘천시 석사동 27-2 롯데마트 석사점","강원특별자치도 춘천시 세실로 108, 롯데마트 석사점 1층 (석사동)","24315","라비베이커리(춘천점)","2022-02-09 13:12:13","I","2023-06-13 00:00:00","제과점영업","266737.880921009","485159.020559127","제과점영업","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","71.39","","","",
"57","제과점영업","07_22_18_P","4181000","4181000-121-2011-00007","2011-06-27","","01","영업/정상","01","영업","","","","","033 251 4876","26.23","","강원특별자치도 춘천시 후평동 692-1","강원특별자치도 춘천시 효평길 97 (후평동, 1층)","24277","수제빵","2017-05-24 11:10:20","I","2023-06-13 00:00:00","제과점영업","265578.883145319","486729.610944238","제과점영업","0","0","주택가주변","","상수도전용","0","0","0","0","0","","0","0","N","26.23","","","",
