"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","영화제작업","03_13_05_P","4181000","CDFF5211012014000002","2014-09-15","","01","영업/정상","13","영업중","","","","","070-4964-2012","","","강원특별자치도 춘천시 죽림동 ***","강원특별자치도 춘천시 중앙로**번길 ** (죽림동)","24354","주식회사 글로벌콘텐츠그룹","2025-07-21 18:13:31","U","2025-07-23 02:40:00","","263954.075694438","486406.885561246","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20140915","",
"12","영화제작업","03_13_05_P","4181000","CDFF5211012015000001","2015-04-01","","01","영업/정상","13","영업중","","","","","033-817-2336","","","강원특별자치도 춘천시 칠전동 ***-* *층","강원특별자치도 춘천시 칠전서길 **-*, *층 (칠전동)","24457","강원미디어홍보협동조합","2020-04-20 14:26:27","I","2023-06-13 00:00:00","","262696.28","482327.29","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20150401","",
"13","영화제작업","03_13_05_P","4181000","CDFF5211012015000004","2015-06-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 근화동 ***-*","강원특별자치도 춘천시 영서로 **** (근화동)","200-931","(주)디피에스","2020-04-20 14:25:41","I","2023-06-13 00:00:00","","263139.719849169","487674.963048139","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20150626","",
"14","영화제작업","03_13_05_P","4181000","CDFF5211012016000001","2016-10-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 효자동 **-**","강원특별자치도 춘천시 으뜸길 ** (효자동)","24290","봄내필름","2020-04-20 14:24:46","I","2023-06-13 00:00:00","","265382.870930782","486279.728608653","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20161025","",
"15","영화제작업","03_13_05_P","4181000","CDFF5211012017000001","2017-02-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 죽림동 ***","강원특별자치도 춘천시 중앙로**번길 **, *동 ****호 (죽림동, 브라운가)","24354","주식회사 애드고","2020-04-20 14:23:45","I","2023-06-13 00:00:00","","263954.075694438","486406.885561246","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170210","",
"16","영화제작업","03_13_05_P","4181000","CDFF5211012017000002","2017-05-26","","01","영업/정상","13","영업중","","","","","1588-6301","","","강원특별자치도 춘천시 조양동 ***-* 엠백화점 별관*층","강원특별자치도 춘천시 금강로 **-** (조양동, 엠백화점 별관*층)","24353","(주)다다엔터테인먼트","2020-04-20 14:23:10","I","2023-06-13 00:00:00","","263966.683887103","486484.317405147","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170526","",
"17","영화제작업","03_13_05_P","4181000","CDFF5211012017000003","2017-07-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 운교동 ***-** 지하,*층","강원특별자치도 춘천시 춘천로***번길 *, 지하,*층 (운교동)","24335","주식회사 우리스튜디오","2023-02-07 13:56:05","I","2023-06-13 00:00:00","","264232.667540118","486101.864169207","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170726","",
"18","영화제작업","03_13_05_P","4181000","CDFF5211012017000004","2017-11-23","","01","영업/정상","13","영업중","","","","","033)262-7077","","","강원특별자치도 춘천시 신동면 증리 ***-* 유정프라자 A동 ***호","강원특별자치도 춘천시 신동면 김유정로 ****, A동 ***호 (유정프라자)","24412","주식회사 어게인","2020-04-20 14:21:56","I","2023-06-13 00:00:00","","262916.479743035","479728.705273747","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20171123","",
"19","영화제작업","03_13_05_P","4181000","CDFF5211012018000001","2018-09-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 운교동 ***-* *층","강원특별자치도 춘천시 금강로 **, *층 (운교동)","24352","영상문화프로덕션 이리","2020-04-20 14:19:34","I","2023-06-13 00:00:00","","264205.175608981","486358.650189715","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180904","",
"20","영화제작업","03_13_05_P","4181000","CDFF5211012020000001","2019-06-17","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 운교동 ***-**","강원특별자치도 춘천시 춘천로***번길 *, *층, 지하 (운교동)","24335","덕이필름","2020-03-14 13:03:08","I","2023-06-13 00:00:00","","264232.667540118","486101.864169207","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20190617","",
"21","영화제작업","03_13_05_P","4181000","CDFF5211012020000002","2020-04-20","","01","영업/정상","13","영업중","","","","","033-245-6600","","","강원특별자치도 춘천시 효자동 ***-* 춘천축협효자지점","강원특별자치도 춘천시 효자로 ***, 춘천축협효자지점 *층 (효자동)","24329","한테크주식회사","2023-02-07 13:56:21","I","2023-06-13 00:00:00","","264563.94245221","486040.71272591","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200420","",
"22","영화제작업","03_13_05_P","4181000","CDFF5211012021000001","2021-01-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 서면 금산리 ****","강원특별자치도 춘천시 서면 박사로 ***, 강원창작개발센터 ***호","24461","협동조합 스토리봄","2022-08-26 13:16:51","I","2023-06-13 00:00:00","","260819.739664112","488267.312140011","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210122","",
"23","영화제작업","03_13_05_P","4181000","CDFF5211012023000001","2023-03-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 우두동 **** 강변코아루아파트 ***동 ***호","강원특별자치도 춘천시 새청말길 **, ***동 ***호 (우두동, 강변코아루아파트)","24229","스튜디오 기이현상","2023-03-13 10:42:26","I","2023-06-13 00:00:00","","264752.574370268","488537.22317777","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230313","",
"24","영화제작업","03_13_05_P","4181000","CDFF5211012023000002","2023-03-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 소양로*가 **-** *층","강원특별자치도 춘천시 당간지주길 **, *층 (소양로*가)","24241","나로","2023-03-14 17:39:35","I","2023-06-13 00:00:00","","263742.632077142","487976.01594674","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230314","",
"25","영화제작업","03_13_05_P","4181000","CDFF5211012023000003","2023-03-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 동내면 거두리 **** 춘천거두주공아파트 ***동 ****호","강원특별자치도 춘천시 동내면 거두택지길 **, ***동 ****호 (춘천거두주공아파트)","24399","케이에스(KS)프로덕션","2023-03-20 09:10:55","I","2023-06-13 00:00:00","","266828.063418008","484015.049994818","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230320","",
"26","영화제작업","03_13_05_P","4181000","CDFF5211012024000001","2024-05-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 옥천동 *-* 한림대학교 창업보육센터 *****호","강원특별자치도 춘천시 한림대학길 *, 한림대학교 창업보육센터 *****호 (옥천동)","24252","에이유엑스미디어","2024-05-28 16:10:08","I","2024-05-30 00:14:26","","264602.141926602","487386.633309595","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240528","",
"27","영화제작업","03_13_05_P","4181000","CDFF5211012025000001","2022-07-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 소양로*가 **-* 춘천역스마트하우스오피스텔","강원특별자치도 춘천시 소양로 ***, 춘천역스마트하우스오피스텔 *층 ***호 (소양로*가)","24247","레츠 필름","2025-06-19 14:49:04","I","2025-06-21 00:20:01","","263757.163313033","487752.471393596","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220722","",
"28","영화제작업","03_13_05_P","4181000","CDFF5211012023000004","2023-12-12","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 효자동 **-**","강원특별자치도 춘천시 백령로 ***, *층 (효자동)","24295","주식회사 나인픽처스","2025-03-20 17:00:40","U","2025-03-22 02:40:00","","265336.539935369","486141.266686847","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20231212","",
"29","영화제작업","03_13_05_P","4191000","CDFF5211012018000001","2018-02-21","","03","폐업","03","폐업","2023-11-01","","","","033-733-8020","","","강원특별자치도 원주시 일산동 *** 시민문화센터*층 원주영상미디어센터","강원특별자치도 원주시 원일로 ***, 시민문화센터 *층 (일산동)","26417","원주영상미디어센터","2024-01-09 13:35:14","U","2024-01-11 02:40:00","","283818.701302395","428144.659798378","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180221","",
"30","영화제작업","03_13_05_P","4191000","CDFF5211012021000002","2021-04-09","","03","폐업","03","폐업","2025-01-31","","","","","","","강원특별자치도 원주시 중앙동 ***-*","강원특별자치도 원주시 중앙로 **, *층 (중앙동)","26429","제이드몰","2025-02-03 11:14:35","U","2025-02-05 02:40:00","","284287.508027648","427790.228837902","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210409","",
"31","영화제작업","03_13_05_P","4191000","CDFF5211012012000001","2012-06-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 일산동 ***-***","강원특별자치도 원주시 남산로 ***, ***동 ***호 (일산동, 국제아파트)","220-785","씨밀레필림","2012-06-20 10:53:25","I","2023-06-13 00:00:00","","283106.667143336","427882.318806568","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20120620","",
"32","영화제작업","03_13_05_P","4191000","CDFF5211012017000001","2017-01-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 흥업면 매지리 ****","강원특별자치도 원주시 흥업면 연세대길 *, *층 ***호 (연세대학교)","26493","FILMMONG(필름몽)","2017-01-23 17:19:56","I","2023-06-13 00:00:00","","279854.561886195","420213.086562055","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170123","",
"33","영화제작업","03_13_05_P","4191000","CDFF5211012017000003","2017-07-19","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 판부면 서곡리 ***-*","강원특별자치도 원주시 판부면 내남송길 ***-**, *층","26401","미디어나무 주식회사","2021-09-30 17:20:19","I","2023-06-13 00:00:00","","283702.348521597","423213.276842953","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170719","",
"34","영화제작업","03_13_05_P","4191000","CDFF5211012019000001","2019-02-01","","01","영업/정상","13","영업중","","","","","033-743-4888","","","강원특별자치도 원주시 행구동 ***-*","강원특별자치도 원주시 고문골길 ** (행구동)","26455","주식회사 제이엠컴퍼니","2019-02-01 11:18:07","I","2023-06-13 00:00:00","","289012.71544967","427036.999726336","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20190201","",
"35","영화제작업","03_13_05_P","4191000","CDFF5211012021000001","2021-03-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 ****-** 엔터비즈타워","강원특별자치도 원주시 입춘로 **, 엔터비즈타워 B***호 (반곡동)","26460","머니투데이방송 라이프팀","2025-06-24 10:18:21","U","2025-06-26 02:40:00","","286650.196160256","425529.258545694","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210326","",
"36","영화제작업","03_13_05_P","4191000","CDFF5211012021000003","2021-07-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 일산동 **-**","강원특별자치도 원주시 무실로 **, *층 (일산동)","26431","고씨네 주식회사(Go-Cine Co.,Ltd)","2021-07-16 16:36:00","I","2023-06-13 00:00:00","","284018.720993718","427760.163352798","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210716","",
"37","영화제작업","03_13_05_P","4191000","CDFF5211012021000004","2021-08-31","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 ****-* 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 ***, 원주프리미엄아울렛 *층 ***호 (단구동)","26487","혜주","2021-08-31 18:08:59","I","2023-06-13 00:00:00","","284818.874360771","425225.032426821","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210831","",
"38","영화제작업","03_13_05_P","4191000","CDFF5211012021000005","2021-11-25","","01","영업/정상","13","영업중","","","","","033-766-4471","","","강원특별자치도 원주시 단구동 ***-* *층","강원특별자치도 원주시 단사정길 **, *층 (단구동)","26451","클라임매니지먼트 주식회사","2022-11-01 18:12:57","I","2023-06-13 00:00:00","","285098.903911142","425717.979098634","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20211125","",
"39","영화제작업","03_13_05_P","4191000","CDFF5211012022000001","2022-06-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 소초면 흥양리 **-*","강원특별자치도 원주시 소초면 황골로 ***","26310","미디어 하루","2022-06-22 15:15:18","I","2023-06-13 00:00:00","","289661.771068619","429514.999610721","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220622","",
"40","영화제작업","03_13_05_P","4191000","CDFF5211012023000001","2023-03-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 문막읍 동화리 ***-*","강원특별자치도 원주시 문막읍 큰애니길 **-*","26366","아크필름","2023-03-30 17:03:07","I","2023-06-13 00:00:00","","274026.820501573","425001.727388684","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230330","",
"41","영화제작업","03_13_05_P","4191000","CDFF5211012024000002","2024-02-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 ****-* 원주무실*단지휴먼시아","강원특별자치도 원주시 만대로 ***, 원주무실*단지휴먼시아 ***동 ****호 (무실동)","26386","수수필름","2024-02-27 17:13:03","I","2024-02-29 00:15:52","","281479.305677245","426436.450869975","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240227","",
"42","영화제작업","03_13_05_P","4191000","CDFF5211012025000003","2016-08-17","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 지정면 가곡리 **** 원주 롯데캐슬 골드파크 *차","강원특별자치도 원주시 지정면 신지정로 ***, ***동 ****호 (원주 롯데캐슬 골드파크 *차)","26353","써니싸이드필름(Sunny Side Film)","2025-08-08 17:13:29","I","2025-08-10 00:20:02","","277134.988226673","430921.744566666","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20160817","",
"43","영화제작업","03_13_05_P","4191000","CDFF5211012024000001","2024-01-10","","01","영업/정상","13","영업중","","","","","033-733-8020","","","강원특별자치도 원주시 일산동 *** 시민문화센터","강원특별자치도 원주시 원일로 ***, 시민문화센터 *층 (일산동)","26417","원주영상미디어센터","2024-01-10 09:45:31","I","2024-01-12 00:16:24","","283818.701302395","428144.659798378","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240110","",
"44","영화제작업","03_13_05_P","4191000","CDFF5211012025000002","2025-06-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 문막읍 동화리 ***-*","강원특별자치도 원주시 문막읍 동화골길 ***-*","26372","(주)원앤원","2025-06-13 09:10:31","I","2025-06-15 00:20:02","","","","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20250613","",
"45","영화제작업","03_13_05_P","4191000","CDFF5211012025000001","2025-04-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 ****-* 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 ***, 원주프리미엄아울렛 ***-디*호 (단구동)","26487","주식회사 시테스","2025-04-29 16:37:19","I","2025-05-01 00:20:22","","284818.874360771","425225.032426821","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20250429","",
"46","영화제작업","03_13_05_P","4191000","CDFF5211012023000002","2023-10-31","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 흥업면 흥업리 ***-*","강원특별자치도 원주시 흥업면 남원로 **-**","26403","늘보아","2023-10-31 15:15:28","I","2023-11-02 00:17:43","","281440.82446305","422312.789248633","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20231031","",
"47","영화제작업","03_13_05_P","4201000","CDFF5211012014000001","2014-04-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 홍제동 ***","강원특별자치도 강릉시 공제로***번길 ** (홍제동)","25521","아나레스","2021-01-12 09:22:55","I","2023-06-13 00:00:00","","363990.450891253","473185.240660027","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20140401","",
"48","영화제작업","03_13_05_P","4201000","CDFF5211012017000001","2017-10-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 내곡동 ***","강원특별자치도 강릉시 범일로***번길 **, ***호 (내곡동, 가톨릭관동대학교(청송관))","25601","주식회사 씨앤씨미디어 콘텐츠","2017-10-24 15:10:12","I","2023-06-13 00:00:00","","365136.451379883","472058.531076918","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20171024","",
"49","영화제작업","03_13_05_P","4201000","CDFF5211012018000001","2018-04-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 주문진읍 교항리 ***-**","강원특별자치도 강릉시 주문진읍 아래사다리길 **","25415","파도","2018-04-25 14:12:52","I","2023-06-13 00:00:00","","360210.942673355","489005.728721825","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180425","",
"50","영화제작업","03_13_05_P","4201000","CDFF5211012022000001","2022-04-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 **** 부영아파트","강원특별자치도 강릉시 가작로 **, ***동 ****호 (교동, 부영아파트)","25494","서루화","2022-04-28 13:17:29","I","2023-06-13 00:00:00","","365892.988335004","475832.451587915","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220428","",
"51","영화제작업","03_13_05_P","4201000","CDFF5211012022000002","2022-12-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 명주동 **-* *층","강원특별자치도 강릉시 경강로 ****, *층 (명주동)","25534","봄봄콘텐츠","2023-01-05 09:06:35","I","2023-06-13 00:00:00","","366644.236965027","473765.164610162","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20221230","",
"52","영화제작업","03_13_05_P","4201000","CDFF5211012023000001","2023-03-21","","01","영업/정상","13","영업중","","","","","07082914604","","","강원특별자치도 강릉시 교동 **** ***호","강원특별자치도 강릉시 원대로**번길 **, ***호 (교동)","25518","주식회사 제이앤씨필름 강릉지점","2023-03-21 16:39:06","I","2023-06-13 00:00:00","","365699.056469275","474533.716233536","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230321","",
"53","영화제작업","03_13_05_P","4201000","CDFF5211012023000002","2023-03-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 왕산면 왕산리 ***","강원특별자치도 강릉시 왕산면 왕산로 ****","25641","스물둘","2023-03-24 09:21:44","I","2023-06-13 00:00:00","","358220.207466536","463822.445191666","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20230324","",
"54","영화제작업","03_13_05_P","4201000","CDFF5211012018000002","2018-08-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 *** 교동 이편한세상아파트 ***동 ***호","강원특별자치도 강릉시 종합운동장길 **, ***동 ***호 (교동, 교동 이편한세상아파트)","25475","원필름","2018-08-23 17:27:47","I","2023-06-13 00:00:00","","366934.655198494","475931.512715177","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180823","",
"55","영화제작업","03_13_05_P","4201000","CDFF5211012020000001","2020-02-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 ****-*","강원특별자치도 강릉시 율곡초교길 **, *층 (교동)","25510","나무들필름","2022-08-11 17:46:58","I","2023-06-13 00:00:00","","365504.155030934","475487.60005899","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200213","",
"56","영화제작업","03_13_05_P","4201000","CDFF5211012020000002","2020-04-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 용강동 **-**","강원특별자치도 강릉시 토성로 ***, *층 (용강동)","25534","사회적협동조합 인디하우스","2025-04-24 09:14:16","U","2025-04-26 02:40:00","","366501.31022742","474052.026720293","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200401","",
"57","영화제작업","03_13_05_P","4201000","CDFF5211012020000003","2020-05-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 명주동 **","강원특별자치도 강릉시 명주로 *, *층 (명주동)","25534","주식회사 와우","2020-05-18 13:15:00","I","2023-06-13 00:00:00","","366623.157164222","473732.607575907","영화제작업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200518","",
