"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"30","영화상영업","03_13_03_P","4221000","CDFF5211042012000001","2012-05-10","","03","폐업","03","폐업","2013-12-12","","","","","","","강원특별자치도 태백시 황지동 52-14 2층","강원특별자치도 태백시 황지로 109-1 (황지동)","235-800","디플렉스 영화관","2013-12-17 13:10:49","I","2023-06-13 00:00:00","","376837.234822825","409269.692392088","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20120510","",
"31","영화상영업","03_13_03_P","4221000","CDFF5211042024000001","2024-02-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 태백시 장성동 159-1 태백장성 생활SOC 복합시설","강원특별자치도 태백시 장성1길 175-1, 태백장성 생활SOC 복합시설 3층 (장성동)","26052","태백 작은영화관","2024-03-05 13:58:33","U","2024-03-07 02:40:00","","378498.20163908","401834.014517795","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240220","",
"32","영화상영업","03_13_03_P","4221000","CDFF5211042025000002","2025-03-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 태백시 장성동 159-1 태백장성 생활SOC 복합시설","강원특별자치도 태백시 장성1길 175-1, 태백장성 생활SOC 복합시설 (장성동)","26052","태백작은영화관","2025-03-27 16:20:12","I","2025-03-29 00:10:24","","378498.20163908","401834.014517795","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20250327","",
"33","영화상영업","03_13_03_P","4231000","CDFF5211042007000001","2007-02-07","","01","영업/정상","13","영업중","","","","","033-635-8706","","","강원특별자치도 속초시 조양동 1506-1","강원특별자치도 속초시 조양로142번길 20 (조양동)","217-813","메가박스 속초","2020-02-28 18:00:54","I","2023-06-13 00:00:00","","338872.933695291","521870.262219495","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070207","",
"34","영화상영업","03_13_03_P","4231000","CDFF5211042021000001","2021-03-04","","01","영업/정상","13","영업중","","","","","033-632-8888","","","강원특별자치도 속초시 금호동 473-235","강원특별자치도 속초시 중앙로121번길 28, 3층 (금호동)","24833","롯데시네마 속초관","2021-08-30 13:30:14","I","2023-06-13 00:00:00","","339101.583488613","523440.599544996","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210304","",
"35","영화상영업","03_13_03_P","4241000","CDFF5211042016000001","2016-08-25","","03","폐업","03","폐업","2020-08-27","","","","033-575-7053","","","강원특별자치도 삼척시 성남동 173-3","강원특별자치도 삼척시 엑스포로 50 (성남동, 태양에너지전시관)","25919","삼척 작은영화관 사회적협동조합","2020-08-27 16:29:42","I","2023-06-13 00:00:00","","390949.211530122","439719.706978218","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20160825","",
"36","영화상영업","03_13_03_P","4241000","CDFF5211042020000002","2020-11-16","","03","폐업","03","폐업","2021-02-09","","","","033-573-2882","","","강원특별자치도 삼척시 읍중동 2-10 삼척문화원","강원특별자치도 삼척시 오십천로 408, 삼척문화원 (읍중동)","25917","삼척문화원","2021-02-10 10:28:26","I","2023-06-13 00:00:00","","391348.283669915","439845.470527859","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20201116","",
"37","영화상영업","03_13_03_P","4241000","CDFF5211042020000001","2020-09-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 삼척시 도계읍 전두리 63-18 도계새마을금고","강원특별자치도 삼척시 도계읍 도계로 224, 도계새마을금고","25947","삼척도원새마을금고","2020-09-16 15:56:34","I","2023-06-13 00:00:00","","381293.28295538","416141.608293154","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200916","",
"38","영화상영업","03_13_03_P","4251000","CDFF5211042007000001","2007-07-05","","03","폐업","03","폐업","2022-02-24","","","","430-7511","","","강원특별자치도 홍천군 서면 팔봉리 1290-14","강원특별자치도 홍천군 서면 한치골길 262","250-751","시네마-V(CINEMA V)","2022-02-24 20:05:46","I","2023-06-13 00:00:00","","259927.662555703","460597.297045951","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20070705","",
"39","영화상영업","03_13_03_P","4251000","CDFF5211042020000001","2020-09-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 홍천읍 연봉리 388-2","강원특별자치도 홍천군 홍천읍 열산골길 8","25142","홍천시네마","2025-03-31 16:57:05","U","2025-04-02 02:40:00","","276942.376004063","464332.765547555","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200908","",
"40","영화상영업","03_13_03_P","4251000","CDFF5211042021000001","2021-09-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 홍천읍 신장대리 5-12","강원특별자치도 홍천군 홍천읍 꽃뫼로 111, 1층","25134","홍천 새마을금고","2021-09-02 15:50:47","I","2023-06-13 00:00:00","","278069.944232745","465852.114411939","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210902","",
"41","영화상영업","03_13_03_P","4251000","CDFF5211042025000001","2025-02-28","","01","영업/정상","13","영업중","","","","","0334395843","","","강원특별자치도 홍천군 서석면 풍암리 482-5","강원특별자치도 홍천군 서석면 구룡령로 2512","25166","서석시네마","2025-03-31 16:56:25","U","2025-04-02 02:40:00","","304347.038987364","468496.01052614","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20250228","",
"42","영화상영업","03_13_03_P","4261000","CDFF5211042017000001","2017-12-26","","03","폐업","03","폐업","2020-11-01","","","","0333431088","","","강원특별자치도 횡성군 횡성읍 읍하리 281-1","강원특별자치도 횡성군 횡성읍 앞들서3로 6, 횡성시네마","25236","재단법인횡성문화재단","2020-11-09 20:27:49","I","2023-06-13 00:00:00","","","","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20171226","",
"43","영화상영업","03_13_03_P","4261000","CDFF5211042020000001","2020-11-04","","01","영업/정상","13","영업중","","","","","033-343-2271","","","강원특별자치도 횡성군 횡성읍 읍하리 281-1 횡성문화원 및 작은영화관","강원특별자치도 횡성군 횡성읍 앞들서3로 6, 횡성시네마","25236","횡성문화원","2022-08-30 15:56:01","I","2023-06-13 00:00:00","","","","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20201104","",
"44","영화상영업","03_13_03_P","4271000","CDFF5211042023000001","2022-08-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 1137 영월 코아루 에듀타운","강원특별자치도 영월군 영월읍 봉래산로 114, 상가동 203호 (영월 코아루 에듀타운)","26228","유한책임회사 느루","2024-02-15 10:43:36","U","2024-02-17 02:40:00","","330820.362955883","411123.992924149","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220804","",
"45","영화상영업","03_13_03_P","4271000","CDFF5211042020000001","2020-07-13","","01","영업/정상","13","영업중","","","","","0333702226","","","강원특별자치도 영월군 영월읍 영흥리 990-2","강원특별자치도 영월군 영월읍 관풍헌길 66","26232","영월군청","2020-07-15 15:31:52","I","2023-06-13 00:00:00","","330509.178625017","410194.327292347","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200713","",
"46","영화상영업","03_13_03_P","4271000","CDFF5211042020000002","2020-07-21","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 999-12","강원특별자치도 영월군 영월읍 관풍헌길 100","26227","씨네영월 협동조합","2020-07-21 13:48:08","I","2023-06-13 00:00:00","","330482.602329864","410368.886681158","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200721","",
"47","영화상영업","03_13_03_P","4281000","CDFF5211042016000001","2016-01-22","","03","폐업","03","폐업","2021-06-09","","","","033-339-0568","","","강원특별자치도 평창군 대관령면 용산리 200-3","강원특별자치도 평창군 대관령면 솔봉로 325 (알펜시아리조트)","25351","주식회사 알펜시아","2021-06-08 15:20:07","I","2023-06-13 00:00:00","","347678.59782019","462942.165520396","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20160122","",
"48","영화상영업","03_13_03_P","4281000","CDFF5211042015000001","2015-11-27","","01","영업/정상","13","영업중","","","","","070-4820-5700","","","강원특별자치도 평창군 용평면 장평리","강원특별자치도 평창군 용평면 경강로 1689 (해피웨딩홀)","25315","평창작은영화관 사회적협동조합","2015-11-27 17:15:46","I","2023-06-13 00:00:00","","325024.793005052","455006.742772686","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20151127","",
"49","영화상영업","03_13_03_P","4281000","CDFF5211042020000001","2020-07-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 평창군 용평면 장평리 382","강원특별자치도 평창군 용평면 갈정지길 19-4","25315","평창영화봄협동조합","2020-07-22 18:04:36","I","2023-06-13 00:00:00","","324908.598294316","455156.458712781","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200722","",
"50","영화상영업","03_13_03_P","4291000","CDFF5211042007000001","2007-11-01","","03","폐업","03","폐업","2023-12-31","","","","033-590-7700","","","강원특별자치도 정선군 사북읍 사북리 424","강원특별자치도 정선군 사북읍 하이원길 265 (하이원리조트)","26154","(주)강원랜드","2024-01-19 09:51:41","U","2024-01-21 02:40:00","","361518.513221455","413851.267613498","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20071101","",
"51","영화상영업","03_13_03_P","4291000","CDFF5211042017000001","2017-04-20","","01","영업/정상","13","영업중","","","","","033-563-5703","","","강원특별자치도 정선군 정선읍 봉양리 144-9","강원특별자치도 정선군 정선읍 봉양6길 10","26130","정선 작은영화관 사회적협동조합","2017-04-21 14:30:06","I","2023-06-13 00:00:00","","347325.559663968","432025.402962001","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170420","",
"52","영화상영업","03_13_03_P","4291000","CDFF5211042019000001","2019-06-03","","01","영업/정상","13","영업중","","","","","070-4820-5719","","","강원특별자치도 정선군 고한읍 고한리 63-54 고한작은영화관","강원특별자치도 정선군 고한읍 고한10길 28-12, 고한작은영화관","26155","고한시네마","2019-06-03 09:39:47","I","2023-06-13 00:00:00","","364813.517156402","412459.407834438","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20190603","",
"53","영화상영업","03_13_03_P","4291000","CDFF5211042020000001","2020-07-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 정선군 정선읍 봉양리 144-9 아리아리정선시네마","강원특별자치도 정선군 정선읍 봉양6길 10, 아리아리정선시네마","26130","씨네누리협동조합","2020-08-31 08:59:27","I","2023-06-13 00:00:00","","347325.559663968","432025.402962001","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200706","",
"54","영화상영업","03_13_03_P","4291000","CDFF5211042020000002","2020-08-31","","01","영업/정상","13","영업중","","","","","033-592-7053","","","강원특별자치도 정선군 고한읍 고한리 63-54 고한작은영화관","강원특별자치도 정선군 고한읍 고한10길 28-12, 고한작은영화관","26155","고한시네마","2020-08-31 15:06:49","I","2023-06-13 00:00:00","","364813.517156402","412459.407834438","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200831","",
"55","영화상영업","03_13_03_P","4301000","CDFF5211042016000001","2016-10-28","","01","영업/정상","13","영업중","","","","","033-450-5519","","","강원특별자치도 철원군 서면 와수리 562","강원특별자치도 철원군 서면 약수로 3","24057","재단법인 철원문화재단","2021-11-10 17:23:49","I","2023-06-13 00:00:00","","237362.853765533","526979.842147451","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20161028","",
"56","영화상영업","03_13_03_P","4311000","CDFF5211042020000001","2020-07-24","","01","영업/정상","13","영업중","","","","","033-440-2226","","","강원특별자치도 화천군 화천읍 아리 239 화천군청","강원특별자치도 화천군 화천읍 화천새싹길 45, 화천군청","24125","화천군청(화천작은영화관)","2020-07-24 13:49:09","I","2023-06-13 00:00:00","","262035.363167137","511700.040517175","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200724","",
"57","영화상영업","03_13_03_P","4311000","CDFF5211042022000001","2022-10-19","","01","영업/정상","13","영업중","","","","","033-442-2771","","","강원특별자치도 화천군 화천읍 하리 43-12 새마을금고","강원특별자치도 화천군 화천읍 중앙로 1, 새마을금고","24123","화천새마을금고","2022-10-19 09:06:54","I","2023-06-13 00:00:00","","261743.597316719","511611.953090083","영화상영업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20221019","",
