"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"14","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199200001","1992-01-13","","03","폐업","2","폐업","2003-04-14","","","","033 2514804","","200-080","강원특별자치도 춘천시 운교동 173-7","강원특별자치도 춘천시 운천길 25  (운교동)","","동일건설(주)","2003-04-14 21:15:40","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","264262.509859884","486117.50705987","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"15","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199400001","1994-02-28","","03","폐업","2","폐업","2005-09-07","","","","033 2621564","","200-841","강원특별자치도 춘천시 동산면 군자리 8-2","","","신영종합상사(주)","2007-01-15 18:40:56","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","267204.770755094","475376.962905766","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"16","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199400002","1994-04-04","","03","폐업","2","폐업","2005-09-07","","","","033 2524879","","200-940","강원특별자치도 춘천시 우두동 1056-3","강원특별자치도 춘천시 신흥길5번길 9  (우두동)","","(합)동양건설","2007-01-15 18:42:21","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","263869.454203484","488857.861205611","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"17","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199600001","1996-03-11","","03","폐업","2","폐업","2006-06-16","","","","033 2550404","","200-853","강원특별자치도 춘천시 동면 장학리 785-31","강원특별자치도 춘천시 동면 소양강로 142","","(주)대도","2006-06-16 18:07:30","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","266021.226871047","488835.901670677","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"18","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199600002","1996-05-01","","03","폐업","2","폐업","2001-06-22","","","","033 2633601","","200-220","강원특별자치도 춘천시 칠전동 598-3","강원특별자치도 춘천시 칠전동길 43-2  (칠전동)","","대원건설(주)","2001-06-23 13:50:49","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","262901.931163155","482407.725807551","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"19","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199600003","1996-06-12","","03","폐업","2","폐업","2005-09-07","","","","033 2559749","","200-941","강원특별자치도 춘천시 조양동 6-67","강원특별자치도 춘천시 아침길 14  (조양동)","","(주)재원","2007-01-15 18:43:32","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","264216.215205048","486546.484058396","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"20","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199600004","1996-10-07","","03","폐업","2","폐업","2006-10-04","","","","","","431-060","경기도 안양시 동안구 관양동 1423-12","경기도 안양시 동안구 관악대로 361  (관양동)","","(주)우대기술단","2006-10-11 10:16:53","U","2025-07-29 02:40:00","하수처리, 폐기물처리 및 청소관련 서비스업","196647.453832914","433599.603164897","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"21","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199700001","1997-03-07","","03","폐업","2","폐업","2002-02-26","","","","033 2428792","","200-850","강원특별자치도 춘천시 동면 만천리 802-8","강원특별자치도 춘천시 동면 만천로 181","","태원건설(주)","2002-02-28 15:10:43","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","266413.284572076","487188.607000607","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"22","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199700002","1997-05-01","","03","폐업","2","폐업","2005-08-16","","","","033 2526240","","200-950","강원특별자치도 춘천시 효자동 754-6","강원특별자치도 춘천시 성심로 43  (효자동)","","아성건설산업(주)","2005-08-16 17:47:22","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","265076.663872465","486615.453265524","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"23","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199700003","2002-05-29","","03","폐업","2","폐업","2005-12-12","","","","033 2625431","","200-935","강원특별자치도 춘천시 석사동 664","강원특별자치도 춘천시 후석로 44  (석사동)","","동서(주)","2005-12-13 17:54:55","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","265225.168616533","484221.188490755","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"24","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199700004","1997-11-27","","03","폐업","2","폐업","2003-05-27","","","","033 2618544","","200-840","강원특별자치도 춘천시 동산면 조양리 252-1","강원특별자치도 춘천시 동산면 영서로 81-28","","(주)청정환경산업","2003-05-27 14:03:54","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","272385.746882159","471978.643254224","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"25","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199800001","1998-04-04","","03","폐업","2","폐업","2005-09-07","","","","033 2635266","","200-935","강원특별자치도 춘천시 석사동 678-1","강원특별자치도 춘천시 공지로 143  (석사동)","","광산종합건설(주)","2007-01-15 18:44:13","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","265544.179675026","484254.915947262","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"26","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199800002","1998-03-12","","03","폐업","2","폐업","2002-10-29","","","","033 2626826","","200-944","강원특별자치도 춘천시 퇴계동 860-4","강원특별자치도 춘천시 퇴계농공로 118  (퇴계동)","","(주) 영 동","2002-11-07 20:05:58","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","265035.065252227","482597.730738469","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"27","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199900003","1999-03-16","","03","폐업","2","폐업","2010-07-05","","","","033 2640351","","200-935","강원특별자치도 춘천시 석사동 641-2","강원특별자치도 춘천시 후석로 67  (석사동)","","미래환경엔지니어링(주)","2010-07-07 13:36:42","I","2023-06-13 00:00:00","","265341.538214375","484426.175579745","분뇨등설계시공업관리","","","","","0","","0",
"28","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199900004","1999-05-17","","03","폐업","2","폐업","2003-01-15","","","","033 2512770","","200-160","강원특별자치도 춘천시 후평동 731-5","강원특별자치도 춘천시 삭주로194번길 12  (후평동)","","(주)새한종합기술공단","2003-01-16 09:56:04","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","266081.63740678","487260.812925253","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"29","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199900005","1999-05-28","","03","폐업","2","폐업","2001-06-15","","","","033 2551256","","200-950","강원특별자치도 춘천시 효자동 751-18","강원특별자치도 춘천시 전원길 50  (효자동)","","(주)호반환경건설","2007-01-19 09:26:47","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","265048.209014921","486531.157340417","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"30","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199900006","1999-10-16","","03","폐업","2","폐업","2004-06-21","","","","033 2537101","","200-160","강원특별자치도 춘천시 후평동 701-1","강원특별자치도 춘천시 후석로 328  (후평동)","","(주)대건","2004-06-21 15:00:39","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","265899.61864059","486687.300348545","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"31","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054199900007","1999-01-29","","03","폐업","2","폐업","2004-07-09","","","","","","200-943","강원특별자치도 춘천시 퇴계동 704","","","경림종합건설(주)","2004-07-09 17:11:35","U","2025-07-29 02:40:00","하수처리, 폐기물처리 및 청소관련 서비스업","","","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"32","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200000001","2000-02-11","","03","폐업","2","폐업","2005-04-12","","","","033 2424679","","200-010","강원특별자치도 춘천시 옥천동 1 한림대학교 강의동 7621호","강원특별자치도 춘천시 봉의산길22번길 29  (옥천동,한림대학교 강의동 7621호)","","아성N·M·T(주)","2005-04-13 11:46:22","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","264548.443504906","487261.17884438","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"33","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200000002","2000-05-15","","03","폐업","2","폐업","2003-04-14","","","","033 2628151","","200-943","강원특별자치도 춘천시 퇴계동 79 퇴계타운 411호","강원특별자치도 춘천시 안마산로 213  (퇴계동,퇴계타운 411호)","","(주)크린테크","2007-01-19 09:37:07","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","264855.838698284","483301.263496797","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"34","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200000003","2000-08-04","","03","폐업","2","폐업","2004-06-24","","","","033 2618544","","200-840","강원특별자치도 춘천시 동산면 조양리 252-1","강원특별자치도 춘천시 동산면 영서로 81-28","","(주)청정엔바텍","2004-06-24 19:06:22","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","272385.746882159","471978.643254224","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"35","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200000004","2000-08-04","","03","폐업","2","폐업","2001-12-16","","","","033 2436255","","200-937","강원특별자치도 춘천시 온의동 22-1","","","(주)경림환경건설","2001-12-19 15:16:03","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","","","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"36","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100001","2001-04-30","","03","폐업","2","폐업","2002-12-26","","","","033 2560555","","200-160","강원특별자치도 춘천시 후평동 878-11","강원특별자치도 춘천시 세실로 198  (후평동)","","(주)우리종합토건","2003-01-05 19:02:07","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","266620.376297346","486078.437470823","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"37","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100002","2001-02-01","","03","폐업","2","폐업","2001-12-16","","","","033 2416255","","200-937","강원특별자치도 춘천시 온의동 22-1","","","연승건설(주)","2001-12-19 15:22:32","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","","","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"38","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100003","2001-03-02","","03","폐업","2","폐업","2005-12-30","","","","033 2436561","","200-130","강원특별자치도 춘천시 근화동 787-1","강원특별자치도 춘천시 영서로 2596  (근화동)","","(주)지이엔","2007-01-15 18:45:47","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","263117.188012922","487641.766644143","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"39","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100004","2001-03-10","","03","폐업","2","폐업","2003-01-29","","","","033 2640155","","200-170","강원특별자치도 춘천시 퇴계동 860-4","강원특별자치도 춘천시 퇴계농공로 118  (퇴계동)","","(주)경동이엔씨","2003-01-30 13:45:24","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","265035.065252227","482597.730738469","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"40","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100005","2001-03-06","","03","폐업","2","폐업","2003-03-08","","","","033 2425991","","200-010","강원특별자치도 춘천시 옥천동 40-2","강원특별자치도 춘천시 중앙로27번길 11-5  (옥천동)","","(주)조강","2003-03-10 21:59:49","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","264125.914740298","486887.75062628","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"41","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100006","2001-06-11","","03","폐업","2","폐업","2004-05-10","","","","","","200-030","강원특별자치도 춘천시 요선동 4-13","강원특별자치도 춘천시 중앙로 18  (요선동)","","(합)강산산업환경","2004-05-11 08:53:08","U","2025-07-29 02:40:00","폐기물 처리 및 오염방지시설 건설업","264034.46794701","486982.282234929","분뇨등설계시공업관리","폐기물 처리 및 오염방지시설 건설업","","","","0","","0",
"42","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100007","2001-09-19","","03","폐업","2","폐업","2002-10-22","","","","","","200-092","강원특별자치도 춘천시 효자동 708","강원특별자치도 춘천시 공지로 305  (효자동)","","대정건설(주)","2007-01-19 09:29:06","U","2025-07-29 02:40:00","환경상담 및 관련 엔지니어링 서비스업","264312.5178044","485239.21704575","분뇨등설계시공업관리","환경상담 및 관련 엔지니어링 서비스업","","","","0","","0",
"43","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200100008","2001-11-16","","03","폐업","2","폐업","2002-12-27","","","","","","200-853","강원특별자치도 춘천시 동면 장학리 224-2","강원특별자치도 춘천시 동면 춘천로 514","","호반정화조건설","2016-03-03 14:23:23","U","2025-07-29 02:40:00","","266910.442508995","488303.779835994","분뇨등설계시공업관리","","","","","0","","0",
"44","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200200001","2002-02-02","","03","폐업","2","폐업","2013-06-24","","","","033-262-8620","","200-911","강원특별자치도 춘천시 남산면 창촌리 300-18","강원특별자치도 춘천시 남산면 보매기길 69","","(주)한경이-텍","2013-07-17 09:34:52","I","2023-06-13 00:00:00","","256308.37030504","475815.245946418","분뇨등설계시공업관리","","","","","0","","0",
"45","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200200002","2002-03-15","","03","폐업","2","폐업","2005-06-18","","","","","","200-220","강원특별자치도 춘천시 칠전동 590-1","강원특별자치도 춘천시 칠전서2길 5  (칠전동)","","황주건설(주)","2005-06-20 17:04:31","U","2025-07-29 02:40:00","하수처리, 폐기물처리 및 청소관련 서비스업","262704.885","482369.5","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"46","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200200003","2002-05-03","","03","폐업","2","폐업","2005-09-07","","","","","","200-190","강원특별자치도 춘천시 온의동 572","강원특별자치도 춘천시 스포츠타운길 528-12  (온의동)","","(주)세림종합건설","2007-01-15 18:47:03","U","2025-07-29 02:40:00","그외 기타 분류안된 모든 서비스업","262835.662792547","485225.484060736","분뇨등설계시공업관리","그외 기타 분류안된 모든 서비스업","","","","0","","0",
"47","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200200004","2002-05-28","","03","폐업","2","폐업","2002-08-26","","","","","","200-090","강원특별자치도 춘천시 효자동 162-6","강원특별자치도 춘천시 효제길 36  (효자동)","","(주)호반이엔텍","2002-08-26 22:03:33","U","2025-07-29 02:40:00","하수, 분뇨 및 축산폐기물 처리업","264780.354280548","485632.15018408","분뇨등설계시공업관리","하수, 분뇨 및 축산폐기물 처리업","","","","0","","0",
"48","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200200005","2002-12-03","","03","폐업","2","폐업","2006-09-05","","","","","","200-030","강원특별자치도 춘천시 요선동 12-2","강원특별자치도 춘천시 소양고개길 50  (요선동)","","(주)경동테크","2007-01-15 13:38:10","U","2025-07-29 02:40:00","환경상담 및 관련 엔지니어링 서비스업","263885.897682568","486855.695116577","분뇨등설계시공업관리","환경상담 및 관련 엔지니어링 서비스업","","","","0","","0",
"49","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200200006","2002-09-25","","03","폐업","2","폐업","2006-10-04","","","","","","200-030","강원특별자치도 춘천시 요선동 4-9","","","(주)우대기술단","2006-10-11 10:18:03","U","2025-07-29 02:40:00","환경상담 및 관련 엔지니어링 서비스업","264031.06629739","487005.67164652","분뇨등설계시공업관리","환경상담 및 관련 엔지니어링 서비스업","","","","0","","0",
"50","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200300001","2003-04-24","","03","폐업","2","폐업","2006-06-16","","","","033 244 4285","","200-113","강원특별자치도 춘천시 소양로3가 175-1","","","태동개발(주)","2006-06-16 18:05:22","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"51","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200400001","2004-12-30","","03","폐업","2","폐업","2006-06-19","","","","033 261 6211","","200-842","강원특별자치도 춘천시 동산면 조양리 252-1","강원특별자치도 춘천시 동산면 영서로 81-28","","명진이엔지(주)","2007-01-15 13:26:07","U","2025-07-29 02:40:00","","272385.746882159","471978.643254224","분뇨등설계시공업관리","","","","","0","","0",
"52","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200600001","2006-07-13","","03","폐업","2","폐업","2006-10-23","","","","033 244 4285","","200-111","강원특별자치도 춘천시 소양로1가 100-1    2층","","","태동환건설(주)","2006-10-24 09:58:14","U","2025-07-29 02:40:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"53","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054201000001","2010-10-28","","03","폐업","2","폐업","2018-06-21","","","","0332551997","","200-959","강원특별자치도 춘천시 후평동 727","강원특별자치도 춘천시 춘천로 334  (후평동)","","(주)진화기술공사","2019-03-21 11:12:58","U","2025-07-29 02:40:00","하수처리, 폐기물처리 및 청소관련 서비스업","265824.045528549","487019.167362156","분뇨등설계시공업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"54","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054200400002","2004-12-30","","03","폐업","4","폐쇄","","","","","033 261 6211","","200-842","강원특별자치도 춘천시 동산면 조양리","","","명진이엔지(주)**","2012-01-27 09:50:37","I","2023-06-13 00:00:00","","","","분뇨등설계시공업관리","","","","","0","","0",
"55","단독정화조/오수처리시설설계시공업","09_30_07_P","4181000","418100054201000002","2010-01-28","","03","폐업","4","폐쇄","","","","","0332551997","","200-959","강원특별자치도 춘천시 후평동 727","강원특별자치도 춘천시 춘천로 334  (후평동)","","이중등록)","2010-01-29 09:42:52","I","2023-06-13 00:00:00","","265824.045528549","487019.167362156","분뇨등설계시공업관리","","","","","0","","0",
"56","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201400002","2014-10-24","","01","영업/정상","11","영업","","","","","0337663930","","","강원특별자치도 원주시 단구동 1585-1 카페 DEE","강원특별자치도 원주시 구곡길 67, 카페 DEE (단구동)","26486","(자)동해ENG","2025-07-10 11:01:58","U","2025-07-12 02:40:00","토목시설물 건설업","284159.110762438","425113.945253652","분뇨등설계시공업관리","토목시설물 건설업","","","","0","","0",
"57","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054201900001","2019-03-12","","01","영업/정상","11","영업","","","","","033-763-2467","","","강원특별자치도 원주시 반곡동 1809-11 엔터비즈타워 B동 712호","강원특별자치도 원주시 입춘로 45, 엔터비즈타워 B동 712호 (반곡동)","26460","(주)지텍이앤씨","2023-09-06 13:55:54","U","2023-09-08 02:40:00","","286650.196160256","425529.258545694","분뇨등설계시공업관리","","","","","0","","0",
"58","단독정화조/오수처리시설설계시공업","09_30_07_P","4191000","419100054202000001","2020-01-15","","01","영업/정상","11","영업","","","","","033-733-7282","","","강원특별자치도 원주시 소초면 수암리 1316","강원특별자치도 원주시 소초면 수래울길 90-10","26308","(주)태신","2024-10-10 08:53:22","U","2025-07-29 02:40:00","환경컨설팅 및 관련 엔지니어링 서비스업","286594.997983386","433027.264752162","분뇨등설계시공업관리","환경컨설팅 및 관련 엔지니어링 서비스업","","","","0","","0",
