"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","공연장","03_06_01_P","4181000","CDFE1230002014000002","2014-04-18","","01","영업/정상","13","영업중","","","","","02)330-6200","","200-200","강원특별자치도 춘천시 삼천동 223-2","강원특별자치도 춘천시 스포츠타운길399번길 25 (삼천동)","200-200","Sound Hall(실내), Outside Stage(야외) 공연장","2017-12-15 10:47:49","I","2023-06-13 00:00:00","","261742.021530883","485921.90819634","공연장","공연장","자연녹지지역","1","기타","","","문화시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"12","공연장","03_06_01_P","4181000","CDFE1230002020000001","2020-03-31","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 효자동 629-5","강원특별자치도 춘천시 서부대성로239번길 7 (효자동)","24289","소극장 연극바보들","2022-03-14 10:39:56","I","2023-06-13 00:00:00","","265464.96492818","485897.568330798","공연장","공연장","일반주거지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"13","공연장","03_06_01_P","4181000","CDFE1230002020000002","2020-09-14","","01","영업/정상","13","영업중","","","","","033-253-7111","","","강원특별자치도 춘천시 신동면 증리 901","강원특별자치도 춘천시 신동면 풍류1길 34","24412","아트팩토리 봄","2024-02-08 16:05:12","U","2024-02-11 02:40:00","","263303.561372561","479735.155951467","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"14","공연장","03_06_01_P","4181000","CDFE1230002022000001","2022-03-25","","01","영업/정상","13","영업중","","","","","033-815-2432","","","강원특별자치도 춘천시 중도동 560-4 외 3필지","","","Performance theater(퍼포먼스 시어터)","2025-10-13 11:04:21","U","2025-10-15 02:40:00","","261279.262502194","487061.201310683","공연장","공연장","자연녹지지역","2","기타","","","기타","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"15","공연장","03_06_01_P","4181000","CDFE1230002025000001","2025-06-25","","01","영업/정상","13","영업중","","","","","033-244-1009","","","강원특별자치도 춘천시 서면 서상리 610","강원특별자치도 춘천시 서면 툇골길 209","24460","청정 아트홀","2025-06-26 15:13:19","I","2025-06-28 00:20:02","","259914.252098242","493068.373545577","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"16","공연장","03_06_01_P","4181000","CDFE1230002023000001","2023-11-28","","01","영업/정상","13","영업중","","","","","033-254-1388","","","강원특별자치도 춘천시 동면 장학리 67-1","강원특별자치도 춘천시 동면 노루목길 8-5","24210","예나아트홀","2023-11-28 18:31:07","I","2023-11-30 00:17:00","","267558.257097469","488792.996823222","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"17","공연장","03_06_01_P","4191000","CDFE1230002002000002","2002-12-31","","03","폐업","03","폐업","2021-03-05","","","","033-764-3337","","220-070","강원특별자치도 원주시 인동 222-7","강원특별자치도 원주시 중앙로 29 (인동)","220-070","인동소극장","2021-08-23 09:35:57","I","2023-06-13 00:00:00","","284425.258341476","427581.673885691","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"18","공연장","03_06_01_P","4191000","CDFE1230002003000001","2003-07-28","","03","폐업","03","폐업","2014-09-17","","","","033-730-3667","","220-821","강원특별자치도 원주시 지정면 월송리 1061-16","강원특별자치도 원주시 지정면 오크밸리1길 70","","오크아트홀","2014-09-18 14:51:37","I","2023-06-13 00:00:00","","272459.646983562","437204.631213169","공연장","공연장","","3","기타","","","문화시설","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"19","공연장","03_06_01_P","4191000","CDFE1230002016000001","2016-08-11","","03","폐업","03","폐업","2021-03-09","","","","","","","강원특별자치도 원주시 인동 222-7","강원특별자치도 원주시 중앙로 29, 지하1층 (인동)","26429","인동소극장","2021-03-10 09:18:19","I","2023-06-13 00:00:00","","284425.258341476","427581.673885691","공연장","공연장","일반상업지역","6","기타","","","근린생활시설","5","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"20","공연장","03_06_01_P","4191000","CDFE1230002024000001","2024-11-06","","01","영업/정상","13","영업중","","","","","033-737-2784","","","강원특별자치도 원주시 태장동 149-5","강원특별자치도 원주시 치악로 2068-6 (태장동)","26323","태장공연장","2024-11-06 13:18:15","I","2024-11-09 00:12:08","","285331.486215204","429528.892785302","공연장","공연장","자연녹지지역","0","기타","","","문화시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"21","공연장","03_06_01_P","4191000","CDFE1230002002000001","2002-12-31","","01","영업/정상","13","영업중","","","","","033-737-4302","","220-947","강원특별자치도 원주시 명륜동 589","강원특별자치도 원주시 서원대로 331 (명륜동)","220-041","치악예술관","2022-10-19 10:46:27","I","2023-06-13 00:00:00","","283636.057808298","426350.779129423","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","공연장","03_06_01_P","4191000","CDFE1230002006000001","2006-11-10","","01","영업/정상","13","영업중","","","","","033-737-4302","","220-947","강원특별자치도 원주시 명륜동 345","강원특별자치도 원주시 단구로 170 (명륜동)","220-947","댄싱 공연장","2022-10-19 10:58:37","I","2023-06-13 00:00:00","","283813.128820164","426431.214815577","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"23","공연장","03_06_01_P","4191000","CDFE1230002007000001","2007-12-20","","01","영업/정상","13","영업중","","","","","033-737-3820","","220-150","강원특별자치도 원주시 무실동 1","강원특별자치도 원주시 시청로 1 (무실동)","220-703","백운아트홀","2022-12-26 17:07:52","I","2023-06-13 00:00:00","","281363.212332511","426976.044990489","공연장","공연장","","6","기타","","","문화시설","4","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"24","공연장","03_06_01_P","4191000","CDFE1230002012000001","2012-02-15","","01","영업/정상","13","영업중","","","","","","","220-010","강원특별자치도 원주시 중앙동 118-3","강원특별자치도 원주시 중앙로 89 (중앙동)","","소공연장 B도로","2024-01-11 16:01:47","U","2024-01-13 02:40:00","","284197.652019478","427853.824725072","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"25","공연장","03_06_01_P","4191000","CDFE1230002015000001","2015-08-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 인동 242-1","강원특별자치도 원주시 중앙로 27 (인동)","26429","어울림소극장","2020-08-07 13:28:10","I","2023-06-13 00:00:00","","284440.391429482","427562.834920849","공연장","공연장","일반상업지역","5","기타","","","근린생활시설","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"26","공연장","03_06_01_P","4191000","CDFE1230002017000001","2017-05-02","","01","영업/정상","13","영업중","","","","","033-732-0827","","","강원특별자치도 원주시 문막읍 후용리 389","강원특별자치도 원주시 문막읍 비야동길 11 (후용초등학교)","26495","교실극장","2017-05-02 10:15:43","I","2023-06-13 00:00:00","","271062.705676976","419423.384618192","공연장","공연장","","1","","","","교육연구시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"27","공연장","03_06_01_P","4191000","CDFE1230002018000001","2018-06-22","","01","영업/정상","13","영업중","","","","","033-744-1237","","","강원특별자치도 원주시 일산동 213-1 지하 1층","강원특별자치도 원주시 원일로 151, 지하 1층 (일산동)","26417","드림아트홀","2019-12-19 15:57:14","I","2023-06-13 00:00:00","","283796.394712971","428200.54089491","공연장","공연장","","5","","","","","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"28","공연장","03_06_01_P","4191000","CDFE1230002021000001","2021-10-05","","01","영업/정상","13","영업중","","","","","033-737-5109","","","강원특별자치도 원주시 지정면 간현리 1108-15","강원특별자치도 원주시 지정면 소금산길 127","26359","나오라쇼 공연장","2025-05-26 14:04:27","U","2025-05-28 02:40:00","","272887.416735975","429771.288691275","공연장","공연장","","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"29","공연장","03_06_01_P","4191000","CDFE1230002022000001","2022-06-08","","01","영업/정상","13","영업중","","","","","033-748-1476","","","강원특별자치도 원주시 지정면 안창리 595-14 나무티엠주식회사","강원특별자치도 원주시 지정면 지정로 912, 나무티엠주식회사 10동","26359","유알컬처파크","2022-06-08 13:26:23","I","2023-06-13 00:00:00","","270898.649409959","428787.582511386","공연장","공연장","관리지역","0","기타","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"30","공연장","03_06_01_P","4191000","CDFE1230002025000001","2025-07-28","","01","영업/정상","13","영업중","","","","","033-734-0301","","","강원특별자치도 원주시 지정면 신평리 1186-3","강원특별자치도 원주시 지정면 신평로 132","26352","플레이리스트","2025-07-28 17:21:03","I","2025-07-30 00:20:12","","277949.725258412","431445.024685012","공연장","공연장","일반주거지역","2","기타","","","기타","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"31","공연장","03_06_01_P","4201000","CDFE1230002015000003","2015-07-30","","03","폐업","03","폐업","2020-11-26","","","","0336619393","","","강원특별자치도 강릉시 주문진읍 교항리 184-92","강원특별자치도 강릉시 주문진읍 해안로 1730 (강릉시수협)","25418","주문진관광유람선주식회사 해피아워호 2층 라이브공연장","2020-11-26 09:21:54","I","2023-06-13 00:00:00","","360808.845138828","489069.578501687","공연장","공연장","","3","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"32","공연장","03_06_01_P","4201000","CDFE1230002015000004","2015-07-30","","03","폐업","03","폐업","2020-11-26","","","","0336619393","","","강원특별자치도 강릉시 주문진읍 교항리 184-92","강원특별자치도 강릉시 주문진읍 해안로 1730 (강릉시수협)","25418","주문진관광유람선주식회사 해피아워호 1층 공연장","2020-11-26 09:22:09","I","2023-06-13 00:00:00","","360808.845138828","489069.578501687","공연장","공연장","","3","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"33","공연장","03_06_01_P","4201000","CDFE1230002005000001","2005-10-17","","01","영업/정상","13","영업중","","","","","033-660-6800","","210-922","강원특별자치도 강릉시 교동 408","강원특별자치도 강릉시 종합운동장길 84 (교동)","210-922","강릉아트센터 소공연장","2022-09-21 09:41:44","I","2023-06-13 00:00:00","","367021.139851971","476201.648945234","공연장","공연장","자연녹지지역","5","기타","","","문화시설","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"34","공연장","03_06_01_P","4201000","CDFE1230002007000001","2007-04-18","","01","영업/정상","13","영업중","","","","","033-660-3940","","210-210","강원특별자치도 강릉시 노암동 722-2","강원특별자치도 강릉시 단오장길 1 (노암동)","25586","강릉단오제전수교육관","2024-10-16 09:55:22","U","2024-10-18 02:40:00","","366960.444069391","473437.220600127","공연장","공연장","일반주거지역","2","주택가주변","","","문화시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"35","공연장","03_06_01_P","4201000","CDFE1230002015000001","2015-05-26","","01","영업/정상","13","영업중","","","","","070-5003-6587","","210-924","강원특별자치도 강릉시 교동 1890-5","강원특별자치도 강릉시 정원로 54 (교동, 주니어타운 8층)","210-924","폰테피렌체","2021-04-06 14:01:27","I","2023-06-13 00:00:00","","365236.581295485","474985.757201538","공연장","공연장","","10","아파트지역","","","근린생활시설","8","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"36","공연장","03_06_01_P","4201000","CDFE1230002015000002","2015-06-11","","01","영업/정상","13","영업중","","","","","033-647-6804","","210-030","강원특별자치도 강릉시 명주동 12-2 작은공연장-단","강원특별자치도 강릉시 경강로2046번길 5 (명주동, 작은공연장-단)","210-030","작은공연장-단","2022-09-21 10:08:20","I","2023-06-13 00:00:00","","366744.415231437","473772.353041884","공연장","공연장","","2","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"37","공연장","03_06_01_P","4201000","CDFE1230002016000001","2016-12-27","","01","영업/정상","13","영업중","","","","","033-647-6803","","","강원특별자치도 강릉시 명주동 49-1 명주예술마당","강원특별자치도 강릉시 경강로2021번길 9-1 (명주동, 명주예술마당)","25535","명주예술마당","2022-09-21 10:16:15","I","2023-06-13 00:00:00","","366497.629310641","473657.437230747","공연장","공연장","","3","학교정화(상대)","","","교육연구시설","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"38","공연장","03_06_01_P","4201000","CDFE1230002017000001","2017-12-14","","01","영업/정상","13","영업중","","","","","033-660-6800","","","강원특별자치도 강릉시 교동 408","강원특별자치도 강릉시 종합운동장길 84, 강릉아트센터 (교동)","25474","강릉아트센터 대공연장 사임당홀","2025-06-24 11:18:56","U","2025-06-26 02:40:00","","367021.139851971","476201.648945234","공연장","공연장","","5","","","","문화시설","1","4","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"39","공연장","03_06_01_P","4211000","CDFE1230002002000001","2002-12-18","","01","영업/정상","13","영업중","","","","","033-539-8512","","240-810","강원특별자치도 동해시 천곡동 809","강원특별자치도 동해시 평원로 15 (천곡동)","25755","동해시문화예술회관","2025-04-01 17:46:15","U","2025-04-03 02:40:00","","386908.029151144","449219.566540413","공연장","공연장","주거지역","4","주택가주변","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"40","공연장","03_06_01_P","4211000","CDFE1230002012000001","2012-05-22","","01","영업/정상","13","영업중","","","","","","","240-041","강원특별자치도 동해시 발한동 219-5 동해프라자 76호","강원특별자치도 동해시 발한로 176 (발한동)","240-041","라이브스칼렛","2022-03-18 12:59:53","I","2023-06-13 00:00:00","","386041.551458151","451448.893618302","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"41","공연장","03_06_01_P","4221000","CDFE1230002003000001","2003-10-17","","01","영업/정상","13","영업중","","","","","033-550-2781","","235-800","강원특별자치도 태백시 황지동 49-225","강원특별자치도 태백시 고원로 203 (황지동)","","태백문화예술회관 대공연장","2024-12-30 15:17:10","U","2025-01-01 02:40:00","","376467.974335151","409604.002729666","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"42","공연장","03_06_01_P","4221000","CDFE1230002010000001","2010-01-25","","01","영업/정상","13","영업중","","","","","550-2781","","235-800","강원특별자치도 태백시 황지동 49-225","강원특별자치도 태백시 고원로 203 (황지동)","","태백문화예술회관 소공연장","2023-01-12 15:02:58","I","2023-06-13 00:00:00","","376467.974335151","409604.002729666","공연장","공연장","자연녹지지역","2","기타","","","문화시설","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"43","공연장","03_06_01_P","4231000","CDFE1230001999000001","1999-09-11","","02","휴업","02","휴업","","2002-01-01","2016-12-31","","","","217-813","강원특별자치도 속초시 조양동 1545-1","강원특별자치도 속초시 엑스포로 75 (조양동)","217-813","주제관","2016-05-09 11:34:12","I","2023-06-13 00:00:00","","338575.492427571","522063.941893254","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"44","공연장","03_06_01_P","4231000","CDFE1230002015000001","2015-07-17","","02","휴업","02","휴업","","2015-08-31","2017-08-31","","033-633-0001","","217-807","강원특별자치도 속초시 금호동 600-7","강원특별자치도 속초시 영랑호반길 140 (금호동)","217-807","신세계 영랑호리조트 특설공연장","2016-05-09 11:48:43","I","2023-06-13 00:00:00","","338374.412974913","524654.315852627","공연장","공연장","","1","","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"45","공연장","03_06_01_P","4231000","CDFE1230002003000001","2003-06-27","","03","폐업","03","폐업","2019-11-01","","","","","","217-130","강원특별자치도 속초시 장사동 24-9","강원특별자치도 속초시 미시령로2983번길 88 (장사동)","217-130","한화호텔앤드리조트(주) 워터피아 공연장","2019-11-07 15:56:06","I","2023-06-13 00:00:00","","333861.329823747","523878.780261004","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"46","공연장","03_06_01_P","4231000","CDFE1230002012000001","2012-09-27","","03","폐업","03","폐업","","","","","","","217-050","강원특별자치도 속초시 청학동 482-62","강원특별자치도 속초시 중앙로 98 (청학동)","217-050","두드림극장","2016-05-09 11:34:36","I","2023-06-13 00:00:00","","338927.487716232","523257.740068135","공연장","공연장","","0","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"47","공연장","03_06_01_P","4231000","CDFE1230002015000002","2015-10-16","","03","폐업","03","폐업","2021-09-08","","","","","","","강원특별자치도 속초시 교동 932-4","강원특별자치도 속초시 동해대로 4327 (교동)","24862","속초 ""공간"" 소극장","2021-09-08 16:43:41","I","2023-06-13 00:00:00","","337369.171765106","523215.353931719","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"48","공연장","03_06_01_P","4231000","CDFE1230001990000001","1990-10-10","","01","영업/정상","13","영업중","","","","","033-639-2638","","217-010","강원특별자치도 속초시 영랑동 570-5","강원특별자치도 속초시 번영로 155 (영랑동)","217-010","속초문화예술회관","2023-02-03 16:11:05","I","2023-06-13 00:00:00","","339073.523162125","524509.076889243","공연장","공연장","일반주거지역","5","","","","문화시설","4","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"49","공연장","03_06_01_P","4231000","CDFE1230002025000002","2025-05-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 조양동 1545-1 피노디아 아트홀","강원특별자치도 속초시 엑스포로 75, 피노디아 아트홀 (조양동)","24872","피노디아 아트홀 500","2025-05-08 14:06:36","I","2025-05-10 00:20:31","","338575.492427571","522063.941893254","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"50","공연장","03_06_01_P","4231000","CDFE1230002025000001","2025-03-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 교동 932-2","강원특별자치도 속초시 동해대로 4327, 한남빌 B1층 (교동)","24862","속초 소극장&음악창작소 초속","2025-03-07 12:56:55","I","2025-03-09 00:10:36","","337359.889901552","523227.901653282","공연장","공연장","일반주거지역","9","","","","근린생활시설","8","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"51","공연장","03_06_01_P","4241000","CDFE1230002003000001","2003-01-02","","01","영업/정상","13","영업중","","","","","033-572-1331","","245-060","강원특별자치도 삼척시 성남동 1-5","강원특별자치도 삼척시 엑스포로 45 (성남동)","25919","삼척문화예술회관 대공연장","2025-02-20 10:47:30","U","2025-02-22 02:40:00","","391126.5692165","439568.979075028","공연장","공연장","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"52","공연장","03_06_01_P","4241000","CDFE1230002003000002","2003-01-02","","01","영업/정상","13","영업중","","","","","033-570-4464","","245-060","강원특별자치도 삼척시 성남동 1-5","강원특별자치도 삼척시 엑스포로 45 (성남동)","25919","삼척문화예술회관 소공연장","2025-02-20 11:26:08","U","2025-02-22 02:40:00","","391126.5692165","439568.979075028","공연장","공연장","자연녹지지역","0","기타","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"53","공연장","03_06_01_P","4241000","CDFE1230002003000003","2003-06-30","","01","영업/정상","13","영업중","","","","","","","245-140","강원특별자치도 삼척시 정하동 1-1","강원특별자치도 삼척시 새천년도로 219 (정하동)","245-140","호텔펠리스 스카이라운지","2011-12-22 17:17:49","I","2023-06-13 00:00:00","","393589.332660958","440746.846237514","공연장","공연장","자연녹지지역","11","기타","","","호텔","9","2","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"54","공연장","03_06_01_P","4251000","CDFE1230002002000001","2002-12-26","","01","영업/정상","13","영업중","","","","","430-2423","","250-801","강원특별자치도 홍천군 홍천읍 갈마곡리 489-4","강원특별자치도 홍천군 홍천읍 설악로 1792","250-800","홍천문화예술회관","2022-09-30 11:07:59","I","2023-06-13 00:00:00","","278938.550418","465557.283073338","공연장","공연장","","3","기타","","","문화시설","2","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"55","공연장","03_06_01_P","4251000","CDFE1230002014000001","2014-04-03","","01","영업/정상","13","영업중","","","","","430-2426","","250-807","강원특별자치도 홍천군 홍천읍 연봉리 134-11","강원특별자치도 홍천군 홍천읍 연봉중앙로 11-8","250-807","홍천군문화센터","2022-09-30 11:18:33","I","2023-06-13 00:00:00","","","","공연장","공연장","일반주거지역","4","주택가주변","","","문화시설","3","1","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
