"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"11","골프장","10_31_02_P","4281000","CDFH2302011998000001","1998-08-24","","01","영업/정상","13","영업중","","","","","","","232-922","강원특별자치도 평창군 봉평면 면온리 산 249","","","휘닉스파크골프장(회원제)","2003-06-24 17:52:15","I","2023-06-13 00:00:00","","","","골프장","사립","1","2","0","0","0","","",
"12","골프장","10_31_02_P","4281000","CDFH2302011998000002","1998-07-14","","01","영업/정상","13","영업중","","","","","","","232-923","강원특별자치도 평창군 봉평면 무이리 산 268","","","휘닉스파크대중골프장","2003-06-24 17:50:38","I","2023-06-13 00:00:00","","","","골프장","사립","1","2","0","0","0","","",
"13","골프장","10_31_02_P","4291000","CDFH2302012005000001","2005-06-30","","01","영업/정상","13","영업중","","","","","590-7700","","233-811","강원특별자치도 정선군 고한읍 고한리 산 1-166","","","강원랜드골프클럽","2009-04-30 10:43:51","I","2023-06-13 00:00:00","","363467.035697332","409883.53730007","골프장","사립","0","0","0","0","0","","",
"14","골프장","10_31_02_P","6530000","302012024000003","2024-10-28","","01","영업/정상","1","영업","","","","","0339052030","","","강원특별자치도 영월군 영월읍 삼옥리 108번지 0호 동강시스타","강원특별자치도 영월군 영월읍 사지막길 160-0 (동강시스타)","","동강시스타 골프장","2024-10-28 13:23:14","I","2025-04-10 18:19:27","","334737.971789668","413950.472458217","골프장","","","0","4","9935.2","0","","",
"15","골프장","10_31_02_P","6530000","302012009000006","2009-08-03","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 평창군 대관령면 수하리 240번지 72호","강원특별자치도 평창군 대관령면 솔봉로 325","","알펜시아 700 골프클럽","2020-07-21 09:05:55","I","2025-04-10 18:19:27","","349136.948102703","463566.017506467","골프장","","","0","10","5364.6","0","없음","",
"16","골프장","10_31_02_P","6530000","302012009000008","2009-08-14","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 평창군 대관령면 용산리 436번지 4호","강원특별자치도 평창군 대관령면 솔봉로 325","","알펜시아 컨트리클럽","2020-07-21 09:03:57","I","2025-04-10 18:19:27","","345786.815844836","462590.554819645","골프장","","","0","0","18674.37","0","없음","",
"17","골프장","10_31_02_P","6530000","302012009000009","2009-08-27","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 고성군 죽왕면 삼포리 산 134번지","강원특별자치도 고성군 죽왕면 순포로 188","","설악썬밸리 컨트리클럽","2013-12-31 11:25:59","I","2025-04-10 18:19:27","","331315.273822987","535546.542085115","골프장","","","0","0","9000.93","0","정규대중","",
"18","골프장","10_31_02_P","6530000","302012010000002","2010-04-16","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 홍천군 홍천읍 장전평리 722번지 2호","강원특별자치도 홍천군 홍천읍 높은터로 533","","비콘힐스 골프클럽","2021-01-12 16:16:09","I","2025-04-10 18:19:27","","276583.378419726","458275.630106471","골프장","","","0","6","7137","0","없음","",
"19","골프장","10_31_02_P","6530000","302012010000004","2010-05-31","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 원주시 지정면 월송리 1039번지 0호 오크밸리회원제골프장","강원특별자치도 원주시 지정면 월송석화로 950-0 (오크밸리회원제골프장)","","오크밸리 회원제골프장","2025-10-21 17:30:03","U","2025-10-23 02:40:00","","272180.340244021","437530.697566021","골프장","","","0","14","11675.6","0","회원제","에이치디씨리조트(주)",
"20","골프장","10_31_02_P","6530000","302012010000005","2010-06-01","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 원주시 반곡동 산 21번지","강원특별자치도 원주시 동부순환로 200 (반곡동)","","인터불고원주 GC","2019-03-26 11:01:41","I","2025-04-10 18:19:27","","286272.710008855","426045.161207519","골프장","","","0","4","1039.89","0","없음","",
"21","골프장","10_31_02_P","6530000","302012010000006","2010-11-11","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 영월군 영월읍 삼옥리 362번지","강원특별자치도 영월군 영월읍 사지막길 160","","동강시스타","2017-03-13 11:18:47","I","2025-04-10 18:19:27","","334084.637014936","413823.494870526","골프장","","","0","3","2257.3","0","없음","",
"22","골프장","10_31_02_P","6530000","302012011000004","2011-04-20","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 횡성군 서원면 옥계리 산 247번지","강원특별자치도 횡성군 서원면 옥계9길 124","","벨라스톤 컨트리클럽","2023-11-16 10:43:26","I","2025-04-10 18:19:27","","","","골프장","","","0","5","4883.87","0","비회원제","주식회사 진원",
"23","골프장","10_31_02_P","6530000","302012011000005","2011-06-08","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 춘천시 신동면 혈동리 산 226번지","강원특별자치도 춘천시 신동면 오봉길 156","","남춘천컨트리클럽","2019-07-03 11:44:29","I","2025-04-10 18:19:27","","261353.350698897","476204.787444466","골프장","","","0","7","12835.99","1165","회원제","",
"24","골프장","10_31_02_P","6530000","302012011000009","2011-06-30","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 강릉시 강동면 하시동리 202번지","강원특별자치도 강릉시 강동면 새목이길 110","","메이플비치 골프&리조트","2015-12-28 17:55:08","I","2025-04-10 18:19:27","","373181.872353261","473064.213181025","골프장","","","0","7","6387.38","0","없음","",
"25","골프장","10_31_02_P","6530000","302012011000010","2011-06-20","","01","영업/정상","1","영업","","","","","0332612999","","","강원특별자치도 춘천시 신동면 혈동리 산 226번지","강원특별자치도 춘천시 신동면 오봉길 156","","남춘천CC","2021-11-22 13:24:39","I","2025-04-10 18:19:27","","261353.350698897","476204.787444466","골프장","","","0","6","8686.76","1165","","",
"26","골프장","10_31_02_P","6530000","302012011000012","2011-08-08","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 홍천군 남면 화전리 1711번지","강원특별자치도 홍천군 남면 한서로 2840","","힐드로사이 컨트리클럽","2025-09-02 10:42:05","U","2025-09-04 02:40:00","","263227.119640485","455151.042160869","골프장","","","0","7","11253.78","1160","일반대중","",
"27","골프장","10_31_02_P","6530000","302012011000014","2011-09-01","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 남산면 수동리 산 192번지","강원특별자치도 춘천시 남산면 동촌로 501","","휘슬링 락 컨트리클럽","2025-08-18 10:53:54","U","2025-08-20 02:40:00","","259416.598790281","474123.09682255","골프장","","","0","9","18148.86","0","회원제","주식회사 티시스",
"28","골프장","10_31_02_P","6530000","302012011000017","2011-10-05","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 횡성군 서원면 유현리 산 61번지","강원특별자치도 횡성군 서원면 경강로유현6길 28","","올데이 옥스필드","2023-10-20 16:40:48","I","2025-04-10 18:19:27","","274419.06631373","446296.777878184","골프장","","","0","7","6712.06","990","없음","",
"29","골프장","10_31_02_P","6530000","302012011000037","2011-11-16","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 고성군 간성읍 흘리 107번지","강원특별자치도 고성군 간성읍 흘리령길 52","","알프스퍼블릭","2011-11-16 10:09:01","I","2025-04-10 18:19:27","","320588.226824988","529799.559276707","골프장","","","0","0","0","0","간이","",
"30","골프장","10_31_02_P","6530000","302012012000001","2012-06-26","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 토성면 원암리 산 100번지","강원특별자치도 고성군 토성면 미시령옛길 1153","","소노펠리체 컨트리클럽 델피노","2025-06-25 17:24:12","U","2025-06-27 02:40:00","","331116.910496187","524073.824015649","골프장","","","0","0","3617","0","비회원제","㈜소노인터내셔널",
"31","골프장","10_31_02_P","6530000","302012012000004","2012-07-24","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 남산면 수동리 산 30번지","강원특별자치도 춘천시 남산면 동촌로 667","","오너스골프클럽","2020-04-03 15:18:39","I","2025-04-10 18:19:27","","","","골프장","","","0","1","5857.49","0","없음","",
"32","골프장","10_31_02_P","6530000","302012012000005","2012-08-20","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 남면 후동리 산 105번지","강원특별자치도 춘천시 남면 소주고개로 145-10","","파가니카C.C","2025-09-30 10:12:19","U","2025-10-02 02:40:00","","254563.950636445","472108.25129039","골프장","","","0","10","10377.7","870","없음","",
"33","골프장","10_31_02_P","6530000","302012012000006","2012-11-07","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 동산면 군자리 산 73-1번지","강원특별자치도 춘천시 동산면 새술막길 438","","더플레이어스골프클럽","2025-02-17 10:34:18","I","2025-04-10 18:19:27","","265805.968329514","475054.419448373","골프장","","","0","8","11657.52","0","비회원제","주식회사 더플레이어스",
"34","골프장","10_31_02_P","6530000","302012013000001","2013-05-22","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 홍천군 서면 모곡리 1533번지 0호","강원특별자치도 홍천군 서면 장락동길 111-0","","클럽모우 골프＆라이프 스타일","2023-11-17 13:07:48","I","2025-04-10 18:19:27","","249740.392686155","465760.197092572","골프장","","","0","8","10726.68","1700","비회원제","(주)와이에이치레저개발",
"35","골프장","10_31_02_P","6530000","302012013000002","2013-05-11","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 홍천군 두촌면 괘석리 산 21번지","강원특별자치도 홍천군 두촌면 광석로 898-160","","세이지우드 CC 홍천","2021-01-27 11:37:44","I","2025-04-10 18:19:27","","","","골프장","","","0","7","18163.09","0","없음","",
"36","골프장","10_31_02_P","6530000","302012013000003","2013-07-08","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 철원군 갈말읍 군탄리 1137번지","강원특별자치도 철원군 갈말읍 순담길 59","","한탄강 컨트리클럽","2024-12-06 11:04:07","I","2025-04-10 18:19:27","","225640.627735622","518553.026033191","골프장","","","0","5","4577.62","0","정규대중","(주)귀뚜라미랜드",
"37","골프장","10_31_02_P","6530000","302012013000004","2013-07-15","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 동면 만천리 산 27번지 1호","강원특별자치도 춘천시 동면 금베이길 93-27","","스프링베일리조트","2013-12-31 11:41:46","I","2025-04-10 18:19:27","","","","골프장","","","0","6","3407.86","0","없음","",
"38","골프장","10_31_02_P","6530000","302012013000005","2013-09-16","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 홍천군 서면 팔봉리 산 277번지","강원특별자치도 홍천군 서면 한치골길 541-123","","소노펠리체 컨트리클럽 비발디파크 이스트","2025-05-02 14:32:40","U","2025-05-04 02:40:00","","","","골프장","","","0","4","10076.48","0","비회원제","㈜소노인터내셔널",
"39","골프장","10_31_02_P","6530000","302012013000006","2013-09-16","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 동산면 군자리 산 224번지","강원특별자치도 춘천시 동산면 종자리로 148-16","","로드힐스 골프클럽","2021-01-11 09:17:44","I","2025-04-10 18:19:27","","264098.729765378","470878.890970109","골프장","","","0","8","10126.23","0","없음","",
"40","골프장","10_31_02_P","6530000","302012014000006","2014-06-13","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 정선군 신동읍 조동리 산 39-1번지","강원특별자치도 정선군 신동읍 새골길 112-49","","에콜리안정선골프장","2018-04-13 10:33:37","I","2025-04-10 18:19:27","","349343.666865911","414741.812948134","골프장","","","0","5","2014.02","0","정규대중","정선군수, 체육진흥공단이사장",
"41","골프장","10_31_02_P","6530000","302012019000002","2019-07-19","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 손양면 학포리 84번지 1호","","","미사용","2023-11-16 10:26:34","I","2025-04-10 18:19:27","","","","골프장","","","0","0","6367","0","없음","",
"42","골프장","10_31_02_P","6530000","302012019000003","2019-09-11","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 신동면 혈동리 49번지 1호","강원특별자치도 춘천시 신동면 김유정로 730-0","","베어크리크 춘천","2025-08-04 19:10:43","U","2025-08-06 02:40:00","","263378.614746848","474312.071923208","골프장","","","0","11","10640.39","0","없음","",
"43","골프장","10_31_02_P","6530000","302012021000002","2021-08-30","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 손양면 동호리 510번지 28호 설해원","강원특별자치도 양양군 손양면 공항로 230-0 (설해원)","","설해원 더 레전드 코스","2023-11-16 10:25:38","I","2025-04-10 18:19:27","","345916.543033054","506924.392178776","골프장","","","0","1","999","0","비회원제","(주)새서울레저",
"44","골프장","10_31_02_P","6530000","302012023000001","2023-11-06","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 홍천군 북방면 원소리 40번지 0호","강원특별자치도 홍천군 북방면 팔봉산로 1759-0","","카스카디아 골프클럽","2023-11-06 17:52:20","I","2025-04-10 18:19:27","","266875.507211458","468965.96904099","골프장","","","0","8","14858.72","0","비회원제","주식회사 유니골프앤리조트",
"45","골프장","10_31_02_P","6530000","302012006000004","2006-12-20","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 삼척시 도계읍 상덕리 247번지 0호 블랙밸리골프장 1동","강원특별자치도 삼척시 도계읍 도상로 307-84, 1동 (블랙밸리골프장)","","블랙밸리 컨트리클럽","2025-04-25 15:46:03","U","2025-04-27 02:40:00","","","","골프장","","","0","6","6054.34","0","비회원제","",
"46","골프장","10_31_02_P","6530000","302012007000001","2007-01-03","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 원주시 문막읍 궁촌리 산 47번지 5호","강원특별자치도 원주시 문막읍 궁말길 193","","센추리21컨트리클럽","2023-03-08 18:05:02","I","2025-04-10 18:19:27","","275658.526370672","419984.343421185","골프장","","","0","11","12225.77","0","회원제","센추리개발주식회사",
"47","골프장","10_31_02_P","6530000","302012007000007","2007-01-17","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 속초시 장사동 11번지","강원특별자치도 속초시 미시령로2983번길 56-20 (장사동)","","설악프라자 컨트리클럽","2025-10-20 12:40:35","U","2025-10-23 02:40:00","","334505.42974537","524036.87611804","골프장","","","0","9","3823.58","822","회원제","한화국토개발주식회사",
"48","골프장","10_31_02_P","6530000","302012007000011","2007-02-09","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 춘천시 남산면 서천리 산 35번지","강원특별자치도 춘천시 남산면 경춘로 212-30","","제이드팰리스 골프클럽","2024-10-30 10:29:36","I","2025-04-10 18:19:27","","248273.107323372","481335.079926105","골프장","","","0","6","11261.63","0","회원제","한화국토개발(주)",
"49","골프장","10_31_02_P","6530000","302012007000012","2007-02-16","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 원주시 문막읍 궁촌리 산 47번지 10호","강원특별자치도 원주시 문막읍 궁말길 193","","센추리21 컨트리클럽2","2019-08-08 16:24:06","I","2025-04-10 18:19:27","","275557.00419907","420760.867328134","골프장","","","0","3","371.33","1241","회원제","센추리개발(주)",
"50","골프장","10_31_02_P","6530000","302012007000013","2007-02-28","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 강릉시 저동 522번지","강원특별자치도 강릉시 저동등길 53 (저동)","","샌드파인 골프클럽","2025-05-14 15:05:47","U","2025-05-16 02:40:00","","366014.844909146","479464.723046727","골프장","","","0","7","10968.05","0","회원제","",
"51","골프장","10_31_02_P","6530000","302012007000014","2007-02-28","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 춘천시 신동면 정족리 1007번지 1호","강원특별자치도 춘천시 신동면 칠전동길 72","","라데나 골프클럽","2024-07-16 17:22:05","I","2025-04-10 18:19:27","","263329.19876502","482733.108274384","골프장","","","0","20","9622.36","1160","회원제","두산산업개발(주)",
"52","골프장","10_31_02_P","6530000","302012007000018","2007-04-03","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 속초시 금호동 610번지 20호","강원특별자치도 속초시 영랑호반길 170-0 (금호동)","","영랑호컨트리클럽","2025-04-20 19:29:14","U","2025-04-22 02:40:00","","338085.68041269","524550.698546203","골프장","","","0","2","587.82","0","일반대중","(주)한일합섬",
"53","골프장","10_31_02_P","6530000","302012007000019","2007-05-31","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 횡성군 둔내면 우용리 15번지","강원특별자치도 횡성군 둔내면 고원로 451","","웰리힐리 컨트리클럽","2017-04-12 15:49:36","I","2025-04-10 18:19:27","","309118.338483865","442125.317042838","골프장","","","0","3","8522.43","1035","없음","",
"54","골프장","10_31_02_P","6530000","302012007000023","2007-08-20","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 양양군 손양면 동호리 407번지","강원특별자치도 양양군 손양면 공항로 230","","설해원","2023-11-16 09:55:03","I","2025-04-10 18:19:27","","346976.205722361","506115.264699909","골프장","","","0","11","11507.19","0","비회원제","(주)새서울레저",
"55","골프장","10_31_02_P","6530000","302012007000024","2007-08-20","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 횡성군 서원면 석화리 646번지","강원특별자치도 횡성군 서원면 서원서로339번길 90","","동원썬밸리 컨트리클럽","2025-01-13 17:04:24","I","2025-04-10 18:19:27","","270074.975820994","442549.2407577","골프장","","","0","7","8074.47","700","없음","",
"56","골프장","10_31_02_P","6530000","302012008000003","2008-02-25","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 홍천군 서면 팔봉리 산 125번지 19호","강원특별자치도 홍천군 서면 한치골길 262","","소노펠리체 컨트리클럽 비발디파크 마운틴","2025-05-02 14:36:12","U","2025-05-04 02:40:00","","261217.659096635","460437.116833967","골프장","","","0","3","1030.89","0","비회원제","㈜소노인터내셔널",
"57","골프장","10_31_02_P","6530000","302012008000004","2008-02-25","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 고성군 토성면 원암리 산 95번지 2호","강원특별자치도 고성군 토성면 미시령옛길 1153","","대명설악컨트리클럽","2018-11-07 16:30:06","I","2025-04-10 18:19:27","","331116.910496187","524073.824015649","골프장","","","0","4","1789.1","0","일반대중","(주)대명레저산업",
"58","골프장","10_31_02_P","6530000","302012008000005","2008-02-25","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 홍천군 서면 팔봉리 산 125번지 28호","강원특별자치도 홍천군 서면 한치골길 200","","소노펠리체 컨트리클럽 비발디파크 웨스트","2025-05-02 14:34:20","U","2025-05-04 02:40:00","","259437.42733726","459829.809105614","골프장","","","0","0","10560.94","0","비회원제","㈜소노인터내셔널",
"59","골프장","10_31_02_P","6530000","302012008000006","2008-04-22","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 춘천시 남산면 백양리 29번지 1호","강원특별자치도 춘천시 남산면 북한강변길 688","","엘리시안 강촌 컨트리클럽","2023-11-16 10:31:12","I","2025-04-10 18:19:27","","251021.728216938","480612.913126754","골프장","","","0","11","8166.61","0","회원제","지에스건설(주)",
"60","골프장","10_31_02_P","6530000","302012008000008","2008-06-27","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 횡성군 우천면 하대리 300번지","강원특별자치도 횡성군 우천면 한우로 1295","","알프스대영컨트리클럽","2018-03-22 13:58:06","I","2025-04-10 18:19:27","","295180.328569998","440658.314399452","골프장","","","0","9","9321.49","700","없음","",
"61","골프장","10_31_02_P","6530000","302012009000001","2009-03-06","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 고성군 토성면 신평리 154번지 17호","강원특별자치도 고성군 토성면 잼버리동로 267","","파인리즈 컨트리클럽","2025-03-05 11:14:27","I","2025-04-10 18:19:27","","334590.729283319","528516.185385622","골프장","","","0","0","16752.35","0","없음","",
"62","골프장","10_31_02_P","6530000","302012009000002","2009-03-11","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 평창군 봉평면 면온리 1018번지 2호","강원특별자치도 평창군 봉평면 태기로 227-84","","휘닉스 컨트리클럽","2024-10-08 19:25:08","I","2025-04-10 18:19:27","","317900.41356771","454938.068124276","골프장","","","0","0","6537.83","0","회원제","",
"63","골프장","10_31_02_P","6530000","302012009000003","2009-03-11","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 평창군 봉평면 무이리 산 268번지","강원특별자치도 평창군 봉평면 태기로 174","","휘닉스 대중골프장","2024-10-08 19:23:49","I","2025-04-10 18:19:27","","317177.713905004","454046.509523181","골프장","","","0","0","1247.35","0","간이","",
"64","골프장","10_31_02_P","6530000","302012009000004","2009-04-21","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 정선군 고한읍 고한리 산 1번지 166호","강원특별자치도 정선군 고한읍 하이원길 265","","하이원 컨트리클럽","2018-02-23 16:34:43","I","2025-04-10 18:19:27","","363467.035697332","409883.53730007","골프장","","","0","9","2745.36","0","정규대중","",
"65","골프장","10_31_02_P","6530000","302012009000005","2009-04-21","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 춘천시 남산면 백양리 산 97번지 6호","강원특별자치도 춘천시 남산면 북한강변길 688","","강촌리조트 대중골프장(폐업)","2023-11-16 10:31:57","I","2025-04-10 18:19:27","","251605.859722351","479563.390123516","골프장","","","0","0","10259.47","0","일반대중","",
"66","골프장","10_31_02_P","6530000","302012014000007","2014-06-16","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 평창군 대관령면 수하리 96번지","강원특별자치도 평창군 대관령면 올림픽로 715","","용평 버치힐골프클럽","2025-09-25 10:52:11","U","2025-09-27 02:40:00","","350788.194287178","462321.150060649","골프장","","","0","0","983642","918","회원제","",
"67","골프장","10_31_02_P","6530000","302012015000001","2015-03-11","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 춘천시 동산면 조양리 산 199번지","강원특별자치도 춘천시 동산면 종자리로 436-0, 1동 1층 1호 (라비에벨컨트리클럽)","","라비에벨CC","2021-01-11 09:19:25","I","2025-04-10 18:19:27","","266801.723069835","471255.505860593","골프장","","","0","1","13913.7","0","없음","",
"68","골프장","10_31_02_P","6530000","302012015000002","2015-07-08","","01","영업/정상","1","영업","","","","","","","","강원특별자치도 홍천군 서면 동막리 산 77번지","","","샤인데일 골프&리조트","2018-10-29 14:41:51","I","2025-04-10 18:19:27","","","","골프장","","","0","6","17209.31","0","정규대중","주식회사하나자산신탁",
"69","골프장","10_31_02_P","6530000","302012015000004","2015-12-14","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 원주시 소초면 수암리 산 24번지","강원특별자치도 원주시 소초면 바우실길 281","","미사용","2023-11-16 10:37:49","I","2025-04-10 18:19:27","","289836.41623767","432667.482486981","골프장","","","0","0","4944.65","0","정규대중","",
"70","골프장","10_31_02_P","6530000","302012015000005","2015-12-14","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 원주시 소초면 수암리 산 24번지","강원특별자치도 원주시 소초면 바우실길 281","","파크밸리 골프클럽","2025-09-25 13:50:32","U","2025-09-27 02:40:00","","289836.41623767","432667.482486981","골프장","","","0","6","4944.65","0","비회원제","강원레저개발 주식회사",
"71","골프장","10_31_02_P","6530000","302012016000001","2016-06-23","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 삼척시 근덕면 하맹방리 726번지 1호","강원특별자치도 삼척시 근덕면 미근로 1629","","파인밸리 컨트리클럽","2016-06-23 12:52:26","I","2025-04-10 18:19:27","","395217.495672209","432930.091921645","골프장","","","0","0","7092.59","0","정규대중","",
"72","골프장","10_31_02_P","6530000","302012016000002","2016-08-26","","01","영업/정상","1","영업","","","","","","0","","강원특별자치도 평창군 대관령면 용산리 130번지","강원특별자치도 평창군 대관령면 올림픽로 715","","용평리조트 골프클럽","2025-09-25 10:50:39","U","2025-09-27 02:40:00","","348259.144297804","461699.273918606","골프장","","","0","0","5585.3","1260","회원제","",
