"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"24","동물병원","02_03_01_P","4181000","418000001020140001","2014-01-03","","01","영업/정상","0000","정상","","","","","033-243-7511","200","","강원특별자치도 춘천시 후평동 686-3","강원특별자치도 춘천시 춘천로 287-1 (후평동)","24256","하나동물병원","2021-09-17 10:20:48","I","2023-06-13 00:00:00","","265474.317006275","486750.493543715","동물병원","","000","0",
"25","동물병원","02_03_01_P","4181000","418000001020140002","2014-11-26","","01","영업/정상","0000","정상","","","","","033-255-7582","121.35","","","강원특별자치도 춘천시 영서로 2755-1 (우두동)","24237","땡큐","2017-12-20 17:25:53","I","2023-06-13 00:00:00","","263967.108460534","488778.950352363","동물병원","","000","0",
"26","동물병원","02_03_01_P","4181000","418000001020180001","2018-04-24","","01","영업/정상","0000","정상","","","","","033-244-9975","113.14","","강원특별자치도 춘천시 퇴계동 901-10","강원특별자치도 춘천시 행촌로 44-1 (퇴계동)","24442","수존동물병원","2022-03-03 13:14:12","I","2023-06-13 00:00:00","","263750.157864317","484435.973237924","동물병원","","000","0",
"27","동물병원","02_03_01_P","4181000","418000001020180002","2018-10-22","","01","영업/정상","0000","정상","","","","","261-2524","98.9","","강원특별자치도 춘천시 퇴계동 164-3 하나로마트(퇴계점) 106호","강원특별자치도 춘천시 지석로 11, 하나로마트(퇴계점) 별관동 1층 106호 (퇴계동)","24413","닥터각 동물병원","2024-05-22 11:17:03","U","2024-05-24 02:40:00","","264838.52203719","483744.542704867","동물병원","","000","0",
"28","동물병원","02_03_01_P","4181000","418100001020250003","2025-08-05","","01","영업/정상","0000","정상","","","","","0332550420","150.4","","강원특별자치도 춘천시 효자동 604-3","강원특별자치도 춘천시 서부대성로 169 (효자동)","24294","주주동물병원","2025-08-05 12:01:07","I","2025-08-07 00:20:02","","264839.18928255","486188.960161767","동물병원","","000","0",
"29","동물병원","02_03_01_P","4181000","418100001020250002","2025-07-23","","01","영업/정상","0000","정상","","","","","0332557583","0","","강원특별자치도 춘천시 온의동 82-3","강원특별자치도 춘천시 스포츠타운길 494, 203호 (온의동)","24431","햇살동물병원","2025-07-23 10:08:08","I","2025-07-25 00:20:02","","262522.322991753","485110.762832986","동물병원","","000","0",
"30","동물병원","02_03_01_P","4181000","418100001020250004","2025-09-01","","01","영업/정상","0000","정상","","","","","0339100037","125","","강원특별자치도 춘천시 우두동 1092-4","강원특별자치도 춘천시 우두2길 3-1, 101호 앞쪽 (우두동)","24221","오늘봄동물병원","2025-09-01 16:11:52","I","2025-09-03 00:20:22","","264872.85261306","490145.857993628","동물병원","","000","0",
"31","동물병원","02_03_01_P","4181000","418100001020250001","2025-06-16","","01","영업/정상","0000","정상","","","","","033-256-7582","481.16","","강원특별자치도 춘천시 후평동 677-21","강원특별자치도 춘천시 춘천로 267 (후평동)","24257","현대동물병원","2025-06-16 16:45:58","I","2025-06-18 00:20:02","","265284.969468858","486645.369481824","동물병원","","000","0",
"32","동물병원","02_03_01_P","4181000","418000001020130001","2013-01-14","","02","휴업","0001","휴업","","2024-11-01","2025-12-31","","033-245-5351","113.65","","강원특별자치도 춘천시 신북읍 용산리 231-21","강원특별자치도 춘천시 신북읍 영서로 3282, 1층","24202","춘천시 동물보호센터","2024-10-31 16:13:35","U","2024-11-02 02:40:00","","262557.046846374","493496.086276584","동물병원","","O00","0",
"33","동물병원","02_03_01_P","4181000","418000001019770001","1977-07-07","","03","폐업","0002","폐업","2012-12-12","","","","033-254-4373","73.2","","강원특별자치도 춘천시 소양로4가 109-4","강원특별자치도 춘천시 중앙로 128 (소양로4가)","","서울가축병원","2012-12-12 11:29:25","I","2023-06-13 00:00:00","","263353.426437323","486214.154457271","동물병원","","000","0",
"34","동물병원","02_03_01_P","4181000","418000001019770002","1977-07-07","","03","폐업","0002","폐업","2007-03-20","","","","033-254-5495","0","","강원특별자치도 춘천시 운교동 98","","","춘성가축병원","2007-03-19 14:31:58","I","2023-06-13 00:00:00","","","","동물병원","","000","0",
"35","동물병원","02_03_01_P","4181000","418000001019770003","1977-07-07","","03","폐업","0002","폐업","2004-12-13","","","","033-254-3133","0","","강원특별자치도 춘천시 중앙로3가 37-5","","","신남가축병원","2004-12-13 10:16:16","I","2023-06-13 00:00:00","","","","동물병원","","000","0",
"36","동물병원","02_03_01_P","4181000","418000001019770004","1977-07-07","","03","폐업","0002","폐업","1996-04-01","","","","","0","","강원특별자치도 춘천시 조양동 49-8","","","춘천가축병원","2003-05-15 17:51:04","I","2023-06-13 00:00:00","","","","동물병원","","000","0",
"37","동물병원","02_03_01_P","4181000","418000001019770005","1977-07-07","","03","폐업","0002","폐업","1982-08-31","","","","","0","","강원특별자치도 춘천시 중앙로2가 106","","","중앙가축병원","2004-04-20 18:15:23","I","2023-06-13 00:00:00","","","","동물병원","","000","0",
"38","동물병원","02_03_01_P","4181000","418000001019920001","1992-05-18","","03","폐업","0002","폐업","2025-06-16","","","","033-256-2744","357.93","","강원특별자치도 춘천시 후평동 677-21","강원특별자치도 춘천시 춘천로 267 (후평동)","24257","현대동물병원","2025-06-17 09:12:08","U","2025-06-19 02:40:00","","265284.969468858","486645.369481824","동물병원","","000","0",
"39","동물병원","02_03_01_P","4181000","418000001019980001","1998-05-13","","03","폐업","0002","폐업","2018-04-18","","","","033-242-1317","0","","강원특별자치도 춘천시 후평동 793-3","강원특별자치도 춘천시 후석로 299 (후평동)","24282","춘천동물병원","2018-04-19 14:06:21","I","2023-06-13 00:00:00","","266012.799105348","486396.096576303","동물병원","","000","0",
"40","동물병원","02_03_01_P","4181000","418000001019980002","1998-07-31","","03","폐업","0002","폐업","2009-04-14","","","","033-256-1190","0","","강원특별자치도 춘천시 효자동 685-8","강원특별자치도 춘천시 공지로 349 (효자동)","","예방동물병원","2009-04-14 10:32:37","I","2023-06-13 00:00:00","","263942.153699699","485487.684294512","동물병원","","000","0",
"41","동물병원","02_03_01_P","4181000","418000001019990001","1999-05-20","","03","폐업","0002","폐업","2013-12-13","","","","033-252-3205","0","","강원특별자치도 춘천시 후평동 244-34","","","춘천축협동물병원","2013-12-13 12:51:09","I","2023-06-13 00:00:00","","265400.35106042","487577.815703786","동물병원","","L00","0",
"42","동물병원","02_03_01_P","4181000","418000001020000001","2005-11-28","","03","폐업","0002","폐업","2006-03-16","","","","033-257-7533","0","","강원특별자치도 춘천시 석사동 641-6","강원특별자치도 춘천시 후석로 61 (석사동)","","미래종합동물병원","2006-03-16 13:59:10","I","2023-06-13 00:00:00","","265307.810818209","484387.456365944","동물병원","","000","0",
"43","동물병원","02_03_01_P","4181000","418000001020030001","2003-04-15","","03","폐업","0002","폐업","2007-06-11","","","","033-252-9070","92","","강원특별자치도 춘천시 석사동 818-2","강원특별자치도 춘천시 퇴계로 221 (석사동)","","트윈스동물병원","2007-06-11 16:24:31","I","2023-06-13 00:00:00","","265328.029153914","484018.373448398","동물병원","","000","0",
"44","동물병원","02_03_01_P","4181000","418000001020030002","2003-06-26","","03","폐업","0002","폐업","2004-06-04","","","","033-261-7570","165","","강원특별자치도 춘천시 석사동 809-2 풍강빌딩1층","강원특별자치도 춘천시 후석로 12 (석사동,풍강빌딩1층)","","머독동물병원","2004-06-04 14:54:19","I","2023-06-13 00:00:00","","265014.296988696","483982.385169567","동물병원","","000","0",
"45","동물병원","02_03_01_P","4181000","418000001020030003","2003-07-10","","03","폐업","0002","폐업","2007-12-24","","","","033-257-3319","95.87","","강원특별자치도 춘천시 약사동 154-3","강원특별자치도 춘천시 공지로 414 (약사동)","","강동동물병원","2012-03-05 17:38:55","I","2023-06-13 00:00:00","","263419.202881397","485862.746273505","동물병원","","000","0",
"46","동물병원","02_03_01_P","4181000","418000001020040001","2004-01-03","","03","폐업","0002","폐업","2007-08-16","","","","256-1190","138.8","","강원특별자치도 춘천시 효자동 685-8","강원특별자치도 춘천시 공지로 349 (효자동)","","좋은동물병원","2007-08-16 09:49:06","I","2023-06-13 00:00:00","","263942.153699699","485487.684294512","동물병원","","000","0",
"47","동물병원","02_03_01_P","4181000","418000001020050001","2005-07-11","","03","폐업","0002","폐업","","","","","033-252-3205","0","","강원특별자치도 춘천시 후평동 244-34","강원특별자치도 춘천시 후석로440번길 10 (후평동)","24232","춘천철원축협동물병원","2019-04-08 10:24:05","I","2023-06-13 00:00:00","","265400.35106042","487577.815703786","동물병원","","000","0",
"48","동물병원","02_03_01_P","4181000","418000001020210001","2021-01-04","","03","폐업","0002","폐업","2022-02-10","","","","","31.14","","강원특별자치도 춘천시 효자동 154-22","강원특별자치도 춘천시 효제길 17-1, 1층 (효자동)","24334","카디오 동물의료병원","2022-02-10 15:41:36","I","2023-06-13 00:00:00","","264648.318287875","485740.402976171","동물병원","","000","0",
"49","동물병원","02_03_01_P","4181000","418000001020210002","2021-02-26","","03","폐업","0002","폐업","2022-07-21","","","","","0","","강원특별자치도 춘천시 석사동 116-27","강원특별자치도 춘천시 공지로 49 (석사동)","24397","예방동물병원","2022-09-05 10:48:43","I","2023-06-13 00:00:00","","266078.789791275","483519.632212311","동물병원","","000","0",
"50","동물병원","02_03_01_P","4181000","418000001020060001","2006-03-08","","03","폐업","0002","폐업","2009-02-18","","","","033-251-5188","0","","강원특별자치도 춘천시 효자동 744-4","","","행복한 동물병원","2012-03-15 09:12:47","I","2023-06-13 00:00:00","","","","동물병원","","000","0",
"51","동물병원","02_03_01_P","4181000","418000001020070003","2007-12-24","","03","폐업","0002","폐업","2009-01-16","","","","256-3319","0","","강원특별자치도 춘천시 약사동 66 중앙로3가 66번지","강원특별자치도 춘천시 약사고개길42번길 6 (약사동,중앙로3가 66번지)","","강동동물병원","2012-03-05 17:40:11","I","2023-06-13 00:00:00","","263811.587909356","486061.119359933","동물병원","","000","0",
"52","동물병원","02_03_01_P","4181000","418000001020080001","2008-08-04","","03","폐업","0002","폐업","2010-11-15","","","","","17.1","","강원특별자치도 춘천시 석사동 764-12 2층","강원특별자치도 춘천시 우석로 44-1 (석사동,2층)","","대영동물병원","2010-11-15 14:46:04","I","2023-06-13 00:00:00","","265995.117438481","484756.716242226","동물병원","","000","0",
"53","동물병원","02_03_01_P","4181000","418000001020100001","2010-02-03","","03","폐업","0002","폐업","2018-02-28","","","","033-251-7580","0","","강원특별자치도 춘천시 온의동 6-25 롯데마트 3층","강원특별자치도 춘천시 방송길 84 (온의동, 롯데마트 3층)","24364","쿨펫동물병원","2018-02-28 10:58:10","I","2023-06-13 00:00:00","","263109.175778889","485355.40305733","동물병원","","000","0",
"54","동물병원","02_03_01_P","4181000","418000001020110001","2011-04-27","","03","폐업","0002","폐업","2017-09-28","","","","033-244-9975","62.5","","강원특별자치도 춘천시 후평동 905 춘천더샵아파트 상가 2동 106호","강원특별자치도 춘천시 춘천로 316 (후평동, 춘천더샵아파트 상가 2동 106호)","24278","삼성동물병원","2017-09-29 14:31:33","I","2023-06-13 00:00:00","","265738.645258009","486838.778707857","동물병원","","000","0",
"55","동물병원","02_03_01_P","4181000","418000001020130003","2013-08-12","","03","폐업","0002","폐업","2015-06-29","","","","","","","강원특별자치도 춘천시 칠전동 607-5","강원특별자치도 춘천시 칠전동길 44 (칠전동)","24456","대성 동물병원","2015-07-01 18:23:41","I","2023-06-13 00:00:00","","262929.958084719","482381.177036151","동물병원","","000","0",
"56","동물병원","02_03_01_P","4181000","418000001020130004","2013-09-10","","03","폐업","0002","폐업","2016-05-12","","","","","0","","강원특별자치도 춘천시 석사동 116-27","강원특별자치도 춘천시 공지로 49 (석사동)","24397","예방 동물병원","2016-05-12 14:26:24","I","2023-06-13 00:00:00","","266078.789791275","483519.632212311","동물병원","","000","0",
"57","동물병원","02_03_01_P","4181000","418000001020170001","2017-12-20","","03","폐업","0002","폐업","2018-11-01","","","","","0","","강원특별자치도 춘천시 동내면 학곡리 359-4","강원특별자치도 춘천시 동내면 학곡동2길 14","24408","우랑동물병원","2018-12-04 16:50:59","I","2023-06-13 00:00:00","","266905.093441133","481927.244906062","동물병원","","000","0",
"58","동물병원","02_03_01_P","4191000","419000001020020003","2002-08-08","","01","영업/정상","0000","정상","","","","","033-766-1475","433.41","","강원특별자치도 원주시 단구동 1619-5","강원특별자치도 원주시 나비허리길 60 (단구동)","26490","혜인종합동물병원","2021-11-30 17:03:43","I","2023-06-13 00:00:00","","284908.84361098","425014.972919399","동물병원","","000","0",
"59","동물병원","02_03_01_P","4191000","419000001020020004","2002-08-30","","01","영업/정상","0000","정상","","","","","033-747-7585","488.34","","강원특별자치도 원주시 무실동 1723-2","강원특별자치도 원주시 만대로 15 (무실동)","26383","늘푸른종합동물병원","2023-01-05 09:14:52","I","2023-06-13 00:00:00","","281792.305221912","427027.40278275","동물병원","","000","0",
"60","동물병원","02_03_01_P","4191000","419000001020050001","2005-05-20","","01","영업/정상","0000","정상","","","","","033-735-7359","155.7","","강원특별자치도 원주시 문막읍 건등리 1477-1 0통0반","강원특별자치도 원주시 문막읍 건등로 70","26370","원주축협동물병원","2021-12-16 14:40:00","I","2023-06-13 00:00:00","","272912.892126908","424015.32582032","동물병원","","000","0",
"61","동물병원","02_03_01_P","4191000","419000001020060001","2006-02-01","","01","영업/정상","0000","정상","","","","","033-732-1275","185.87","","강원특별자치도 원주시 태장동 1037-12","강원특별자치도 원주시 현충로 278 (태장동)","26318","삼성종합동물병원","2024-04-30 09:45:03","U","2024-05-02 02:40:00","","284023.928441517","431115.729412468","동물병원","","000","0",
"62","동물병원","02_03_01_P","4191000","419000001020060002","2006-03-10","","01","영업/정상","0000","정상","","","","","033-742-7582","81","","강원특별자치도 원주시 단계동 803-2 106호","강원특별자치도 원주시 무실로 182, 106호 (단계동)","26434","마루종합동물병원","2019-03-06 14:09:26","I","2023-06-13 00:00:00","","283125.943357781","426975.404734288","동물병원","","000","0",
"63","동물병원","02_03_01_P","4191000","419000001020080001","2008-05-10","","01","영업/정상","0000","정상","","","","","033-762-9882","103","","강원특별자치도 원주시 개운동 36 22통2반","강원특별자치도 원주시 행구로 44 (개운동)","26444","그린종합동물병원","2019-03-06 14:09:44","I","2023-06-13 00:00:00","","285065.539263308","427018.513573247","동물병원","","000","0",
"64","동물병원","02_03_01_P","4191000","419000001020090001","2009-03-31","","01","영업/정상","0000","정상","","","","","033-743-6466","107.8","","강원특별자치도 원주시 무실동 1734-4","강원특별자치도 원주시 만대공원길 8-10 (무실동)","26383","열린동물병원","2024-04-30 09:11:06","U","2024-05-02 02:40:00","","282244.483569865","426532.014396408","동물병원","","000","0",
"65","동물병원","02_03_01_P","4191000","419000001020110001","2011-04-01","","01","영업/정상","0000","정상","","","","","","50","","강원특별자치도 원주시 문막읍 문막리 225-38","강원특별자치도 원주시 문막읍 문막시장1길 82","26373","우사랑 동물병원   *출장진료전문병원","2024-01-30 13:27:41","U","2024-02-01 02:40:00","","272182.330836937","422728.350496567","동물병원","","000","0",
"66","동물병원","02_03_01_P","4191000","419000001020110002","2011-12-22","","01","영업/정상","0000","정상","","","","","033-742-8475","128.62","","강원특별자치도 원주시 단계동 407-12","강원특별자치도 원주시 로아노크로 8, 1층 (단계동)","26382","조은 동물병원","2021-09-10 16:45:44","I","2023-06-13 00:00:00","","282089.58917541","427291.4995836","동물병원","","000","0",
"67","동물병원","02_03_01_P","4191000","419000001020130001","2013-01-16","","01","영업/정상","0000","정상","","","","","033-744-7585","220.67","","강원특별자치도 원주시 단계동 1107-7 1층","강원특별자치도 원주시 천사로 23-17, 1층 (단계동)","26422","행복드림 동물병원","2022-06-09 10:53:32","I","2023-06-13 00:00:00","","282127.207006628","427931.797772099","동물병원","","000","0",
"68","동물병원","02_03_01_P","4191000","419000001019830001","1983-05-21","","01","영업/정상","0000","정상","","","","","033-743-8882","60","","강원특별자치도 원주시 단계동 826-12 0반","강원특별자치도 원주시 천사로 79 (단계동)","26423","원주동물병원","2021-12-03 10:58:30","I","2023-06-13 00:00:00","","282652.250164402","427691.494424386","동물병원","","000","0",
"69","동물병원","02_03_01_P","4191000","419000001019880001","1988-10-13","","01","영업/정상","0000","정상","","","","","033-766-7494","33","","강원특별자치도 원주시 중앙동 43-2","강원특별자치도 원주시 평원로 67 (중앙동)","26428","강원동물병원","2021-09-10 17:02:51","I","2023-06-13 00:00:00","","284112.256822708","428142.85725411","동물병원","","000","0",
"70","동물병원","02_03_01_P","4191000","419000001019970001","1997-02-26","","01","영업/정상","0000","정상","","","","","033-734-7581","90.45","","강원특별자치도 원주시 지정면 가곡리 1420-3","강원특별자치도 원주시 지정면 신지정로 153-15, 1층","26354","현대종합동물병원","2024-10-23 16:11:56","U","2024-10-25 02:40:00","","277842.065698697","430555.266344172","동물병원","","000","0",
"71","동물병원","02_03_01_P","4191000","419000001019990002","1999-11-27","","01","영업/정상","0000","정상","","","","","033-742-8635","0","","강원특별자치도 원주시 단계동 1204-5","강원특별자치도 원주시 바우골길 24-4, 1층 (단계동)","26379","닥터윤 산업동물병원 (출장진료전문병원)","2024-12-24 09:38:26","U","2024-12-27 02:40:00","","282859.544462021","428805.02949861","동물병원","","000","0",
"72","동물병원","02_03_01_P","4191000","419000001020010001","2001-03-16","","01","영업/정상","0000","정상","","","","","033-735-7582","199.8","","강원특별자치도 원주시 문막읍 건등리 315","강원특별자치도 원주시 문막읍 구암길 7, 1층","26371","문막동물병원","2025-05-15 16:58:57","U","2025-05-17 02:40:00","","273424.286583186","424354.604756201","동물병원","","000","0",
"73","동물병원","02_03_01_P","4191000","419000001020010002","2011-05-12","","01","영업/정상","0000","정상","","","","","033-766-8230","162","","강원특별자치도 원주시 명륜동 90-13","강원특별자치도 원주시 남원로 655 (명륜동)","26441","로얄종합동물병원","2024-04-30 09:11:55","U","2024-05-02 02:40:00","","284414.79030798","427018.077463743","동물병원","","000","0",
"74","동물병원","02_03_01_P","4191000","419000001020020001","2002-01-24","","01","영업/정상","0000","정상","","","","","033-745-5125","164.7","","강원특별자치도 원주시 중앙동 148","강원특별자치도 원주시 평원로 27, 1층 (중앙동)","26428","제일동물병원","2022-08-09 15:38:05","I","2023-06-13 00:00:00","","284325.827224808","427862.029437666","동물병원","","000","0",
"75","동물병원","02_03_01_P","4191000","419000001020130003","2013-07-11","","01","영업/정상","0000","정상","","","","","033-761-0167","373.57","","강원특별자치도 원주시 단구동 1512-2 광장빌딩","강원특별자치도 원주시 서원대로 408, 광장빌딩 107,109-113,205호 (단구동)","26484","누리종합동물병원","2025-07-28 17:09:44","U","2025-07-30 02:40:00","","284124.423574889","425753.203190806","동물병원","","000","0",
