"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","일반테마파크업","03_07_09_P","4181000","CDFI5271002010000001","2010-06-30","","01","영업/정상","13","영업중","","","","","260-2556","","","강원특별자치도 춘천시 남산면 백양리 29-1 엘리시안 강촌","강원특별자치도 춘천시 남산면 북한강변길 688, 엘리시안 강촌","24464","엘리시안강촌","2025-02-15 10:30:18","U","2025-02-17 02:40:00","","251021.728216938","480612.913126754","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사대상 1종, 확인검사대상 2종","0","Y","","Y","Y","","","0","","","","0",
"12","일반테마파크업","03_07_09_P","4181000","CDFI5271002012000001","2012-08-10","","01","영업/정상","13","영업중","","","","","245-1000","","","강원특별자치도 춘천시 신동면 증리 323-2","강원특별자치도 춘천시 신동면 김유정로 1383","24412","(주)강촌레일파크","2025-03-25 15:37:12","U","2025-03-27 02:40:00","","262670.024537629","479505.860084891","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","레일바이크 4인용 190대,2인용 50대, 3인용 10대, 관광열차 1대(3량)","4","Y","Y","Y","Y","","","0","","","","0",
"13","일반테마파크업","03_07_09_P","4181000","CDFI5271002023000001","2023-06-09","","01","영업/정상","13","영업중","","","","","033-245-6410","","","강원특별자치도 춘천시 서면 현암리 367-3 춘천애니메이션박물관","강원특별자치도 춘천시 서면 박사로 854, 춘천애니메이션박물관","24461","캠프마을","2025-10-10 10:35:52","U","2025-10-12 02:40:00","","","","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","9400","무궤도열차 1종","0","","","","","","","0","","","","9400",
"14","일반테마파크업","03_07_09_P","4181000","CDFI5271002014000001","2014-04-25","2017-01-05","04","취소/말소/만료/정지/중지","30","허가취소","","","","","","","200-042","강원특별자치도 춘천시 중앙로2가 31","강원특별자치도 춘천시 중앙로67번길 4 (중앙로2가)","24354","디팡","2017-01-06 13:44:32","I","2023-06-13 00:00:00","","263843.611558178","486511.04106403","허가테마파크업","","일반상업지역","0","기타","","","근린생활시설","0","1","0","0","","","0","0","","0","0","","0","184.13","안전성검사대상기구 1대(타가다)","0","Y","","Y","Y","","","0","","","","184",
"15","일반테마파크업","03_07_09_P","4191000","CDFI5271002023000002","2023-07-20","","02","휴업","02","휴업","","2025-09-01","2026-06-30","","033-769-7535","","","강원특별자치도 원주시 지정면 판대리 577-4","","","오크밸리 수영장","2025-08-29 14:40:19","U","2025-08-31 02:40:00","","271451.223493249","434371.373123856","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","Y","Y","","","0","","","","0",
"16","일반테마파크업","03_07_09_P","4191000","CDFI5271002011000001","2011-10-24","","03","폐업","03","폐업","2013-05-06","","","","","","220-938","강원특별자치도 원주시 단계동 868","강원특별자치도 원주시 장미공원길 71-6 (단계동)","220-100","디팡","2014-01-28 08:44:20","I","2023-06-13 00:00:00","","282294.719705634","427467.012663859","허가테마파크업","","상업지역","1","유흥업소밀집지역","","","기타","0","0","0","0","","","0","0","","0","0","","0","213.24","타가디스코 1대","0","Y","","Y","Y","","","0","","","","213",
"17","일반테마파크업","03_07_09_P","4191000","CDFI5271002013000001","2013-08-16","","03","폐업","03","폐업","2015-08-31","","","","033-748-5133","","220-904","강원특별자치도 원주시 중앙동 82-1","강원특별자치도 원주시 평원로 45 (중앙동)","26428","티팡","2015-09-08 17:24:16","I","2023-06-13 00:00:00","","284232.16261196","427980.945373374","허가테마파크업","","일반상업지역","5","기타","","","근린생활시설","4","1","0","0","","","0","0","","0","0","","0","375.44","1종","1","Y","Y","Y","Y","","","0","","","","375",
"18","일반테마파크업","03_07_09_P","4191000","CDFI5271002014000001","2014-02-05","","03","폐업","03","폐업","2016-05-30","","","","033-748-0089","","220-903","강원특별자치도 원주시 중앙동 59-14","강원특별자치도 원주시 원일로 120 (중앙동)","26428","디팡","2016-05-31 13:53:51","I","2023-06-13 00:00:00","","283967.319374904","428006.776464856","허가테마파크업","","상업지역","9","학교정화(상대)","","","근린생활시설","8","1","0","0","","","0","0","","0","0","","0","337.12","타가다디스코","0","Y","","Y","Y","","","0","","","","337",
"19","일반테마파크업","03_07_09_P","4191000","CDFI5271002014000002","2014-05-02","","03","폐업","03","폐업","2023-08-30","","","","033-733-6600","","220-822","강원특별자치도 원주시 지정면 간현리 870","강원특별자치도 원주시 지정면 간현로 163","26359","원주레일파크","2023-09-27 09:44:56","U","2023-09-29 02:40:00","","274136.191352447","429274.378265515","허가테마파크업","","","1","기타","","","기타","1","0","0","0","","","0","0","","0","0","","0","40389","레일바이크 2종","0","Y","","","Y","","","0","","","","40389",
"20","일반테마파크업","03_07_09_P","4191000","CDFI5271002017000001","2017-09-05","","03","폐업","03","폐업","2024-12-20","","","","","","","강원특별자치도 원주시 지정면 월송리 1016","강원특별자치도 원주시 지정면 오크밸리1길 66 (한솔오크밸리)","26357","EJ레포츠","2024-12-20 17:37:10","U","2024-12-22 02:40:00","","273387.408064752","435358.539333992","허가테마파크업","","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","미니바이킹 1대, 회전목마 1대, 매직스윙 1대, 무궤도열차 1대, 우주전투기 1대, 배터리카 1대, 회전형라이더 1대, 미니라이더 3대","0","Y","Y","Y","Y","","","0","","","","0",
"21","일반테마파크업","03_07_09_P","4191000","CDFI5271002024000003","2024-09-06","","03","폐업","03","폐업","2024-09-09","","","","","","","강원특별자치도 원주시 지정면 간현리 1027 (간현관광지 주차장 일원)","강원특별자치도 원주시 지정면 간현로 110","26359","비룡랜드","2024-09-09 10:29:11","U","2024-09-11 02:40:00","","273991.093876545","429288.377079284","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","일반테마파크업","03_07_09_P","4191000","CDFI5271002024000004","2024-09-13","","03","폐업","03","폐업","2024-09-19","","","","","","","강원특별자치도 원주시 태장동 1069-4 (태장문화마당)","","","고구려기획","2024-09-23 15:24:12","U","2024-09-25 02:40:00","","284151.769159206","431664.749615869","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"23","일반테마파크업","03_07_09_P","4191000","CDFI5271002024000002","2024-07-25","","03","폐업","03","폐업","2024-08-16","","","","","","","강원특별자치도 원주시 봉산동 890 (원주천 인라인스케이트장)","","","노리디어스","2024-08-16 09:07:44","U","2024-08-18 02:40:00","","285182.387182035","427165.823815343","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","에어슬라이드(워터에어바운스) 1대, 에어슬라이드(미니워터에어바운스) 2대","0","","","","","","","0","","","","0",
"24","일반테마파크업","03_07_09_P","4191000","CDFI5271002024000001","2024-05-29","","03","폐업","03","폐업","2024-06-03","","","","","","","강원특별자치도 원주시 단계동 854","강원특별자치도 원주시 장미공원길 43-3 (단계동)","26436","비룡랜드","2024-06-19 17:08:05","U","2024-06-21 02:40:00","","282440.797550617","427583.940825555","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"25","일반테마파크업","03_07_09_P","4191000","CDFI5271002025000003","2025-10-02","","03","폐업","03","폐업","2025-10-09","","","","","","","강원특별자치도 원주시 태장동 1069-4 태장동한가위축제장","","","고구려기획","2025-10-10 09:12:42","U","2025-10-12 02:40:00","","284151.769159206","431664.749615869","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"26","일반테마파크업","03_07_09_P","4191000","CDFI5271002025000002","2025-07-23","","03","폐업","03","폐업","2025-08-15","","","","","","","강원특별자치도 원주시 봉산동 896 (원주천 인라인스케이트장)","","","(주) 명진이엔지","2025-08-18 14:47:09","U","2025-08-20 02:40:00","","285114.305337074","427241.88062655","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"27","일반테마파크업","03_07_09_P","4191000","CDFI5271002025000001","2025-04-09","","03","폐업","03","폐업","2025-04-14","","","","","","","강원특별자치도 원주시 태장동 1069-4 태장문화마당 일원","","","비룡랜드","2025-06-20 10:20:58","U","2025-06-22 02:40:00","","284151.769159206","431664.749615869","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"28","일반테마파크업","03_07_09_P","4191000","CDFI5271002023000003","2023-09-28","","03","폐업","03","폐업","2023-10-11","","","","","","","강원특별자치도 원주시 봉산동 1133-5","","","판타지 이동랜드","2023-11-11 12:29:34","U","2023-11-13 02:40:00","","284700.769316567","427588.065715677","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"29","일반테마파크업","03_07_09_P","4191000","CDFI5271002024000005","2024-12-20","","03","폐업","03","폐업","2025-02-10","","","","","","","강원특별자치도 원주시 명륜동 345 원주댄싱공연장","강원특별자치도 원주시 단구로 170 (명륜동)","26447","EJ레포츠","2025-02-10 10:29:24","U","2025-02-12 02:40:00","","283813.128820164","426431.214815577","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"30","일반테마파크업","03_07_09_P","4191000","CDFI5271002021000001","2021-07-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 지정면 월송리 1061-16 빌리지센터","강원특별자치도 원주시 지정면 오크밸리1길 70, 빌리지센터","26357","(주)바운스 퍼니팩토리","2025-04-28 14:17:22","U","2025-04-30 02:40:00","","272459.646983562","437204.631213169","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","1706","","23","Y","","Y","Y","","","0","","","","1706",
"31","일반테마파크업","03_07_09_P","4191000","CDFI5271002023000001","2023-05-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 황둔리 573","강원특별자치도 원주시 신림면 신림황둔로 1072","26507","한스 캠핑장","2024-07-23 13:29:49","U","2024-07-25 02:40:00","","304473.18249927","417660.19434714","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","117.05","회전형슬라이드 1대, 미니슬라이드 1대","0","Y","","Y","Y","","","0","","","","117",
"32","일반테마파크업","03_07_09_P","4201000","CDFI5271002000000001","2000-08-02","","03","폐업","03","폐업","2014-05-08","","","","644-2278","","210-370","강원특별자치도 강릉시 저동 466-1","","","경포랜드","2014-05-08 18:03:54","I","2023-06-13 00:00:00","","367053.508803362","479770.829996979","허가테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
"33","일반테마파크업","03_07_09_P","4201000","CDFI5271002004000001","2004-08-02","","03","폐업","03","폐업","2004-08-21","","","","","","210-130","강원특별자치도 강릉시 강문동 283-1","","","환타지랜드","2006-04-27 15:53:07","I","2023-06-13 00:00:00","","368532.784268694","478771.691391167","허가테마파크업","테마파크업","관리지역","0","기타","","","유기장","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
"34","일반테마파크업","03_07_09_P","4201000","CDFI5271002005000001","2005-08-11","","03","폐업","03","폐업","2005-08-20","","","","","","210-822","강원특별자치도 강릉시 강동면 정동진리 569","","","해돋이랜드","2005-10-20 10:24:22","I","2023-06-13 00:00:00","","379586.458379912","467081.350398819","허가테마파크업","테마파크업","관리지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
"35","일반테마파크업","03_07_09_P","4201000","CDFI5271002009000001","2009-07-12","","03","폐업","03","폐업","2009-09-08","","","","","","210-380","강원특별자치도 강릉시 안현동","","","만투 아쿠아에어랜드","2009-09-09 09:16:02","I","2023-06-13 00:00:00","","","","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"36","일반테마파크업","03_07_09_P","4201000","CDFI5271002014000001","2014-02-04","","03","폐업","03","폐업","2016-02-17","","","","","","210-060","강원특별자치도 강릉시 금학동 36-2","강원특별자치도 강릉시 신대학길 32, 지하1층 (금학동)","25540","팡팡디스코","2016-02-17 16:14:01","I","2023-06-13 00:00:00","","367068.976374856","474050.386488473","허가테마파크업","","상업지역","5","기타","","","","4","1","0","0","","","0","0","","0","0","","0","0","타가다 1대","0","Y","","","","","","0","","","","0",
"37","일반테마파크업","03_07_09_P","4201000","CDFI5271002014000002","2014-07-31","","01","영업/정상","13","영업중","","","","","033)655-7786","","210-822","강원특별자치도 강릉시 강동면 정동진리 303","강원특별자치도 강릉시 강동면 정동역길 17","25631","강릉정동진레일바이크","2024-12-11 14:40:55","U","2024-12-14 02:40:00","","379259.265344529","467356.274745691","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 대상 : 1종","0","","","","","","","0","","","","0",
"38","일반테마파크업","03_07_09_P","4201000","CDFI5271002021000001","2021-09-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 금학동 13-4 금학동 그린타워","강원특별자치도 강릉시 신대학길 35-4, 금학동 그린타워 (금학동)","25540","멀티 플레이존 강릉점","2024-02-29 13:51:13","U","2024-03-02 02:40:00","","367076.969353821","474122.884016282","허가테마파크업","","상업지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","1종 1개 디스코팡팡","0","Y","Y","Y","Y","","","0","","","","0",
"39","일반테마파크업","03_07_09_P","4211000","CDFI5271001998000001","1998-07-23","","03","폐업","03","폐업","2010-07-09","","","","","","240-080","강원특별자치도 동해시 망상동 393-31","강원특별자치도 동해시 동해대로 6270-43 (망상동)","240-080","망상해변랜드","2011-10-30 14:23:37","I","2023-06-13 00:00:00","","384304.177683495","456714.690785005","허가테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
"40","일반테마파크업","03_07_09_P","4211000","CDFI5271002021000001","2021-11-19","","01","영업/정상","13","영업중","","","","","033-533-0101","","","강원특별자치도 동해시 삼화동 719","강원특별자치도 동해시 삼화로 380 (삼화동)","25746","무릉별유천지","2025-02-11 10:04:02","U","2025-02-13 02:40:00","","379860.908735931","442671.292722788","허가테마파크업","","자연녹지지역","0","기타","","","기타","0","0","0","0","","","0","0","","0","0","","0","11098.12","안전검사 대상 유기시설 2종(알파인코스터, 무릉별열차)","0","Y","Y","Y","Y","","","0","","","","11098",
"41","일반테마파크업","03_07_09_P","4211000","CDFI5271002022000001","2022-07-06","","01","영업/정상","13","영업중","","","","","534-3541/8584-4938","","","강원특별자치도 동해시 망상동 459-10 동해약천온천실버타운","강원특별자치도 동해시 석두골길 145, 동해약천온천실버타운 (망상동)","25701","동해약천온천실버타운수영장","2025-09-12 10:08:36","U","2025-09-14 02:40:00","","382515.369775451","456595.119749026","허가테마파크업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","3","0","","","","","","","0","","","","0",
"42","일반테마파크업","03_07_09_P","4211000","CDFI5271002025000004","2025-10-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 묵호진동 15-189","강원특별자치도 동해시 일출로 60 (묵호진동)","25718","비룡랜드","2025-10-23 14:01:37","I","2025-10-25 00:20:02","","386820.087128147","452022.327594139","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","","Y","","","0","","","","0",
"43","일반테마파크업","03_07_09_P","4211000","CDFI5271002025000002","2025-07-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 망상동 396-18 동해보양온천","강원특별자치도 동해시 동해대로 6285, 동해보양온천 (망상동)","25701","(주)동해보양온천컨벤션호텔","2025-07-28 16:39:02","I","2025-07-30 00:20:12","","384244.340894126","456511.330745685","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","Y","Y","Y","","","0","","","","0",
"44","일반테마파크업","03_07_09_P","4211000","CDFI5271002024000001","2024-09-26","","03","폐업","34","영업장폐쇄","2024-09-30","","","","","","","강원특별자치도 동해시 천곡동 363-1 동해웰빙레포츠타운","강원특별자치도 동해시 덕골길 10, 동해웰빙레포츠타운 (천곡동)","25750","비룡랜드","2024-10-04 17:05:51","U","2024-10-06 02:40:00","","385720.60266411","448203.830323753","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","디스코팡팡, 바이킹, 슬라이딩카, 미니기차","4","","","","","","","0","","","","0",
"45","일반테마파크업","03_07_09_P","4211000","CDFI5271002025000003","2025-09-18","","03","폐업","34","영업장폐쇄","2025-09-21","","","","","","","강원특별자치도 동해시 천곡동 363-1 동해웰빙레포츠타운","강원특별자치도 동해시 덕골길 10, 동해웰빙레포츠타운 (천곡동)","25750","비룡랜드","2025-10-10 17:22:43","U","2025-10-12 02:40:00","","385720.60266411","448203.830323753","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","","","Y","","","0","","","","0",
"46","일반테마파크업","03_07_09_P","4211000","CDFI5271002025000001","2025-04-03","","03","폐업","34","영업장폐쇄","2025-04-07","","","","","","","강원특별자치도 동해시 나안동 220 초록정","강원특별자치도 동해시 동해대로 4898-5, 초록정 (나안동)","25812","비룡랜드","2025-04-08 15:55:03","U","2025-04-10 02:40:00","","386800.87474146","444389.179239868","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","Y","Y","Y","Y","","","0","","","","0",
"47","일반테마파크업","03_07_09_P","4211000","CDFI5271002013000001","2013-07-25","","04","취소/말소/만료/정지/중지","35","직권말소","2017-07-28","","","","530-2441","","240-080","강원특별자치도 동해시 망상동 393-19 망상해변내","강원특별자치도 동해시 동해대로 6270-14 (망상동)","25700","동해시 문화예술센터","2017-07-28 18:55:28","I","2023-06-13 00:00:00","","384727.644856489","456424.240621638","허가테마파크업","","상업지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","0","30m슬라이더 1종","0","Y","","Y","Y","","","0","","","","0",
"48","일반테마파크업","03_07_09_P","4211000","CDFI5271002014000001","2014-07-24","","04","취소/말소/만료/정지/중지","35","직권말소","2017-07-28","","","","535-7272","","240-230","강원특별자치도 동해시 구호동 247 동해자유무역지역 중공업동 3층","강원특별자치도 동해시 공단1로 177 (구호동)","25798","동해화이트견운모축제추진위원회","2017-07-28 18:56:01","I","2023-06-13 00:00:00","","390383.088494513","444244.968160992","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","750","안전성검사대상 유기기구 1종","0","Y","","Y","Y","","","0","","","","750",
"49","일반테마파크업","03_07_09_P","4211000","CDFI5271002015000001","2015-07-30","","04","취소/말소/만료/정지/중지","35","직권말소","2017-07-28","","","","0335357272","","240-080","강원특별자치도 동해시 망상동 393-14 망상해변내","강원특별자치도 동해시 동해대로 6270-21 (망상동, 망상해변내)","25700","동해화이트견운모축제추진위원회","2017-07-28 18:56:28","I","2023-06-13 00:00:00","","384386.072583009","456612.657653131","허가테마파크업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","안전성검사 1종(30m대형슬라이드), 비검사대상 1종(소형슬라이드)","0","Y","","Y","Y","","","0","","","","0",
"50","일반테마파크업","03_07_09_P","4221000","CDFI5271002021000001","2021-09-07","","02","휴업","02","휴업","","2024-02-01","2025-12-31","","033-554-8853","","","강원특별자치도 태백시 통동 산 67-1 통리탄탄파크","강원특별자치도 태백시 통골길 116-44, 통리탄탄파크 (통동)","26029","통리탄탄파크","2024-12-27 11:18:51","U","2024-12-29 02:40:00","","382391.378627083","408722.168599946","허가테마파크업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","고카트 1인승 45대, 2인승 25대, 해피카 3대","0","","","","","","","0","","","","0",
"51","일반테마파크업","03_07_09_P","4221000","CDFI5271002017000002","2017-08-01","","03","폐업","03","폐업","2017-08-07","","","","","","","강원특별자치도 태백시 황지동 49","강원특별자치도 태백시 고원로 203 (황지동, 문화예술회관)","26009","브롬리슬라이드","2017-09-11 16:43:38","I","2023-06-13 00:00:00","","376789.676002325","409458.272194725","허가테마파크업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","워터슬라이드 1종 1개","0","Y","","Y","Y","","","0","","","","0",
"52","일반테마파크업","03_07_09_P","4221000","CDFI5271001998000001","1998-01-20","","01","영업/정상","13","영업중","","","","","","","235-020","강원특별자치도 태백시 화전동 산 47-69","강원특별자치도 태백시 태백로 283-29 (화전동)","26003","용연동굴","2025-05-21 11:46:36","U","2025-05-24 02:40:00","","372378.64683874","413789.26505846","허가테마파크업","테마파크업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","N","N","N","N","","","0","","","","0",
