"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수",
"13","축산물운반업","07_22_25_P","4181000","418000000820070001","2007-02-06","","03","폐업","0002","폐업","2014-02-25","","","","246-6616","38.8","","강원특별자치도 춘천시 후평동 ***-**","강원특별자치도 춘천시 후석로***번길 ** (후평동)","","다미유통","2014-02-25 16:27:21","I","2023-06-13 00:00:00","","265420.236238483","487665.251268035","축산물운반업","","0","000","0",
"14","축산물운반업","07_22_25_P","4181000","418000000820110001","2011-02-28","","03","폐업","0002","폐업","2011-06-28","","","","","0","","강원특별자치도 춘천시 우두동 ****-**","강원특별자치도 춘천시 충열로**번길 ** (우두동)","","개별화물","2011-06-28 17:23:52","I","2023-06-13 00:00:00","","264034.516470652","488774.929120109","축산물운반업","","0","000","0",
"15","축산물운반업","07_22_25_P","4181000","418000000820110002","2011-06-08","","03","폐업","0002","폐업","2021-02-19","","","","","0","","강원특별자치도 춘천시 동면 장학리 ***-*","강원특별자치도 춘천시 동면 공단로**번길 ***-*","","CJ정원","2021-02-19 16:07:02","I","2023-06-13 00:00:00","","265931.118107411","489974.535582451","축산물운반업","","0","000","0",
"16","축산물운반업","07_22_25_P","4181000","418000000820190002","2019-12-20","","03","폐업","0002","폐업","2022-02-14","","","","","30","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 새롬공원길 *, *층 (석사동)","24394","주식회사 조원로지스","2022-02-14 13:17:29","I","2023-06-13 00:00:00","","265677.251340603","483630.867958394","축산물운반업","","0","L00","0",
"17","축산물운반업","07_22_25_P","4181000","418000000820200001","2020-07-23","","03","폐업","0002","폐업","2024-09-23","","","","","33","","강원특별자치도 춘천시 동면 만천리 ***-*","강원특별자치도 춘천시 동면 만천로 **, *층","24213","(주)경동산업","2024-09-24 09:16:26","U","2024-09-26 02:40:00","","267708.711465598","486360.289072469","축산물운반업","","0","L00","0",
"18","축산물운반업","07_22_25_P","4191000","419100000820230003","2023-09-07","","01","영업/정상","0000","정상","","","","","","60","","강원특별자치도 원주시 소초면 장양리 ***-*","강원특별자치도 원주시 소초면 장막*길 **, ***동 ***호 (영진*차아파트)","26306","진체로지스","2023-09-07 14:24:47","I","2023-09-09 00:18:10","","284785.199851184","434852.432478119","축산물운반업","","0","000","0",
"19","축산물운반업","07_22_25_P","4191000","419100000820230001","2023-07-21","","01","영업/정상","0000","정상","","","","","","45","","강원특별자치도 원주시 단구동 ****-* 현대아파트","강원특별자치도 원주시 남원로 ***, ***동 ****호 (단구동, 현대아파트)","26484","태원화물","2023-07-21 10:03:43","I","2023-07-23 00:19:03","","283795.995778391","425609.952386335","축산물운반업","","0","000","0",
"20","축산물운반업","07_22_25_P","4191000","419000000820090001","2009-03-06","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 판부면 서곡리 ****-**","강원특별자치도 원주시 판부면 오성마을길 **-*, ***호","26400","5623 개별화물","2021-06-07 16:30:53","I","2023-06-13 00:00:00","","283919.44","424599.56","축산물운반업","","0","000","0",
"21","축산물운반업","07_22_25_P","4191000","419000000820120001","2012-05-18","","01","영업/정상","0000","정상","","","","","7483598","33","","강원특별자치도 원주시 태장동 ****-**","강원특별자치도 원주시 북원상가길 ** (태장동)","26316","(주)에스엠물류","2022-09-21 15:18:03","I","2023-06-13 00:00:00","","283960.641282355","431787.035435458","축산물운반업","","0","L00","0",
"22","축산물운반업","07_22_25_P","4191000","419000000820120002","2012-05-18","","01","영업/정상","0000","정상","","","","","","17.39","","강원특별자치도 원주시 흥업면 대안리 ***","강원특별자치도 원주시 흥업면 대안로 ***","26492","영희통운","2012-05-18 09:51:41","I","2023-06-13 00:00:00","","279082.743646684","422718.04900788","축산물운반업","","0","000","0",
"23","축산물운반업","07_22_25_P","4191000","419000000820140001","2014-06-09","","01","영업/정상","0000","정상","","","","","033-731-0656","0","","","강원특별자치도 원주시 소초면 치악로 ****-**","26305","(주)태성로지스","2025-07-16 16:51:04","U","2025-07-18 02:40:00","","289197.297249765","436700.740290807","축산물운반업","","0","L00","0",
"24","축산물운반업","07_22_25_P","4191000","419000000820160001","2016-12-26","","01","영업/정상","0000","정상","","","","","","25","","","경기도 남양주시 미금로**번길 ** (도농동, (주)빙그레)","12253","이용호(강원81자2831)","2016-12-26 13:33:29","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"25","축산물운반업","07_22_25_P","4191000","419000000820180001","2018-03-02","","01","영업/정상","0000","정상","","","","","0337457078","61.87","","강원특별자치도 원주시 봉산동 ****-*","강원특별자치도 원주시 치악로 ****-*, *층 (봉산동)","26329","원주축산운수","2021-06-17 11:38:03","I","2023-06-13 00:00:00","","284706.491114676","427821.634997922","축산물운반업","","0","000","0",
"26","축산물운반업","07_22_25_P","4191000","419000000820190001","2019-06-21","","01","영업/정상","0000","정상","","","","","7311011","99","","강원특별자치도 원주시 호저면 만종리 ***-**","강원특별자치도 원주시 호저면 원문로 ***-*, A동 *층","26375","(주)에스엘에프","2022-09-16 10:03:29","I","2023-06-13 00:00:00","","280103.402632352","428943.105226262","축산물운반업","","0","L00","0",
"27","축산물운반업","07_22_25_P","4191000","419000000820200002","2020-02-14","","01","영업/정상","0000","정상","","","","","033-731-7561","50","","강원특별자치도 원주시 소초면 흥양리 ****-*","강원특별자치도 원주시 소초면 송황유사길 **","26310","(주)산양미트","2020-02-14 15:44:11","I","2023-06-13 00:00:00","","286370.839985605","431409.89888188","축산물운반업","","0","L00","0",
"28","축산물운반업","07_22_25_P","4191000","419000000820200003","2020-06-01","","01","영업/정상","0000","정상","","","","","","32","","강원특별자치도 원주시 학성동 ***-*","강원특별자치도 원주시 정지길 ***-** (학성동)","26332","(주)원주혁신물류","2021-12-29 13:24:24","I","2023-06-13 00:00:00","","283797.89293119","428960.55714466","축산물운반업","","0","L00","0",
"29","축산물운반업","07_22_25_P","4191000","419000000820200004","2020-12-07","","01","영업/정상","0000","정상","","","","","","10","","강원특별자치도 원주시 지정면 가곡리 **** 원주기업도시 라온프라이빗","강원특별자치도 원주시 지정면 가곡로 ***, ***동 ****호 (원주기업도시 라온프라이빗)","26352","정원물류","2020-12-07 10:10:30","I","2023-06-13 00:00:00","","277379.389310467","431624.383212252","축산물운반업","","0","000","0",
"30","축산물운반업","07_22_25_P","4191000","419000000820200001","2020-02-14","","01","영업/정상","0000","정상","","","","","033-744-6646","22.95","","강원특별자치도 원주시 소초면 흥양리 ****-*","강원특별자치도 원주시 소초면 송황유사길 **","26310","(주)청우물류","2022-11-24 15:36:17","I","2023-06-13 00:00:00","","286370.839985605","431409.89888188","축산물운반업","","0","L00","0",
"31","축산물운반업","07_22_25_P","4191000","419000000820010001","2004-01-12","","01","영업/정상","0000","정상","","","","","0337435979","44.84","","강원특별자치도 원주시 우산동 *** *동","강원특별자치도 원주시 우산로 ***, *동 *층 (우산동)","26335","삼양로지스틱스주식회사","2022-01-03 17:05:14","I","2023-06-13 00:00:00","","282952.964980929","431133.811000084","축산물운반업","","0","L00","0",
"32","축산물운반업","07_22_25_P","4191000","419100000820240001","2024-03-12","","01","영업/정상","0000","정상","","","","","","10","","강원특별자치도 원주시 소초면 장양리 ***-* 영진*차아파트","강원특별자치도 원주시 소초면 장막*길 **, ***동 ***호 (영진*차아파트)","26306","에이스후레쉬(주)","2024-03-12 11:02:48","I","2024-03-14 00:16:02","","284785.199851184","434852.432478119","축산물운반업","","0","000","0",
"33","축산물운반업","07_22_25_P","4191000","419100000820230004","2016-07-11","","01","영업/정상","0000","정상","","","","","","18","","강원특별자치도 원주시 문막읍 반계리 ****-*","강원특별자치도 원주시 문막읍 반산*로 **, *층","26362","주식회사 삼진지에스","2025-04-10 09:55:40","U","2025-04-12 02:40:00","","271096.122491496","422340.676098486","축산물운반업","","0","L00","0",
"34","축산물운반업","07_22_25_P","4191000","419100000820230005","2023-11-27","","01","영업/정상","0000","정상","","","","","033-766-6661","74.42","","강원특별자치도 원주시 단구동 ****-**","강원특별자치도 원주시 구곡길 *-* (단구동)","26486","금왕냉동물류","2023-11-27 14:03:07","I","2023-11-29 00:17:01","","284057.894347609","424762.421739435","축산물운반업","","0","L00","0",
"35","축산물운반업","07_22_25_P","4191000","419100000820230002","2023-07-24","","03","폐업","0002","폐업","2024-08-23","","","","070-4154-0662","36.7","","강원특별자치도 원주시 반곡동 ****-**","강원특별자치도 원주시 입춘로 **, 엔터비즈타워 C동 ***호 (반곡동)","26460","(주)대성지엘에스","2024-08-23 15:10:54","U","2024-08-25 02:40:00","","286650.196160256","425529.258545694","축산물운반업","","0","L00","0",
"36","축산물운반업","07_22_25_P","4191000","419000000820020002","2002-07-29","","03","폐업","0002","폐업","2005-08-29","","","","","0","","강원특별자치도 원주시 봉산동 ****-* **통*반","","","개별화물(빙그레)","2005-08-29 17:24:48","I","2023-06-13 00:00:00","","284799.928949947","427821.647880004","축산물운반업","","0","000","0",
"37","축산물운반업","07_22_25_P","4191000","419000000820020003","2002-07-29","","03","폐업","0002","폐업","2005-04-04","","","","","0","","강원특별자치도 원주시 호저면 만종리 남원유통","","","개별화물","2005-04-04 16:01:27","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"38","축산물운반업","07_22_25_P","4191000","419000000820030001","2003-03-14","","03","폐업","0002","폐업","2005-02-28","","","","","0","","강원특별자치도 원주시 호저면 만종리 ***-*","","","(주)남원","2005-02-28 13:52:46","I","2023-06-13 00:00:00","","280252.989491685","428939.263698856","축산물운반업","","0","000","0",
"39","축산물운반업","07_22_25_P","4191000","419000000820030002","2003-03-15","","03","폐업","0002","폐업","2011-08-16","","","","0337465317","0","","강원특별자치도 원주시 호저면 만종리 ***-*","","","(주)빙그레","2011-08-16 13:11:35","I","2023-06-13 00:00:00","","280252.989491685","428939.263698856","축산물운반업","","0","000","0",
"40","축산물운반업","07_22_25_P","4191000","419000000820070001","2007-02-07","","03","폐업","0002","폐업","2010-04-05","","","","033-732-9691","13","","강원특별자치도 원주시 가현동 ***-*","","","일반화물","2010-04-05 16:30:47","I","2023-06-13 00:00:00","","282692.257451099","432485.622622449","축산물운반업","","0","000","0",
"41","축산물운반업","07_22_25_P","4191000","419000000820070002","2007-03-22","","03","폐업","0002","폐업","2011-01-25","","","","","0","","강원특별자치도 원주시 소초면 수암리 ****-**","","","개별화물(강원81자2082)","2011-01-25 16:15:19","I","2023-06-13 00:00:00","","286294.759738469","433535.80807178","축산물운반업","","0","000","0",
"42","축산물운반업","07_22_25_P","4191000","419000000820070003","2007-06-22","","03","폐업","0002","폐업","2008-07-14","","","","033-761-8767","0","","강원특별자치도 원주시 가현동 ***-*","","","하이미트(충남88바2582)","2008-07-14 15:10:50","I","2023-06-13 00:00:00","","282692.257451099","432485.622622449","축산물운반업","","0","000","0",
"43","축산물운반업","07_22_25_P","4191000","419000000820080001","2008-02-13","","03","폐업","0002","폐업","2014-03-06","","","","","0","","강원특별자치도 원주시 일산동 **-* 원주주차장","강원특별자치도 원주시 무실로**번길 ** (일산동, 원주주차장)","26427","개별화물(강원81자1772)","2014-03-06 14:40:24","I","2023-06-13 00:00:00","","283896.257084869","427990.073657414","축산물운반업","","0","000","0",
"44","축산물운반업","07_22_25_P","4191000","419000000820100002","2010-06-14","","03","폐업","0002","폐업","2011-08-18","","","","","0","","강원특별자치도 원주시 가현동 ***-*","","","서울81사3062","2011-08-18 20:02:47","I","2023-06-13 00:00:00","","282692.257451099","432485.622622449","축산물운반업","","0","000","0",
"45","축산물운반업","07_22_25_P","4191000","419000000820110001","2011-01-25","","03","폐업","0002","폐업","2015-09-01","","","","","0","","강원특별자치도 원주시 무실동 ****-*","강원특별자치도 원주시 송삼길 ** (무실동)","26385","개별화물 2352","2015-09-01 12:47:23","I","2023-06-13 00:00:00","","281288.565564328","426056.116950089","축산물운반업","","0","000","0",
"46","축산물운반업","07_22_25_P","4191000","419000000820110002","2011-09-06","","03","폐업","0002","폐업","2020-11-02","","","","","0","","강원특별자치도 원주시 호저면 주산리 ***","강원특별자치도 원주시 호저면 평천*길 **","26303","강원81자2361","2020-11-02 15:00:39","I","2023-06-13 00:00:00","","281564.959738437","436199.820278444","축산물운반업","","0","000","0",
"47","축산물운반업","07_22_25_P","4191000","419000000820130001","2013-03-05","","03","폐업","0002","폐업","2020-10-07","","","","033-747-7560","24.82","","강원특별자치도 원주시 가현동 ***-*","강원특별자치도 원주시 저금어지길 ***, *층 (가현동)","26333","영희통운3602","2020-10-07 16:43:15","I","2023-06-13 00:00:00","","282692.257451099","432485.622622449","축산물운반업","","0","000","0",
"48","축산물운반업","07_22_25_P","4191000","419000000820140002","2014-06-10","","03","폐업","0002","폐업","2014-06-17","","","","","46.8","","","강원특별자치도 원주시 흥업면 남원로 **","26403","가온누리미트 통상","2014-06-18 14:53:29","I","2023-06-13 00:00:00","","281421.702783072","422303.826910068","축산물운반업","","0","000","0",
"49","축산물운반업","07_22_25_P","4191000","419000000819980001","1998-07-21","","03","폐업","0002","폐업","2012-11-26","","","","0337639884","0","","강원특별자치도 원주시 귀래면 귀래리 ***","","","옥로식육점","2012-11-26 13:43:32","I","2023-06-13 00:00:00","","277182.704350553","412685.809572719","축산물운반업","","0","000","0",
"50","축산물운반업","07_22_25_P","4191000","419000000820020001","2002-07-29","","03","폐업","0002","폐업","2009-03-06","","","","","0","","강원특별자치도 원주시 단계동 ***-**","","","승일화물","2011-12-09 13:24:30","I","2023-06-13 00:00:00","","281802.717143701","428648.700384848","축산물운반업","","0","000","0",
"51","축산물운반업","07_22_25_P","4191000","419000000820040001","2004-04-08","","04","취소/말소/만료/정지/중지","0004","말소","2013-01-10","","","","","0","","강원특별자치도 원주시 우산동 ***동 ***호","","","(주식회사 빙그레)개별화물","2013-01-13 14:36:48","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"52","축산물운반업","07_22_25_P","4191000","419000000820060001","2006-09-29","","04","취소/말소/만료/정지/중지","0004","말소","2021-04-01","","","","0337434770","0","","강원특별자치도 원주시 관설동 ****-* ***동 ***호","강원특별자치도 원주시 시청로 ***, ***동 ***호 (관설동, 현진에버빌*차아파트)","26469","개별화물(냉동탑차)","2021-04-01 10:12:14","I","2023-06-13 00:00:00","","285262.397546743","424107.666296456","축산물운반업","","0","000","0",
"53","축산물운반업","07_22_25_P","4191000","419000000820100001","2010-04-05","","04","취소/말소/만료/정지/중지","0004","말소","2016-11-03","","","","","0","","강원특별자치도 원주시 가현동 ***-*","강원특별자치도 원주시 저금어지길 *** (가현동)","26333","강원 81자 2216","2016-11-03 17:46:26","I","2023-06-13 00:00:00","","282692.257451099","432485.622622449","축산물운반업","","0","000","0",
"54","축산물운반업","07_22_25_P","4201000","420100000820230001","2023-07-10","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 포남동 ****-*** *동 ***호","강원특별자치도 강릉시 경강로****번길 ** (포남동, 동남아파트)","25547","양양미트","2023-08-08 19:31:23","U","2023-08-10 02:40:00","","368145.276606801","475096.004204324","축산물운반업","","0","000","0",
"55","축산물운반업","07_22_25_P","4201000","420000000820160001","2016-01-11","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 연곡면 영진리 ***","강원특별자치도 강릉시 연곡면 연주로 **","25428","마루유통","2022-05-24 16:50:19","I","2023-06-13 00:00:00","","361585.492993598","486116.196315449","축산물운반업","","0","000","0",
"56","축산물운반업","07_22_25_P","4201000","420000000820210001","2021-05-13","","01","영업/정상","0000","정상","","","","","033-652-9060","66.8","","강원특별자치도 강릉시 두산동 **-**","강원특별자치도 강릉시 강변로***번길 * (두산동)","25573","(주)대주식품","2022-05-24 16:49:28","I","2023-06-13 00:00:00","","370390.864372355","475788.366840751","축산물운반업","","0","L00","0",
"57","축산물운반업","07_22_25_P","4201000","420000000820210002","2021-06-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 홍제동 **** ***동 ****호","강원특별자치도 강릉시 선수촌로 **, ***동 ****호 (홍제동, 엘에이치미디어촌*단지)","25522","수현물류","2022-05-24 16:52:51","I","2023-06-13 00:00:00","","364701.584041576","474007.825106393","축산물운반업","","0","000","0",
"58","축산물운반업","07_22_25_P","4201000","420000000820080001","2008-04-10","","01","영업/정상","0000","정상","","","","","033-651-9209","320.64","","강원특별자치도 강릉시 포남동 ****","강원특별자치도 강릉시 강릉대로 *** (포남동)","25480","(주)광진육가공","2022-05-24 16:48:18","I","2023-06-13 00:00:00","","368603.609186258","476542.967247897","축산물운반업","","0","L00","0",
"59","축산물운반업","07_22_25_P","4201000","420100000820240001","2024-12-09","","01","영업/정상","0000","정상","","","","","","39","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 경강로****번길 **, *층 *호 (포남동)","25546","청정유통","2024-12-09 15:07:13","I","2024-12-11 00:12:11","","367962.306706478","475357.742352562","축산물운반업","","0","000","0",
"60","축산물운반업","07_22_25_P","4201000","420000000820200001","2020-04-01","","03","폐업","0002","폐업","2020-04-02","","","","","15.19","","강원특별자치도 강릉시 포남동 ****-*","강원특별자치도 강릉시 보래미길 ** (포남동)","25478","롯데햄강릉대리점","2020-04-03 14:05:37","I","2023-06-13 00:00:00","","368195.63793761","476237.99886341","축산물운반업","","0","000","0",
"61","축산물운반업","07_22_25_P","4201000","420000000820210003","2021-08-02","","03","폐업","0002","폐업","2023-08-08","","","","","0","","강원특별자치도 강릉시 연곡면 동덕리 ***-*","강원특별자치도 강릉시 연곡면 동해대로 ****","25431","명진에너지","2023-08-16 09:48:19","U","2023-08-18 02:40:00","","362122.744347685","484298.467005478","축산물운반업","","0","000","0",
"62","축산물운반업","07_22_25_P","4201000","420000000820090001","2009-01-19","","03","폐업","0002","폐업","2012-06-15","","","","648-0046","157","","강원특별자치도 강릉시 포남동 ****-**","강원특별자치도 강릉시 경강로****번길 ** (포남동)","","한냉강릉대리점","2012-06-15 15:55:11","I","2023-06-13 00:00:00","","367980.580738674","475609.057640121","축산물운반업","","0","000","0",
"63","축산물운반업","07_22_25_P","4201000","420000000820090002","2009-07-28","","03","폐업","0002","폐업","2020-11-02","","","","033-647-5773","97","","강원특별자치도 강릉시 구정면 학산리 ****-*","강원특별자치도 강릉시 구정면 오독떼기길 **-**","","한우리","2020-11-10 10:13:25","I","2023-06-13 00:00:00","","366637.32688452","468603.604531807","축산물운반업","","0","000","0",
"64","축산물운반업","07_22_25_P","4201000","420000000820100001","2010-12-03","","03","폐업","0002","폐업","2015-04-07","","","","033-641-4985","106.2","","강원특별자치도 강릉시 두산동 ***-* 가동","","","주식회사 전국미트","2015-04-07 15:30:37","I","2023-06-13 00:00:00","","370284.191448289","474907.950908951","축산물운반업","","0","L00","0",
"65","축산물운반업","07_22_25_P","4201000","420000000820110001","2011-08-01","","03","폐업","0002","폐업","2017-02-20","","","","642-5727","0","","강원특별자치도 강릉시 유산동 ***-* 농산물도매시장관련상품동 *층 **호","","","형재식품","2017-03-10 17:49:31","I","2023-06-13 00:00:00","","369003.950742812","472343.966333923","축산물운반업","","0","000","0",
"66","축산물운반업","07_22_25_P","4211000","421100000820240001","2024-11-12","","01","영업/정상","0000","정상","","","","","","297","","강원특별자치도 동해시 천곡동 ****-* 보성육가공","강원특별자치도 동해시 샘실*길 **, 보성육가공 (천곡동)","25766","보성육가공","2024-11-12 10:10:50","I","2024-11-14 00:12:04","","386500.64758486","448575.449021851","축산물운반업","","0","000","0",
"67","축산물운반업","07_22_25_P","4211000","421100000820240002","2024-11-12","","01","영업/정상","0000","정상","","","","","","297","","강원특별자치도 동해시 천곡동 ****-* 보성육가공","강원특별자치도 동해시 샘실*길 **, 보성육가공 (천곡동)","25766","보성육가공","2024-11-12 10:34:31","I","2024-11-14 00:12:04","","386500.64758486","448575.449021851","축산물운반업","","0","000","0",
"68","축산물운반업","07_22_25_P","4211000","421000000820030001","2003-04-08","","03","폐업","0002","폐업","2005-07-15","","","","521-3309","1","","강원특별자치도 동해시 송정동 ***-***","","","돼지 식육점","2005-07-15 16:41:53","I","2023-06-13 00:00:00","","387870.873254679","446180.951812284","축산물운반업","","0","000","0",
"69","축산물운반업","07_22_25_P","4211000","421000000820090001","2009-03-16","","03","폐업","0002","폐업","2009-03-16","","","","","33","","강원특별자치도 동해시 부곡동 **-**","","","우리마트 정육점","2009-03-16 16:37:45","I","2023-06-13 00:00:00","","386017.117116104","450532.473341555","축산물운반업","","0","000","0",
"70","축산물운반업","07_22_25_P","4221000","422000000820200001","2020-03-18","","01","영업/정상","0000","정상","","","","","033-553-9875","49","","강원특별자치도 태백시 황지동 *** 황지동유진아트빌","강원특별자치도 태백시 고원로 **, 상가동 *층 ***호 (황지동, 황지동유진아트빌)","26023","두루축산","2022-03-14 15:40:57","I","2023-06-13 00:00:00","","376488.431767096","408425.645393492","축산물운반업","","0","000","0",
"71","축산물운반업","07_22_25_P","4221000","422000000819830001","1983-06-09","","03","폐업","0002","폐업","2003-06-05","","","","553-4000","0","","강원특별자치도 태백시 문곡동 **-**","강원특별자치도 태백시 태백로 **** (문곡동)","","태백축협태백우유","2004-02-18 16:46:13","I","2023-06-13 00:00:00","","378007.958279818","404877.335261285","축산물운반업","","0","000","0",
"72","축산물운반업","07_22_25_P","4221000","422000000819840001","1984-01-28","","03","폐업","0002","폐업","2011-03-24","","","","581-2848","0","","강원특별자치도 태백시 동점동 ***-*","강원특별자치도 태백시 사군드리길 ** (동점동)","26049","태정냉동운송사","2011-10-31 09:48:14","I","2023-06-13 00:00:00","","380787.095691415","400436.726669322","축산물운반업","","0","000","0",
"73","축산물운반업","07_22_25_P","4221000","422000000819930001","1993-12-23","","03","폐업","0002","폐업","2006-11-14","","","","553-6675","0","","강원특별자치도 태백시 황지동 **통*반","","","태백유통","2006-11-14 17:49:55","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"74","축산물운반업","07_22_25_P","4221000","422000000819970001","1997-12-30","","03","폐업","0002","폐업","2007-06-04","","","","552-1577","0","","강원특별자치도 태백시 소도동 **-**","","","태양화물","2007-06-14 09:58:36","I","2023-06-13 00:00:00","","","","축산물운반업","","0","000","0",
"75","축산물운반업","07_22_25_P","4221000","422000000819980001","1998-12-18","","03","폐업","0002","폐업","2004-02-18","","","","","0","","강원특별자치도 태백시 문곡동 **-**","강원특별자치도 태백시 태백로 **** (문곡동)","","태백산우유","2004-02-18 17:02:22","I","2023-06-13 00:00:00","","378007.958279818","404877.335261285","축산물운반업","","0","000","0",
