"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"19","관광펜션업","03_11_02_P","4181000","CDFI3261092024000002","2024-01-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 송암동 202-5","강원특별자치도 춘천시 송암길 17-12 (송암동)","24239","91stay","2025-03-04 11:37:05","U","2025-03-06 02:40:00","","260585.638254275","483305.977093964","관광펜션업","","자연녹지지역","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"20","관광펜션업","03_11_02_P","4181000","CDFI3261092024000001","2024-01-03","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 신동면 증리 414-2","강원특별자치도 춘천시 신동면 금병의숙길 33-39","24412","뭇별키즈풀빌라","2025-03-04 11:41:58","U","2025-03-06 02:40:00","","263218.751716603","479498.494636837","관광펜션업","","자연녹지지역","1","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"21","관광펜션업","03_11_02_P","4181000","CDFI3261092025000001","2025-06-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 사북면 신포리 426-6","강원특별자치도 춘천시 사북면 영서로 4755-30","24200","휴식공간","2025-06-23 13:04:14","I","2025-06-25 00:20:02","","","","관광펜션업","","","2","기타","","","단독주택","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","관광펜션업","03_11_02_P","4191000","CDFI3261092020000001","2020-03-05","","03","폐업","03","폐업","2021-08-10","","","","","","","강원특별자치도 원주시 소초면 학곡리 57-13","강원특별자치도 원주시 소초면 백교길 107, 클라우드펜션민박","26304","클라우드펜션민박","2021-12-23 17:50:45","I","2023-06-13 00:00:00","","294555.117804078","436511.394059376","관광펜션업","","","3","","","","","2","1","0","0","","","0","0","","0","0","","0","171.66","","0","","","","","","","0","","","","172",
"23","관광펜션업","03_11_02_P","4191000","CDFI3261092008000001","2008-08-01","","01","영업/정상","13","영업중","","","","","033-742-4455","","220-824","강원특별자치도 원주시 지정면 판대리 370-26","강원특별자치도 원주시 지정면 구재로 40-13","26357","자작나무숲펜션","2021-12-23 18:01:24","I","2023-06-13 00:00:00","","269951.792742982","432465.089403268","관광펜션업","관광사업","","3","","","","","0","0","0","0","","","0","0","","0","0","","0","218.45","","0","","","","","","","1200000000","","","","218",
"24","관광펜션업","03_11_02_P","4191000","CDFI3261092020000002","2020-05-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 판부면 금대리 1298","강원특별자치도 원주시 판부면 치악로 966, 또아리하우스","26504","또아리하우스","2025-01-06 16:15:40","U","2025-01-08 02:40:00","","288852.790716063","420407.597600497","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","164.16","","0","","","","","","","0","","","","164",
"25","관광펜션업","03_11_02_P","4191000","CDFI3261092021000001","2021-09-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 지정면 판대리 39-3","강원특별자치도 원주시 지정면 장지길 69-22","26357","지니의 캠프","2021-12-23 17:14:55","I","2023-06-13 00:00:00","","271829.431892923","430012.221743432","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","441.48","","0","","","","","","","250000000","","","","441",
"26","관광펜션업","03_11_02_P","4191000","CDFI3261092022000001","2022-08-23","","01","영업/정상","13","영업중","","","","","763-0480","","","강원특별자치도 원주시 신림면 금창리 467-5","강원특별자치도 원주시 신림면 치악로 480-11","26506","젤코바480","2022-08-23 14:06:45","I","2023-06-13 00:00:00","","292567.99547664","417940.611041598","관광펜션업","","","0","기타","","","다가구용 주택(공동주택적용)","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"27","관광펜션업","03_11_02_P","4191000","CDFI3261092024000001","2024-12-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 신림면 성남리 904","강원특별자치도 원주시 신림면 성남로 450","26506","다시오다스테이","2024-12-18 09:39:01","I","2024-12-20 00:11:41","","296155.817303187","420504.953160159","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"28","관광펜션업","03_11_02_P","4201000","CDFI3261092023000003","2023-07-18","","03","폐업","03","폐업","2024-03-25","","","","","","","강원특별자치도 강릉시 저동 313","강원특별자치도 강릉시 안현로244번길 61 (저동)","25461","자근숩","2024-03-27 15:02:01","U","2024-03-29 02:40:00","","366237.098481986","479255.490254408","관광펜션업","","","0","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"29","관광펜션업","03_11_02_P","4201000","CDFI3261092003000001","2003-12-18","","03","폐업","03","폐업","2014-08-15","","","","","","210-370","강원특별자치도 강릉시 저동 64-6","강원특별자치도 강릉시 저동골길 21 (저동)","","관광팬션 휴심","2014-08-18 08:50:53","I","2023-06-13 00:00:00","","366798.737827623","478899.766342412","관광펜션업","관광사업","","2","","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","195.4","","0","","","","","","","0","","","","195",
"30","관광펜션업","03_11_02_P","4201000","CDFI3261092004000001","2004-08-02","","03","폐업","03","폐업","2015-04-02","","","","","","210-851","강원특별자치도 강릉시 사천면 석교리 343-1","강원특별자치도 강릉시 사천면 구라미길 22-76","","래미안관광펜션","2015-04-03 14:14:01","I","2023-06-13 00:00:00","","361734.439623785","483569.548864291","관광펜션업","관광사업","관리지역","2","기타","","","숙박시설","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","900000000","","","","0",
"31","관광펜션업","03_11_02_P","4201000","CDFI3261092009000001","2009-06-11","","03","폐업","03","폐업","2014-07-08","","","","033-644-9411","","","강원특별자치도 강릉시 강동면 정동진리 산 33-1","","","하슬라뮤지엄 관광펜션","2014-07-10 19:49:19","I","2023-06-13 00:00:00","","","","관광펜션업","","관리지역","6","기타","","","숙박시설","3","3","0","0","","","0","0","","0","0","","0","5866.13","","0","","","","","","","1100000000","","","","5866",
"32","관광펜션업","03_11_02_P","4201000","CDFI3261092012000001","2012-03-29","","03","폐업","03","폐업","2014-11-10","","","","033-661-3810","","210-863","강원특별자치도 강릉시 연곡면 삼산리","강원특별자치도 강릉시 연곡면 삼산길 37","210-863","들꽃편지","2014-11-11 18:37:29","I","2023-06-13 00:00:00","","349697.270586939","484370.771362456","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"33","관광펜션업","03_11_02_P","4201000","CDFI3261092020000001","2020-09-14","","03","폐업","03","폐업","2023-06-26","","","","","","","강원특별자치도 강릉시 사천면 사천진리 192-5","강원특별자치도 강릉시 사천면 손맞이길 91-5","25435","하하스테이","2023-06-26 17:22:55","U","2023-06-28 02:40:00","","364178.434183052","483790.970306556","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"34","관광펜션업","03_11_02_P","4201000","CDFI3261092022000004","2022-08-03","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 안현동 224-56","강원특별자치도 강릉시 해안로 663-117 (안현동)","25459","하쿠나마타타","2022-08-03 14:30:37","I","2023-06-13 00:00:00","","366763.76673796","480624.83962311","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"35","관광펜션업","03_11_02_P","4201000","CDFI3261092023000001","2023-02-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 연곡면 삼산리 706","강원특별자치도 강릉시 연곡면 진고개로 1397-9","25400","행복이 가득한 집","2023-02-16 18:16:33","I","2023-06-13 00:00:00","","348898.397738127","484152.418902992","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","277.25","","0","","","","","","","0","","","","277",
"36","관광펜션업","03_11_02_P","4201000","CDFI3261092023000002","2023-03-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 판교리 514-4","강원특별자치도 강릉시 사천면 너다리길 87","25435","고심스테이","2023-03-22 10:20:35","I","2023-06-13 00:00:00","","362869.351697287","482862.798788352","관광펜션업","","","3","","","","단독주택","3","0","0","0","","","0","0","","0","0","","0","249.06","","0","","","","","","","500000000","","","","249",
"37","관광펜션업","03_11_02_P","4201000","CDFI3261092005000001","2005-01-12","","01","영업/정상","13","영업중","","","","","","","210-863","강원특별자치도 강릉시 연곡면 삼산리 141","강원특별자치도 강릉시 연곡면 소금강길 372-12","","마운틴밸리관광펜션","2008-11-24 17:02:37","I","2023-06-13 00:00:00","","350577.101941874","481401.361952081","관광펜션업","관광사업","관리지역","2","기타","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"38","관광펜션업","03_11_02_P","4201000","CDFI3261092010000001","2010-11-03","","01","영업/정상","13","영업중","","","","","033-660-5000","","210-863","강원특별자치도 강릉시 연곡면 삼산리 95","강원특별자치도 강릉시 연곡면 소금강길 379-32","","힐스파이브 관광펜션","2014-01-17 17:08:17","I","2023-06-13 00:00:00","","350923.756317308","481093.319099764","관광펜션업","","","3","기타","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","3131","","0","","","","","","","500000000","","","","3131",
"39","관광펜션업","03_11_02_P","4201000","CDFI3261092015000001","2015-06-11","","01","영업/정상","13","영업중","","","","","","","210-380","강원특별자치도 강릉시 안현동 348-3","강원특별자치도 강릉시 하남길255번길 6-22 (안현동)","25459","르샤트리","2020-08-03 16:58:49","I","2023-06-13 00:00:00","","366527.226841831","480103.311514573","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"40","관광펜션업","03_11_02_P","4201000","CDFI3261092019000001","2019-10-23","","01","영업/정상","13","영업중","","","","","033-641-7779","","","강원특별자치도 강릉시 안현동 188 바다가 좋아펜션","강원특별자치도 강릉시 해안로621번길 7, 바다가 좋아펜션 (안현동)","25459","바다가 좋아펜션","2019-10-23 17:01:47","I","2023-06-13 00:00:00","","367070.044029151","480546.354401515","관광펜션업","","관리지역","3","기타","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","397.72","","0","","","","","","","690000000","","","","398",
"41","관광펜션업","03_11_02_P","4201000","CDFI3261092021000001","2021-06-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 초당동 316","강원특별자치도 강릉시 초당순두부길55번길 24 (초당동)","25466","초당하우스","2021-06-10 14:01:08","I","2023-06-13 00:00:00","","368517.466432265","478155.097181917","관광펜션업","","일반주거지역","3","","","","","0","0","0","0","","","0","0","","0","0","","0","177.9","","0","","","","","","","0","","","","178",
"42","관광펜션업","03_11_02_P","4201000","CDFI3261092021000002","2021-11-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 저동 42-6","강원특별자치도 강릉시 경포로371번길 27-6 (저동)","25461","까미경포펜션","2021-11-15 08:57:29","I","2023-06-13 00:00:00","","366989.751670089","478986.305570864","관광펜션업","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"43","관광펜션업","03_11_02_P","4201000","CDFI3261092021000003","2021-11-15","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 저동 42-23","강원특별자치도 강릉시 경포로371번길 27-8 (저동)","25461","발리경포펜션","2024-01-16 13:26:26","U","2024-01-18 02:40:00","","366975.512025806","478988.027298308","관광펜션업","","일반주거지역","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"44","관광펜션업","03_11_02_P","4201000","CDFI3261092022000001","2022-02-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 192-4","강원특별자치도 강릉시 사천면 손맞이길 91-9","25435","컴페니온","2023-06-26 10:58:23","U","2023-06-28 02:40:00","","364199.282840788","483826.012950866","관광펜션업","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"45","관광펜션업","03_11_02_P","4201000","CDFI3261092022000002","2022-02-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 성산면 보광리 487","강원특별자치도 강릉시 성산면 보광본길 16-11","25442","연소담","2022-02-23 10:41:08","I","2023-06-13 00:00:00","","358347.907839561","473071.337656481","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"46","관광펜션업","03_11_02_P","4201000","CDFI3261092022000003","2022-04-28","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 강동면 정동진리 524-1","강원특별자치도 강릉시 강동면 율곡로 1458","25631","스테이인터뷰","2022-05-09 14:23:08","I","2023-06-13 00:00:00","","377377.399556034","469184.50826602","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"47","관광펜션업","03_11_02_P","4201000","CDFI3261092024000001","2024-07-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 강동면 정동진리 454","강원특별자치도 강릉시 강동면 정동등명길 21","25631","지소림 한옥 스테이","2024-07-26 09:39:39","U","2024-07-28 02:40:00","","377737.398216515","468707.933748534","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"48","관광펜션업","03_11_02_P","4201000","CDFI3261092025000001","2025-05-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 248-12","강원특별자치도 강릉시 사천면 진리해변길 113-2","25435","더퍼스트","2025-05-09 15:01:26","I","2025-05-11 00:20:32","","364990.047982148","483729.077001723","관광펜션업","","","0","","","","","4","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"49","관광펜션업","03_11_02_P","4201000","CDFI3261092025000002","2025-05-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 248-12","강원특별자치도 강릉시 사천면 진리해변길 113-1","25435","강릉 더퍼스트","2025-05-09 15:01:57","I","2025-05-11 00:20:32","","364990.047982148","483729.077001723","관광펜션업","","","0","","","","","4","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"50","관광펜션업","03_11_02_P","4201000","CDFI3261092025000003","2025-05-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 사천진리 274-6","강원특별자치도 강릉시 사천면 진리해변길 165","25435","강릉 하파펜션","2025-05-09 16:00:07","I","2025-05-11 00:20:32","","364651.166929503","484107.617885893","관광펜션업","","","0","","","","","3","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"51","관광펜션업","03_11_02_P","4201000","CDFI3261092023000005","2023-10-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 노동리 1047","강원특별자치도 강릉시 사천면 한과마을길 560","25437","파인힐","2023-10-18 13:18:43","I","2023-10-20 00:17:55","","358407.042527239","480133.319231289","관광펜션업","","","0","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"52","관광펜션업","03_11_02_P","4201000","CDFI3261092023000004","2023-10-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 사천면 산대월리 126-1","강원특별자치도 강릉시 사천면 순포안길 47-14","25441","강릉스테이이플","2023-10-10 17:43:57","I","2023-10-12 00:17:42","","365605.775424181","481323.924803066","관광펜션업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"53","관광펜션업","03_11_02_P","4211000","CDFI3261092023000001","2023-04-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 만우동 337-5","강원특별자치도 동해시 신계길 57-2 (만우동)","25704","호텔벨보이","2023-09-04 13:32:32","U","2023-09-06 02:40:00","","382885.416015417","452393.839462964","관광펜션업","","자연녹지지역","1","기타","","","단독주택","0","0","0","0","","","0","0","","0","0","","0","88.37","","0","","","","","","","670000000","","","","88",
"54","관광펜션업","03_11_02_P","4211000","CDFI3261092025000001","2025-08-19","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 동해시 대진동 178-2","강원특별자치도 동해시 대진1길 49-11 (대진동)","25708","다온스테이","2025-08-19 12:26:45","I","2025-08-21 00:20:13","","386765.354694364","454577.004257818","관광펜션업","","자연녹지지역","1","","","","","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"55","관광펜션업","03_11_02_P","4221000","CDFI3261092011000001","2011-01-12","","03","폐업","03","폐업","2015-01-07","","","","033-554-0007","","235-802","강원특별자치도 태백시 황지동 496-2","강원특별자치도 태백시 서학로 940-9 (황지동)","235-019","하늘다음펜션","2015-01-08 09:55:25","I","2023-06-13 00:00:00","","374764.465465802","407969.512537814","관광펜션업","","자연녹지지역","2","기타","","","다가구용 주택(공동주택적용)","2","0","0","0","","","0","0","","0","0","","0","213.39","","0","","","","","","","500000000","","","","213",
"56","관광펜션업","03_11_02_P","4231000","CDFI3261092020000001","2020-01-10","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 도문동 1413-1","강원특별자치도 속초시 하도문2길 7 (도문동)","24902","스머프하우스","2020-01-10 16:33:48","I","2023-06-13 00:00:00","","339663.299122116","518962.409516809","관광펜션업","","자연녹지지역","0","기타","","","","0","0","0","0","","","0","0","","0","0","","0","189","","0","","","","","","","10000000","","","","189",
