"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"13","동물운송업","02_03_12_P","4181000","418000005020210006","2021-06-24","","03","폐업","0002","폐업","2025-04-04","","","","","0","","강원특별자치도 춘천시 운교동 ***-*","강원특별자치도 춘천시 춘천로***번길 **(운교동)","24335","초코칩클래스","2025-04-04 12:30:57","U","2025-04-06 02:40:00","","264415.803224725","486059.45081097","동물운송업","동물운송업","000","0",
"14","동물운송업","02_03_12_P","4181000","418000005020210013","2021-08-18","","03","폐업","0002","폐업","2023-08-15","","","","033-264-0282","0","","강원특별자치도 춘천시 석사동 ***-**","강원특별자치도 춘천시 퇴계로 ***-*, *층 (석사동)","24390","멍블리하우스","2023-08-21 10:55:23","U","2023-08-23 02:40:00","","265216.296168285","484055.728702636","동물운송업","동물운송업","000","0",
"15","동물운송업","02_03_12_P","4181000","418000005020180018","2018-04-17","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","","0","","강원특별자치도 춘천시 동면 장학리 ***-*","강원특별자치도 춘천시 동면 소양강로 ***, 영업장(차량 : **보****)","24210","펫츠월드","2023-07-06 13:36:41","U","2023-07-08 02:40:00","","266298.99677321","490961.76056182","동물운송업","동물운송업","000","0",
"16","동물운송업","02_03_12_P","4191000","419100005020240004","2024-09-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 지정면 가곡리 ****-*","강원특별자치도 원주시 지정면 신지정로 ***-**, 샘마루동물병원 *층","26354","멍블리","2024-09-02 10:51:53","I","2024-09-04 00:13:26","","277960.040029803","430674.860466119","동물운송업","동물운송업","000","0",
"17","동물운송업","02_03_12_P","4191000","419000005020200013","2020-04-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 학성동 **-*","강원특별자치도 원주시 문화촌길 ***-* (학성동)","26332","픽업펫","2022-04-28 18:08:02","I","2023-06-13 00:00:00","","284018.513230649","429185.661166802","동물운송업","동물운송업","000","0",
"18","동물운송업","02_03_12_P","4191000","419000005020200026","2020-09-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단계동 ***-*","강원특별자치도 원주시 봉화로 *** (단계동)","26408","김구백이","2023-03-03 16:18:29","I","2023-06-13 00:00:00","","282206.65573571","428848.310062615","동물운송업","동물운송업","000","0",
"19","동물운송업","02_03_12_P","4191000","419000005020210011","2021-04-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 명륜동 ***-*","강원특별자치도 원주시 남원로***번길 **-* (명륜동)","26482","주주(ZOO ZOO)","2024-11-12 13:32:01","U","2024-11-14 02:40:00","","283414.041172344","425479.635447096","동물운송업","동물운송업","000","0",
"20","동물운송업","02_03_12_P","4191000","419000005020210039","2021-12-07","","01","영업/정상","0000","정상","","","","","070-4240-6740","0","","강원특별자치도 원주시 단구동 ****-**","강원특별자치도 원주시 구곡길 *-** (단구동)","26486","보드리","2024-12-12 13:37:03","U","2024-12-14 02:40:00","","284063.523653756","424859.378375858","동물운송업","동물운송업","000","0",
"21","동물운송업","02_03_12_P","4191000","419000005020210041","2021-12-15","","01","영업/정상","0000","정상","","","","","033-745-6685","0","","강원특별자치도 원주시 일산동 ***-**","강원특별자치도 원주시 천사로 ***(일산동)","26425","강아지집","2022-04-28 18:08:06","I","2023-06-13 00:00:00","","283318.086053561","427841.665386195","동물운송업","동물운송업","000","0",
"22","동물운송업","02_03_12_P","4191000","419000005020220001","2022-07-12","","01","영업/정상","0000","정상","","","","","1533-6244","0","","강원특별자치도 원주시 단구동 ***-* 원흥아파트","강원특별자치도 원주시 치악로 ****, ***동 ****호 (단구동, 원흥아파트)","26451","타요타요 펫택시","2025-10-02 15:07:17","U","2025-10-05 02:40:00","","286884.432432341","426470.471117665","동물운송업","동물운송업","000","0",
"23","동물운송업","02_03_12_P","4191000","419100005020240003","2024-07-03","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 명륜동 *** 대성현대아파트","강원특별자치도 원주시 향교길 **, 대성현대아파트 ***호 (명륜동)","26441","뽀미네 놀다올개","2024-07-03 13:20:25","I","2024-07-06 00:13:55","","284132.141987679","426812.624137424","동물운송업","동물운송업","000","0",
"24","동물운송업","02_03_12_P","4191000","419100005020240001","2024-05-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 흥업면 흥업리 **** 스타클래스엔에이치에프","강원특별자치도 원주시 흥업면 남원로 **-**, ***동 ****호 (스타클래스엔에이치에프)","26403","편하개 탈고양","2024-05-13 13:40:48","I","2024-05-15 00:14:39","","281686.040689941","422439.067706378","동물운송업","동물운송업","000","0",
"25","동물운송업","02_03_12_P","4191000","419100005020250004","2025-09-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 지정면 판대리 ***-*","강원특별자치도 원주시 지정면 지정로 ****, 나동","26357","비로소","2025-09-30 16:02:37","I","2025-10-02 00:20:02","","269366.723810148","432197.116529113","동물운송업","동물운송업","L00","0",
"26","동물운송업","02_03_12_P","4191000","419100005020250003","2025-06-02","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 관설동 ****-** 하이빌캐슬","강원특별자치도 원주시 단관초교길 **-*, ***호 (관설동, 하이빌캐슬)","26472","위드고 펫택시","2025-06-02 14:20:38","I","2025-06-04 00:20:42","","285351.896519729","424284.577180168","동물운송업","동물운송업","000","0",
"27","동물운송업","02_03_12_P","4191000","419100005020250002","2025-05-01","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 태장동 ****-*","강원특별자치도 원주시 북원로 ****, *~*층 (태장동)","26320","스카이개슬","2025-05-01 14:28:39","I","2025-05-03 00:20:28","","283800.874331525","431386.552129959","동물운송업","동물운송업","000","0",
"28","동물운송업","02_03_12_P","4191000","419100005020250001","2025-04-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 지정면 간현리 ***-*","강원특별자치도 원주시 지정면 간현로***번길 **","26359","딩굴댕굴","2025-04-08 15:39:51","I","2025-04-10 00:11:01","","274087.404495811","430061.563716281","동물운송업","동물운송업","000","0",
"29","동물운송업","02_03_12_P","4191000","419100005020230001","2023-11-03","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단구동 ****-* 한솔프라자","강원특별자치도 원주시 서원대로 ***, 한솔프라자 ***호 (단구동)","26484","고고독","2023-11-03 13:18:40","I","2023-11-05 00:17:22","","284152.113549263","425730.460245435","동물운송업","동물운송업","000","0",
"30","동물운송업","02_03_12_P","4191000","419100005020240006","2024-12-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 단계동 ***-* 세경*차아파트","강원특별자치도 원주시 백간길 **, 세경*차아파트 ***호 (단계동)","26410","르브쑝","2024-12-23 09:08:35","I","2024-12-25 00:11:30","","282350.250504186","428239.899901682","동물운송업","동물운송업","000","0",
"31","동물운송업","02_03_12_P","4191000","419100005020240007","2024-12-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 행구동 ****","강원특별자치도 원주시 오리현길 ***, *층 (행구동)","26456","멍친카페","2024-12-23 09:10:22","I","2024-12-25 00:11:30","","287637.009275429","426490.043068437","동물운송업","동물운송업","000","0",
"32","동물운송업","02_03_12_P","4191000","419100005020240005","2024-10-15","","03","폐업","0002","폐업","2024-12-31","","","","","0","","강원특별자치도 원주시 지정면 간현리 ***-*","강원특별자치도 원주시 지정면 간현로***번길 **","26359","딩굴댕굴","2025-01-03 14:46:56","U","2025-01-05 02:40:00","","274087.404495811","430061.563716281","동물운송업","동물운송업","000","0",
"33","동물운송업","02_03_12_P","4191000","419000005020210012","2021-04-12","","03","폐업","0002","폐업","2021-12-08","","","","","0","","강원특별자치도 원주시 단계동 ***-**","강원특별자치도 원주시 이화*길 **-**, ***호 (단계동)","26474","멍이요 중부점","2022-04-28 18:08:04","I","2023-06-13 00:00:00","","282602.56040449","426773.116971419","동물운송업","동물운송업","000","0",
"34","동물운송업","02_03_12_P","4191000","419000005020210013","2021-04-16","","03","폐업","0002","폐업","2024-02-01","","","","033-765-7707","0","","강원특별자치도 원주시 판부면 서곡리 ****-*","강원특별자치도 원주시 판부면 매봉길 **-*","26399","PET TERRY 펫 테리","2024-02-01 18:00:58","U","2024-02-03 02:40:00","","283716.937700967","424687.416231954","동물운송업","동물운송업","000","0",
"35","동물운송업","02_03_12_P","4191000","419000005020210017","2021-04-26","","03","폐업","0002","폐업","2021-12-08","","","","","0","","강원특별자치도 원주시 무실동 ****-* 원주무실*주공아파트","강원특별자치도 원주시 시청로 **, ***동 ***호 (무실동, 원주무실*주공아파트)","26387","멍이요 원주점","2022-04-28 18:08:04","I","2023-06-13 00:00:00","","281647.440192982","426677.940002147","동물운송업","동물운송업","000","0",
"36","동물운송업","02_03_12_P","4191000","419000005020210022","2021-05-31","","03","폐업","0002","폐업","2022-09-14","","","","","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 늘품로 *, ***호 (단구동)","26486","윤스펫","2022-09-14 15:54:49","I","2023-06-13 00:00:00","","284052.828677105","424707.963702758","동물운송업","동물운송업","000","0",
"37","동물운송업","02_03_12_P","4191000","419000005020210045","2018-08-24","","03","폐업","0002","폐업","2022-09-14","","","","033-904-7979","0","","강원특별자치도 원주시 단구동 ****-*","강원특별자치도 원주시 늘품로 **(단구동)","26486","퀸펫살롱","2022-09-14 15:49:53","I","2023-06-13 00:00:00","","284108.541317057","424856.922449948","동물운송업","동물운송업","000","0",
"38","동물운송업","02_03_12_P","4191000","419100005020240002","2024-07-02","","03","폐업","0002","폐업","2024-09-27","","","","","0","","강원특별자치도 원주시 관설동 ****-**","강원특별자치도 원주시 관설안길 **-*, ***호 (관설동)","26472","원주 펫 택시","2024-09-30 13:22:20","U","2024-10-02 02:40:00","","285134.96","424394.04","동물운송업","동물운송업","000","0",
"39","동물운송업","02_03_12_P","4191000","419000005020190001","2019-01-22","","04","취소/말소/만료/정지/중지","0004","말소","2025-03-17","","","","","0","","강원특별자치도 원주시 관설동 ****-*","강원특별자치도 원주시 라옹정길 **, ***호 (관설동)","26471","오빠가 데리러 갈 개","2025-03-18 19:18:53","U","2025-03-20 02:40:00","","285143.941201977","424701.213782392","동물운송업","동물운송업","000","0",
"40","동물운송업","02_03_12_P","4201000","420000005020180024","2018-10-15","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 노암동 ***-*","강원특별자치도 강릉시 남부로***번길 ** (노암동)","25610","멍뭉이","2025-06-20 08:56:39","U","2025-06-22 02:40:00","","367065.690480501","472657.320758258","동물운송업","동물운송업","000","0",
"41","동물운송업","02_03_12_P","4201000","420000005020180027","2018-10-17","","01","영업/정상","0000","정상","","","","","6435352","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 경강로 **** (옥천동)","25554","하얀강아지","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","367372.85772861","474424.810168848","동물운송업","동물운송업","000","0",
"42","동물운송업","02_03_12_P","4201000","420000005020180028","2018-10-23","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 구정면 학산리 ***-*","강원특별자치도 강릉시 구정면 오독떼기길 **","25623","개들의왕국","2022-04-28 18:08:30","I","2023-06-13 00:00:00","","366561.815077909","468617.973078083","동물운송업","동물운송업","000","0",
"43","동물운송업","02_03_12_P","4201000","420000005020180040","2018-12-13","","01","영업/정상","0000","정상","","","","","647-7000","0","","강원특별자치도 강릉시 홍제동 ***-*","강원특별자치도 강릉시 사임당로 ***, *층 (홍제동)","25520","댕댕클럽","2022-04-28 18:08:31","I","2023-06-13 00:00:00","","364298.927352805","474389.630661878","동물운송업","동물운송업","000","0",
"44","동물운송업","02_03_12_P","4201000","420000005020210009","2021-06-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 사천면 노동리 ***","강원특별자치도 강릉시 사천면 송암골길 ***","25439","파인독(pine dog)","2022-04-28 18:08:34","I","2023-06-13 00:00:00","","361340.848565113","478477.641764563","동물운송업","동물운송업","000","0",
"45","동물운송업","02_03_12_P","4201000","420000005020230001","2023-03-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 견소동 ***-*","강원특별자치도 강릉시 경강로****번길 **-*(견소동)","25561","윤특 반려견 탐구생활","2023-03-08 13:48:46","I","2023-06-13 00:00:00","","370393.994887282","476274.965439564","동물운송업","동물운송업","000","0",
"46","동물운송업","02_03_12_P","4201000","420100005020240002","2024-05-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 노암동 ***-**","강원특별자치도 강릉시 강변로***번길 *-* (노암동)","25588","가자펫택시 강릉점","2025-09-17 10:32:45","U","2025-09-19 02:40:00","","367397.185308612","473588.308873622","동물운송업","동물운송업","000","0",
"47","동물운송업","02_03_12_P","4201000","420100005020240001","2024-03-04","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 임당동 **-*","강원특별자치도 강릉시 문화의길*번길 *, *층 (임당동)","25533","쓰담쓰담","2024-03-04 18:06:02","I","2024-03-06 00:15:38","","366861.985001848","474104.352427283","동물운송업","동물운송업","000","0",
"48","동물운송업","02_03_12_P","4201000","420100005020250001","2025-02-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 강릉시 옥계면 현내리 ***","강원특별자치도 강릉시 옥계면 현내뒷길 ***-*","25634","pet02버2498","2025-02-27 13:14:33","I","2025-03-01 00:10:37","","378944.96969434","457490.037899921","동물운송업","동물운송업","000","0",
"49","동물운송업","02_03_12_P","4201000","420000005020180001","2018-05-13","","03","폐업","0002","폐업","2022-12-21","","","","","0","","강원특별자치도 강릉시 임당동 **-*","강원특별자치도 강릉시 문화의길 ** (임당동)","25533","애견콜","2022-12-21 14:25:57","I","2023-06-13 00:00:00","","366865.299432419","474194.012588196","동물운송업","동물운송업","000","0",
"50","동물운송업","02_03_12_P","4201000","420000005020180010","2018-08-13","","03","폐업","0002","폐업","2024-11-26","","","","642-2865","0","","강원특별자치도 강릉시 옥천동 ***-*","강원특별자치도 강릉시 옥가로 ** (옥천동)","25551","퍼피랜드","2025-01-15 17:48:22","U","2025-01-17 02:40:00","","367274.383777915","474497.533868566","동물운송업","동물운송업","000","0",
"51","동물운송업","02_03_12_P","4201000","420000005020180023","2018-10-06","","03","폐업","0002","폐업","2024-03-15","","","","646-2375","0","","강원특별자치도 강릉시 구정면 여찬리 ***","강원특별자치도 강릉시 구정면 구정중앙로 ***-*","25622","개버랜드","2024-03-15 16:12:16","U","2024-03-17 02:40:00","","365153.109674068","469627.771475696","동물운송업","동물운송업","000","0",
"52","동물운송업","02_03_12_P","4201000","420000005020210005","2021-04-13","","03","폐업","0002","폐업","2022-06-09","","","","","0","","강원특별자치도 강릉시 내곡동 ***-*","강원특별자치도 강릉시 남부로**번길 **-** (내곡동)","25604","갬성DOG","2022-06-14 16:29:16","I","2023-06-13 00:00:00","","366182.643461565","472630.344868276","동물운송업","동물운송업","000","0",
"53","동물운송업","02_03_12_P","4211000","421000005020180001","2018-07-18","","03","폐업","0002","폐업","","","","","","0","","강원특별자치도 동해시 천곡동 ****-* 삼양골든빌딩 ***호","강원특별자치도 동해시 천곡로 **, 삼양골든빌딩 (천곡동)","25768","펫벙커","2022-04-28 18:08:39","I","2023-06-13 00:00:00","","386739.511869919","448851.26894169","동물운송업","동물운송업","000","0",
"54","동물운송업","02_03_12_P","4231000","423100005020240003","2024-11-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 동명동 ***-*","강원특별자치도 속초시 영랑로*길 ** (동명동)","24823","해피애견","2024-11-13 15:04:38","I","2024-11-15 00:12:04","","339506.568012389","524520.884875269","동물운송업","동물운송업","000","0",
"55","동물운송업","02_03_12_P","4231000","423100005020240001","2024-02-08","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 조양동 ****-*** 속초 조양 코아루 아리스타","강원특별자치도 속초시 동해대로 ****, ****호 (조양동, 속초 조양 코아루 아리스타)","24885","댕댕이 펫카","2024-02-08 14:57:04","I","2024-02-11 00:16:19","","339791.341495509","522063.998456524","동물운송업","동물운송업","000","0",
"56","동물운송업","02_03_12_P","4231000","423100005020250002","2025-08-13","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 속초시 교동 ***-*","강원특별자치도 속초시 밤골*길 **, *층 (교동)","24862","가자펫택시","2025-08-13 13:23:54","I","2025-08-15 00:20:12","","337168.830165255","523307.83448094","동물운송업","동물운송업","000","0",
"57","동물운송업","02_03_12_P","4231000","423100005020250001","2025-02-21","","01","영업/정상","0000","정상","","","","","033-636-6653","0","","강원특별자치도 속초시 청학동 ***-**","강원특별자치도 속초시 청학로 ** (청학동)","24830","가자펫택시(교동점)","2025-08-13 13:22:25","U","2025-08-15 02:40:00","","338563.382364438","523474.439204154","동물운송업","동물운송업","000","0",
"58","동물운송업","02_03_12_P","4231000","423000005020180031","2018-10-08","","02","휴업","0001","휴업","","2022-05-26","2023-05-26","","","0","","강원특별자치도 속초시 청호동 ****","강원특별자치도 속초시 청호로 ***-* (청호동)","24884","다올콜밴","2022-05-26 11:22:43","I","2023-06-13 00:00:00","","339675.372332385","523127.783106738","동물운송업","동물운송업","000","0",
"59","동물운송업","02_03_12_P","4231000","423000005020180011","2018-06-04","","03","폐업","0002","폐업","2023-11-30","","","","0336352623","0","","강원특별자치도 속초시 금호동 ***-**","강원특별자치도 속초시 번영로 ** (금호동)","24842","설악애견","2023-11-30 11:28:24","U","2023-12-02 02:40:00","","338762.102251728","523764.931631589","동물운송업","동물운송업","000","0",
"60","동물운송업","02_03_12_P","4231000","423000005020190003","2019-12-31","","03","폐업","0002","폐업","2022-05-01","","","","","0","","강원특별자치도 속초시 조양동 ****-**","강원특별자치도 속초시 조양로 *** (조양동)","24890","너에개 나에개","2023-05-22 16:14:57","I","2023-06-13 00:00:00","","339088.402824986","521676.964429587","동물운송업","동물운송업","000","0",
"61","동물운송업","02_03_12_P","4231000","423000005020210003","2021-06-11","","03","폐업","0002","폐업","2024-04-15","","","","","0","","강원특별자치도 속초시 교동 ***-**","강원특별자치도 속초시 만천*길 ** (교동)","24852","펫 택시 몽실","2024-04-15 16:46:41","U","2024-04-17 02:40:00","","337976.98045558","523000.800906531","동물운송업","동물운송업","000","0",
"62","동물운송업","02_03_12_P","4231000","423100005020240002","2024-03-18","","03","폐업","0002","폐업","2025-08-12","","","","","0","","강원특별자치도 속초시 교동 ***-*** 럭키설악타운 *차","강원특별자치도 속초시 만천*길 *, *동 ***호 (교동, 럭키설악타운 *차)","24849","가자 펫 택시","2025-08-12 18:00:37","U","2025-08-15 02:40:00","","337770.080531838","523103.472527516","동물운송업","동물운송업","000","0",
"63","동물운송업","02_03_12_P","4231000","423100005020230001","2023-12-08","","03","폐업","0002","폐업","2025-06-05","","","","","0","","강원특별자치도 속초시 조양동 **** 부영아파트","강원특별자치도 속초시 조양로***번길 **, ***동 ****호 (조양동, 부영아파트)","24874","펫가드 펫택시","2025-06-05 13:43:48","U","2025-06-08 02:40:00","","338730.598434277","521824.827015884","동물운송업","동물운송업","000","0",
"64","동물운송업","02_03_12_P","4281000","428000005020210004","2021-10-27","","01","영업/정상","0000","정상","","","","","033-335-0004","0","","강원특별자치도 평창군 평창읍 종부리 **-**","강원특별자치도 평창군 평창읍 종부*길 ***-**","25377","(주)더조은펫타운","2022-10-04 16:10:48","I","2023-06-13 00:00:00","","325193.138385256","428272.676180813","동물운송업","동물운송업","000","0",
"65","동물운송업","02_03_12_P","4281000","428000005020180005","2018-10-16","","03","폐업","0002","폐업","2024-05-14","","","","","0","","강원특별자치도 평창군 대화면 하안미리 산 ***","강원특별자치도 평창군 대화면 가평로 ***-**","25363","검단켄빌","2024-05-14 10:35:10","U","2024-05-16 02:40:00","","333007.467191296","438358.127968885","동물운송업","동물운송업","000","0",
"66","동물운송업","02_03_12_P","4311000","431100005020240001","2024-05-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 화천군 간동면 간척리 ***-*","강원특별자치도 화천군 간동면 간척리길 ***","24139","Elim Dog (엘림독)","2024-05-17 13:42:14","I","2024-05-19 00:14:36","","272654.423363958","503308.197857843","동물운송업","동물운송업","000","0",
"67","동물운송업","02_03_12_P","4341000","434100005020250001","2025-09-09","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 고성군 토성면 용암리 ***-**","강원특별자치도 고성군 토성면 용암*길 **-**","24759","멜로테일","2025-09-09 09:31:33","I","2025-09-11 00:20:02","","334975.678123344","530336.789251593","동물운송업","동물운송업","000","0",
"68","동물운송업","02_03_12_P","4351000","435000005020200002","2020-03-18","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 양양군 강현면 정암리 **-*","강원특별자치도 양양군 강현면 동해대로 ****","25003","더 퍼피즈 블루오션","2022-04-28 18:08:42","I","2023-06-13 00:00:00","","341290.279157319","516680.248144441","동물운송업","동물운송업","000","0",
"69","동물운송업","02_03_12_P","4351000","435100005020230001","2023-07-03","","03","폐업","0002","폐업","2025-08-07","","","","","0","","강원특별자치도 양양군 강현면 강선리 *** 양양물치강선엘에이치천년나무 ***동 ***호","강원특별자치도 양양군 강현면 물치천로 **-**, ***동 ***호 (양양물치강선엘에이치천년나무)","25061","가자 펫택시","2025-08-07 16:38:55","U","2025-08-10 02:40:00","","340117.413684989","517873.444806491","동물운송업","동물운송업","000","0",
"70","동물운송업","02_03_12_P","4351000","435000005020210001","2021-02-24","","03","폐업","0002","폐업","2023-09-29","","","","","0","","강원특별자치도 양양군 현남면 광진리 *** 대목바다마을아파트 ***동 ***호","강원특별자치도 양양군 현남면 동해대로 ***-*, ***동 *층 ***호 (대목바다마을아파트)","25056","멍이요","2023-10-05 14:22:38","U","2023-10-07 02:40:00","","355082.787575262","496589.787351812","동물운송업","동물운송업","000","0",
