"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"14","동물판매업","02_03_07_P","4181000","418000004520230001","2023-03-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 서부대성로 ***-* (효자동)","24294","하이엔드 멍","2023-03-31 09:14:29","I","2023-06-13 00:00:00","","264851.610718009","486176.295874422","동물판매업","동물판매업(일반)","000","0",
"15","동물판매업","02_03_07_P","4181000","418100004520240005","2024-09-30","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 소양로*가 ***-* 신동아아파트 **호","강원특별자치도 춘천시 서부대성로 **, *층 **호 (소양로*가, 신동아아파트)","24272","닥터독앤켓","2024-09-30 15:59:37","I","2024-10-02 00:12:51","","263675.833817836","487157.336209289","동물판매업","동물판매업(일반)","L00","0",
"16","동물판매업","02_03_07_P","4181000","418100004520240003","2024-09-03","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 서부대성로 ***, *층 (효자동)","24293","강아지와 고양이(Dog & Cat)","2024-09-03 09:45:19","I","2024-09-05 00:13:04","","264758.732173488","486226.577662528","동물판매업","동물판매업(일반)","000","0",
"17","동물판매업","02_03_07_P","4181000","418100004520240006","2024-11-07","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 조양동 **-*","강원특별자치도 춘천시 시청길**번길 *-*, *층 (조양동)","24352","춘천 고양이집","2024-11-07 10:07:50","I","2024-11-09 00:12:08","","264048.306382749","486615.231614562","동물판매업","동물판매업(일반)","000","0",
"18","동물판매업","02_03_07_P","4181000","418100004520240002","2024-05-17","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 퇴계동 ***-*","강원특별자치도 춘천시 춘주로***번길 **, *층 (퇴계동)","24443","햄스터분양 베이비초롱","2024-05-17 11:45:01","I","2024-05-19 00:14:36","","263869.914959175","484589.681992795","동물판매업","동물판매업(일반)","000","0",
"19","동물판매업","02_03_07_P","4181000","418100004520240001","2024-02-27","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 남산면 행촌리 ***","강원특별자치도 춘천시 남산면 동촌로 ***-**","24466","코리아 퍼피","2024-02-27 14:57:04","I","2024-02-29 00:15:52","","260505.634923674","472783.877971313","동물판매업","동물판매업(일반)","000","0",
"20","동물판매업","02_03_07_P","4181000","418100004520250001","2025-08-14","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 효석로**번길 **, *층 (석사동)","24383","미니멀 정글","2025-08-14 09:11:31","I","2025-08-17 00:20:12","","265200.514020211","484514.365030437","동물판매업","동물판매업(일반)","000","0",
"21","동물판매업","02_03_07_P","4181000","418000004520150002","2015-11-09","","03","폐업","0002","폐업","2017-03-08","","","","0332514446","0","","","강원특별자치도 춘천시 동면 춘천로 ***","24213","개네집","2022-04-28 18:08:54","I","2023-06-13 00:00:00","","266859.107975486","488253.798895921","동물판매업","동물판매업(일반)","000","0",
"22","동물판매업","02_03_07_P","4181000","418000004520100005","2010-05-03","","03","폐업","0002","폐업","2018-09-11","","","","","","","강원특별자치도 춘천시 후평동 ***-* *층","강원특별자치도 춘천시 춘천로 *** (후평동,*층)","","공주애견카페","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","265204.058378159","486592.320626815","동물판매업","동물판매업(일반)","000","0",
"23","동물판매업","02_03_07_P","4181000","418000004520100006","2010-05-11","","03","폐업","0002","폐업","2010-09-07","","","","","","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 효자로 **-* (효자동)","","아지와나","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","264388.452115642","485689.406763123","동물판매업","동물판매업(일반)","000","0",
"24","동물판매업","02_03_07_P","4181000","418000004520110001","2011-02-23","","03","폐업","0002","폐업","","","","","","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 애막골길*번길 ** (석사동)","","신데렐라","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","266427.94329784","485174.697404927","동물판매업","동물판매업(일반)","000","0",
"25","동물판매업","02_03_07_P","4181000","418000004520110003","2011-06-03","","03","폐업","0002","폐업","2014-12-03","","","","","0","","강원특별자치도 춘천시 퇴계동 ***-**","강원특별자치도 춘천시 행촌로 ** (퇴계동)","24443","강아지","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","263830.34839466","484554.620045672","동물판매업","동물판매업(일반)","000","0",
"26","동물판매업","02_03_07_P","4181000","418000004520110005","2011-09-08","","03","폐업","0002","폐업","2017-02-17","","","","","0","","강원특별자치도 춘천시 운교동 ***-*","강원특별자치도 춘천시 춘천로 ***-* (운교동)","24351","푸시캣독스","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","264354.067295666","486245.960223223","동물판매업","동물판매업(일반)","000","0",
"27","동물판매업","02_03_07_P","4181000","418000004520110006","2011-09-30","","03","폐업","0002","폐업","2014-01-15","","","","","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 춘천로 *** (후평동)","","캣츠앤독스","2022-04-28 18:08:52","I","2023-06-13 00:00:00","","265320.840941641","486658.316049129","동물판매업","동물판매업(일반)","000","0",
"28","동물판매업","02_03_07_P","4181000","418000004520110007","2011-11-15","","03","폐업","0002","폐업","","","","","","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 후석로 *** (후평동)","","신데렐라펫샵","2022-04-28 18:08:52","I","2023-06-13 00:00:00","","266117.077569176","486190.268758294","동물판매업","동물판매업(일반)","000","0",
"29","동물판매업","02_03_07_P","4181000","418000004520110008","2011-11-15","","03","폐업","0002","폐업","2017-02-17","","","","","0","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 후석로 *** (후평동)","24283","신데렐라 펫삽","2022-04-28 18:08:52","I","2023-06-13 00:00:00","","266117.077569176","486190.268758294","동물판매업","동물판매업(일반)","000","0",
"30","동물판매업","02_03_07_P","4181000","418000004520120003","2012-08-28","","03","폐업","0002","폐업","2022-01-17","","","","","0","","강원특별자치도 춘천시 퇴계동 ***","강원특별자치도 춘천시 김유정로 **** (퇴계동)","","홈플러스춘천점수족관","2022-04-28 18:08:52","I","2023-06-13 00:00:00","","264597.191878957","483368.29049207","동물판매업","동물판매업(일반)","000","0",
"31","동물판매업","02_03_07_P","4181000","418000004520130001","2013-05-27","","03","폐업","0002","폐업","2017-02-02","","","","033-242-8075","0","","강원특별자치도 춘천시 효자동 ***-*","강원특별자치도 춘천시 춘천로 *** (효자동)","24329","광장동물병원","2022-04-28 18:08:52","I","2023-06-13 00:00:00","","264607.739384354","486205.143820709","동물판매업","동물판매업(일반)","000","0",
"32","동물판매업","02_03_07_P","4181000","418000004520140002","2014-02-28","","03","폐업","0002","폐업","2018-12-26","","","","033-264-3662","0","","","강원특별자치도 춘천시 퇴계로**번길 *-* (퇴계동)","24376","퍼피 아이","2022-04-28 18:08:52","I","2023-06-13 00:00:00","","264296.977849752","484628.126062311","동물판매업","동물판매업(일반)","000","0",
"33","동물판매업","02_03_07_P","4181000","418000004520140003","2014-06-25","","03","폐업","0002","폐업","2024-02-05","","","","","0","","","강원특별자치도 춘천시 동면 춘천순환로 ***","24218","파트라슈애견","2024-02-05 16:37:46","U","2024-02-07 02:40:00","","267515.545593659","486589.685681696","동물판매업","동물판매업(일반)","000","0",
"34","동물판매업","02_03_07_P","4181000","418000004520140004","2014-08-02","","03","폐업","0002","폐업","2018-12-18","","","","","0","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 후석로 *** (후평동)","24283","더독","2022-04-28 18:08:53","I","2023-06-13 00:00:00","","266116.253187173","486139.908025095","동물판매업","동물판매업(일반)","000","0",
"35","동물판매업","02_03_07_P","4181000","418000004520140005","2014-11-04","","03","폐업","0002","폐업","2018-09-11","","","","","0","","","강원특별자치도 춘천시 춘천로 *** (후평동)","24292","스타독","2022-04-28 18:08:54","I","2023-06-13 00:00:00","","265241.181383557","486568.446362211","동물판매업","동물판매업(일반)","000","0",
"36","동물판매업","02_03_07_P","4181000","418000004520160001","2016-02-15","","03","폐업","0002","폐업","2021-05-04","","","","07046752202","0","","강원특별자치도 춘천시 동내면 거두리 *** *통","강원특별자치도 춘천시 동내면 춘천순환로 **","24400","펫클럽","2022-04-28 18:08:54","I","2023-06-13 00:00:00","","266014.006883551","483972.072375063","동물판매업","동물판매업(일반)","000","0",
"37","동물판매업","02_03_07_P","4181000","418000004520160003","2016-04-07","","03","폐업","0002","폐업","2019-12-16","","","","0332430303","0","","","강원특별자치도 춘천시 명동길 **, *층 (중앙로*가)","24354","작은언니네 고양이","2022-04-28 18:08:54","I","2023-06-13 00:00:00","","263854.836241419","486507.793887228","동물판매업","동물판매업(일반)","000","0",
"38","동물판매업","02_03_07_P","4181000","418000004520160004","2016-04-07","","03","폐업","0002","폐업","2019-09-18","","","","","0","","","강원특별자치도 춘천시 춘천로 *** (효자동)","24259","도그마루","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","264906.15962607","486416.299109399","동물판매업","동물판매업(일반)","000","0",
"39","동물판매업","02_03_07_P","4181000","418000004520160005","2016-07-25","","03","폐업","0002","폐업","2017-12-27","","","","","0","","","강원특별자치도 춘천시 서부대성로 *** (효자동)","24341","cafe. 강아지","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","265303.173935593","485886.046971427","동물판매업","동물판매업(일반)","000","0",
"40","동물판매업","02_03_07_P","4181000","418000004520170001","2017-03-20","","03","폐업","0002","폐업","2017-06-26","","","","0332541446","0","","","강원특별자치도 춘천시 동면 춘천로 ***","24213","개네집","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","266859.107975486","488253.798895921","동물판매업","동물판매업(일반)","000","0",
"41","동물판매업","02_03_07_P","4181000","418000004520170003","2017-05-16","","03","폐업","0002","폐업","2019-07-31","","","","","0","","","강원특별자치도 춘천시 동면 만천로 **-**","24213","호텔 독","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","267840.665094311","486403.908590886","동물판매업","동물판매업(일반)","000","0",
"42","동물판매업","02_03_07_P","4181000","418000004520170004","2017-06-14","","03","폐업","0002","폐업","","","","","","0","","","강원특별자치도 춘천시 충혼길**번길 **-* (온의동)","24437","터미널 애견까페","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","263207.475","484616.64","동물판매업","동물판매업(일반)","000","0",
"43","동물판매업","02_03_07_P","4181000","418000004520170005","2017-07-07","","03","폐업","0002","폐업","2018-09-17","","","","","0","","","강원특별자치도 춘천시 동면 춘천로 ***","24213","개네집","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","266859.107975486","488253.798895921","동물판매업","동물판매업(일반)","000","0",
"44","동물판매업","02_03_07_P","4181000","418000004520170007","2017-09-18","","03","폐업","0002","폐업","2018-02-22","","","","","0","","","강원특별자치도 춘천시 춘천로 *** (후평동)","24292","파트너도그","2022-04-28 18:08:55","I","2023-06-13 00:00:00","","265286.473206589","486587.432015705","동물판매업","동물판매업(일반)","000","0",
"45","동물판매업","02_03_07_P","4181000","418000004520180012","2018-04-11","","03","폐업","0002","폐업","2018-09-17","","","","033-251-4446","0","","강원특별자치도 춘천시 동면 장학리 ***-*","강원특별자치도 춘천시 동면 춘천로 ***","24213","개네집","2022-04-28 18:08:56","I","2023-06-13 00:00:00","","266859.107975486","488253.798895921","동물판매업","동물판매업(일반)","000","0",
"46","동물판매업","02_03_07_P","4181000","418000004520180045","2018-09-27","","03","폐업","0002","폐업","2021-12-20","","","","","0","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 춘천로 *** (후평동)","24257","공주애견 &amp; Black Dog","2022-04-28 18:08:57","I","2023-06-13 00:00:00","","265314.660141186","486650.5615261","동물판매업","동물판매업(일반)","000","0",
"47","동물판매업","02_03_07_P","4181000","418000004520190007","2019-05-17","","03","폐업","0002","폐업","2023-04-05","","","","","0","","강원특별자치도 춘천시 조양동 **-**","강원특별자치도 춘천시 금강로 ** (조양동)","24353","펫 앤 독","2023-06-20 15:10:19","U","2023-06-22 02:40:00","","264082.527344071","486466.345025436","동물판매업","동물판매업(일반)","000","0",
"48","동물판매업","02_03_07_P","4181000","418000004520190011","2019-08-06","","03","폐업","0002","폐업","2020-02-21","","","","","0","","강원특별자치도 춘천시 온의동 ***-*","강원특별자치도 춘천시 충혼길**번길 **, *층 ***호 (온의동)","24437","(주)코스모스이펙트","2022-04-28 18:08:58","I","2023-06-13 00:00:00","","263250.540593552","484452.409041204","동물판매업","동물판매업(일반)","L00","0",
"49","동물판매업","02_03_07_P","4181000","418000004520080001","2020-08-12","","03","폐업","0002","폐업","2021-12-10","","","","033-242-3636","0","","강원특별자치도 춘천시 동면 만천리 ***-*","강원특별자치도 춘천시 동면 만천로 ***","24216","독스앤휴먼","2022-04-28 18:08:50","I","2023-06-13 00:00:00","","266413.284572076","487188.607000607","동물판매업","동물판매업(일반)","000","0",
"50","동물판매업","02_03_07_P","4181000","418000004520080002","2008-07-21","","03","폐업","0002","폐업","2021-12-30","","","","","","","강원특별자치도 춘천시 효자동 ***-**","강원특별자치도 춘천시 춘천로 ***-* (효자동)","24292","멍군","2022-04-28 18:08:50","I","2023-06-13 00:00:00","","265180.276300152","486528.606721984","동물판매업","동물판매업(일반)","000","0",
"51","동물판매업","02_03_07_P","4181000","418000004520080003","2008-08-01","","03","폐업","0002","폐업","2012-11-15","","","","","0","","강원특별자치도 춘천시 약사동 ***-*","강원특별자치도 춘천시 공지로 *** (약사동)","","명품펫","2022-04-28 18:08:50","I","2023-06-13 00:00:00","","263641.362107548","485730.587118148","동물판매업","동물판매업(일반)","000","0",
"52","동물판매업","02_03_07_P","4181000","418000004520080005","2008-10-13","","03","폐업","0002","폐업","2011-10-13","","","","0334133","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 후석로 *** (후평동)","","파트너도그","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","266117.077569176","486190.268758294","동물판매업","동물판매업(일반)","000","0",
"53","동물판매업","02_03_07_P","4181000","418000004520080006","2008-10-13","","03","폐업","0002","폐업","2021-12-20","","","","","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 우석로 ** (석사동)","","송원애견의집","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","266194.455419542","484980.068873217","동물판매업","동물판매업(일반)","000","0",
"54","동물판매업","02_03_07_P","4181000","418000004520080008","2008-10-24","","03","폐업","0002","폐업","2017-02-02","","","","","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 후석로 *** (후평동)","","엔젤펫","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","265923.373294635","486549.860847456","동물판매업","동물판매업(일반)","000","0",
"55","동물판매업","02_03_07_P","4181000","418000004520080009","2008-12-04","","03","폐업","0002","폐업","2021-12-09","","","","0332560454","","","강원특별자치도 춘천시 효자동 ***","강원특별자치도 춘천시 효자로 *** (효자동)","","뚜뚜애견","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","264501.105528178","485787.717252945","동물판매업","동물판매업(일반)","000","0",
"56","동물판매업","02_03_07_P","4181000","418000004520080010","2008-12-04","","03","폐업","0002","폐업","2019-03-14","","","","0332415603","0","","강원특별자치도 춘천시 소양로*가 ***-*","강원특별자치도 춘천시 소양로 *** (소양로*가)","24269","애견나라","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","263652.425082214","487311.114116835","동물판매업","동물판매업(일반)","000","0",
"57","동물판매업","02_03_07_P","4181000","418000004520090002","2009-09-11","","03","폐업","0002","폐업","2011-09-21","","","","0335437400","","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 춘천로 *** (후평동)","","캣츠앤독스","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","265314.660141186","486650.5615261","동물판매업","동물판매업(일반)","000","0",
"58","동물판매업","02_03_07_P","4181000","418000004520100001","2008-10-20","","03","폐업","0002","폐업","2017-02-02","","","","0332619119","","","강원특별자치도 춘천시 석사동 ***-*","강원특별자치도 춘천시 애막골길**번길 * (석사동)","","충무로애견","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","266038.468750738","484888.055114513","동물판매업","동물판매업(일반)","000","0",
"59","동물판매업","02_03_07_P","4181000","418000004520100002","2008-12-02","","03","폐업","0002","폐업","2017-02-02","","","","0332444922","0","","강원특별자치도 춘천시 소양로*가 ***-*","강원특별자치도 춘천시 중앙로 *** (소양로*가)","","송원애견의집2호점","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","263353.426437323","486214.154457271","동물판매업","동물판매업(일반)","000","0",
"60","동물판매업","02_03_07_P","4181000","418000004520100003","2010-02-03","","03","폐업","0002","폐업","2018-02-28","","","","0332517580","0","","강원특별자치도 춘천시 온의동 *-** 롯데마트 *층","강원특별자치도 춘천시 방송길 ** (온의동, 롯데마트 *층)","24364","쿨펫동물병원","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","263109.175778889","485355.40305733","동물판매업","동물판매업(일반)","000","0",
"61","동물판매업","02_03_07_P","4181000","418000004520100004","2010-03-03","","03","폐업","0002","폐업","","","","","","0","","강원특별자치도 춘천시 죽림동 -****","강원특별자치도 춘천시 중앙로**번길 **, ****호 (죽림동, 브라운가)","24354","고양이카페제이(J)","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","263954.075694438","486406.885561246","동물판매업","동물판매업(일반)","000","0",
"62","동물판매업","02_03_07_P","4181000","418100004520240004","2024-09-23","","03","폐업","0002","폐업","2024-12-31","","","","","0","","강원특별자치도 춘천시 후평동 **-*","강원특별자치도 춘천시 후석로***번길 **-** (후평동)","24302","래빗가든","2025-02-13 17:22:14","U","2025-02-15 02:40:00","","266000.432943606","486643.679144431","동물판매업","동물판매업(일반)","000","0",
"63","동물판매업","02_03_07_P","4181000","418000004520110002","2011-04-25","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","","","","강원특별자치도 춘천시 석사동 ***-**","강원특별자치도 춘천시 애막골길 **-* (석사동)","","해피독애견카페","2023-07-06 13:33:48","U","2023-07-08 02:40:00","","266040.968614049","484931.188922387","동물판매업","동물판매업(일반)","000","0",
"64","동물판매업","02_03_07_P","4181000","418000004520110004","2011-08-25","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","","","","강원특별자치도 춘천시 효자동 ***-**","강원특별자치도 춘천시 춘천로***번길 **-* (효자동)","","러브퍼피","2023-07-06 13:34:31","U","2023-07-08 02:40:00","","264961.933305581","486112.311180462","동물판매업","동물판매업(일반)","000","0",
"65","동물판매업","02_03_07_P","4181000","418000004520180006","2018-04-10","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","033-241-1214","0","","강원특별자치도 춘천시 후평동 ***-*","강원특별자치도 춘천시 춘천로 *** (후평동)","24257","레인보우클라우드","2023-07-06 13:36:56","U","2023-07-08 02:40:00","","265204.058378159","486592.320626815","동물판매업","동물판매업(일반)","000","0",
"66","동물판매업","02_03_07_P","4181000","418000004520080004","2008-09-08","","04","취소/말소/만료/정지/중지","0004","말소","2023-07-06","","","","0332618787","0","","강원특별자치도 춘천시 근화동 ***-**","강원특별자치도 춘천시 공지로 *** (근화동)","","예쁜강아지근화점","2023-07-06 13:34:14","U","2023-07-08 02:40:00","","263324.493686929","485895.542431057","동물판매업","동물판매업(일반)","000","0",
"67","동물판매업","02_03_07_P","4181000","418000004520090001","2009-04-24","","04","취소/말소/만료/정지/중지","0004","말소","2010-08-20","","","","0332570279","","","강원특별자치도 춘천시 효자동 ***-**","강원특별자치도 춘천시 서부대성로 *** (효자동)","","퍼피애견","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","264945.626834213","486086.14668881","동물판매업","동물판매업(일반)","000","0",
"68","동물판매업","02_03_07_P","4181000","418000004520090003","2009-01-20","","04","취소/말소/만료/정지/중지","0004","말소","2010-08-04","","","","033-256-7171","","","강원특별자치도 춘천시 온의동 ***-**","강원특별자치도 춘천시 영서로 **** (온의동)","","예쁜강아지온의점","2022-04-28 18:08:51","I","2023-06-13 00:00:00","","263107.997009046","485126.693325955","동물판매업","동물판매업(일반)","000","0",
"69","동물판매업","02_03_07_P","4191000","419000004520080004","2008-03-26","","01","영업/정상","0000","정상","","","","","033-745-6685","0","","강원특별자치도 원주시 일산동 ***-**","강원특별자치도 원주시 천사로 *** (일산동)","26425","강아지집","2024-12-23 09:04:08","U","2024-12-25 02:40:00","","283318.086053561","427841.665386195","동물판매업","동물판매업(일반)","000","0",
"70","동물판매업","02_03_07_P","4191000","419000004520110002","2011-11-16","","01","영업/정상","0000","정상","","","","","033-765-8818","","","강원특별자치도 원주시 단구동 ***-*","강원특별자치도 원주시 치악로 **** (단구동)","","검은고양이","2022-04-28 18:07:58","I","2023-06-13 00:00:00","","284916.514045228","425888.844090059","동물판매업","동물판매업(일반)","000","0",
"71","동물판매업","02_03_07_P","4191000","419000004520120002","2012-02-16","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 명륜동 ***-**","강원특별자치도 원주시 남원로***번길 **-* (명륜동)","","노이(Noi)펫 강아지고양이 원주점","2024-10-10 09:18:45","U","2024-10-12 02:40:00","","283516.818648829","425582.209520136","동물판매업","동물판매업(일반)","000","0",
"72","동물판매업","02_03_07_P","4191000","419000004520120005","2012-08-10","","01","영업/정상","0000","정상","","","","","033-749-1234","0","","강원특별자치도 원주시 무실동 ****-*","강원특별자치도 원주시 북원로 **** (무실동)","","이마트 원주점","2024-02-28 13:15:00","U","2024-03-01 02:40:00","","281366.703634706","424684.582635502","동물판매업","동물판매업(일반)","L00","0",
"73","동물판매업","02_03_07_P","4191000","419000004520120006","2012-08-31","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 원주시 관설동 ****","강원특별자치도 원주시 치악로 **** (관설동)","","이준열대어","2023-10-23 17:32:36","U","2023-10-25 02:40:00","","285677.402683418","424408.068770392","동물판매업","동물판매업(일반)","000","0",
