"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","영화배급업","03_13_01_P","4191000","CDFF5211032017000001","2017-07-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 판부면 서곡리 ***-*","강원특별자치도 원주시 판부면 내남송길 ***-**, *층","26401","미디어나무 주식회사","2021-09-30 17:19:23","I","2023-06-13 00:00:00","","283702.348521597","423213.276842953","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20170720","",
"12","영화배급업","03_13_01_P","4191000","CDFF5211032024000001","2024-01-10","","01","영업/정상","13","영업중","","","","","033-733-8020","","","강원특별자치도 원주시 일산동 *** 시민문화센터","강원특별자치도 원주시 원일로 ***, 시민문화센터 *층 (일산동)","26417","원주영상미디어센터","2024-01-10 09:46:15","I","2024-01-12 00:16:24","","283818.701302395","428144.659798378","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20240110","",
"13","영화배급업","03_13_01_P","4191000","CDFF5211032025000001","2025-04-29","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 ****-* 원주프리미엄아울렛","강원특별자치도 원주시 서원대로 ***, 원주프리미엄아울렛 ***-디*호 (단구동)","26487","주식회사 시테스","2025-04-29 16:42:07","I","2025-05-01 00:20:22","","284818.874360771","425225.032426821","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20250429","",
"14","영화배급업","03_13_01_P","4201000","CDFF5211032018000001","2018-08-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 교동 *** 교동 이편한세상아파트 ***동 ***호","강원특별자치도 강릉시 종합운동장길 **, ***동 ***호 (교동, 교동 이편한세상아파트)","25475","원필름","2018-08-24 08:46:04","I","2023-06-13 00:00:00","","366934.655198494","475931.512715177","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20180824","",
"15","영화배급업","03_13_01_P","4201000","CDFF5211032020000001","2020-04-01","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 용강동 **-**","강원특별자치도 강릉시 토성로 ***, *층 (용강동)","25534","사회적협동조합 인디하우스","2025-04-24 09:15:14","U","2025-04-26 02:40:00","","366501.31022742","474052.026720293","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200401","",
"16","영화배급업","03_13_01_P","4201000","CDFF5211032020000002","2020-05-18","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 강릉시 명주동 **","강원특별자치도 강릉시 명주로 *, *층 (명주동)","25534","주식회사 와우","2020-05-18 13:15:15","I","2023-06-13 00:00:00","","366623.157164222","473732.607575907","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20200518","",
"17","영화배급업","03_13_01_P","4241000","CDFF5211032020000002","2020-11-16","","03","폐업","03","폐업","2021-02-09","","","","033-573-2882","","","강원특별자치도 삼척시 읍중동 *-** 삼척문화원","강원특별자치도 삼척시 오십천로 ***, 삼척문화원 (읍중동)","25917","삼척문화원","2021-02-10 10:28:06","I","2023-06-13 00:00:00","","391348.283669915","439845.470527859","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20201116","",
"18","영화배급업","03_13_01_P","4241000","CDFF5211032020000001","2020-11-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 삼척시 도계읍 전두리 **-** 도계새마을금고","강원특별자치도 삼척시 도계읍 도계로 ***, 도계새마을금고","25947","삼척도원새마을금고","2020-11-06 13:39:55","I","2023-06-13 00:00:00","","381293.28295538","416141.608293154","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20201106","",
"19","영화배급업","03_13_01_P","4251000","CDFF5211032018000001","2015-04-24","","01","영업/정상","13","영업중","","","","","02-2222-7841","","","강원특별자치도 홍천군 서면 팔봉리 ****-*","강원특별자치도 홍천군 서면 한치골길 ***","25102","(주)대명코퍼레이션","2018-08-02 09:54:16","I","2023-06-13 00:00:00","","260030.280736472","460691.714032464","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20150424","",
"20","영화배급업","03_13_01_P","4251000","CDFF5211032021000001","2021-09-02","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 홍천읍 신장대리 *-**","강원특별자치도 홍천군 홍천읍 꽃뫼로 ***","25134","홍천 새마을금고","2021-09-02 15:53:34","I","2023-06-13 00:00:00","","278069.944232745","465852.114411939","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210902","",
"21","영화배급업","03_13_01_P","4251000","CDFF5211032025000001","2025-02-26","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 홍천군 홍천읍 연봉리 ***-* 청솔아파트","강원특별자치도 홍천군 홍천읍 연봉서로 **, ***동 ***호 (청솔아파트)","25144","산","2025-03-04 09:49:44","U","2025-03-06 02:40:00","","277080.076625499","464539.609705815","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20250226","",
"22","영화배급업","03_13_01_P","4271000","CDFF5211032023000001","2022-08-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 영월군 영월읍 영흥리 **** 영월 코아루 에듀타운","강원특별자치도 영월군 영월읍 봉래산로 ***, 상가동 ***호 (영월 코아루 에듀타운)","26228","유한책임회사 느루","2024-02-15 10:41:00","U","2024-02-17 02:40:00","","330820.362955883","411123.992924149","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220804","",
"23","영화배급업","03_13_01_P","4311000","CDFF5211032025000001","2025-02-14","","01","영업/정상","13","영업중","","","","","033-441-0340","","","강원특별자치도 화천군 하남면 서오지리 ***","강원특별자치도 화천군 하남면 영서로 ****-**","24147","엠에스엔터테인먼트","2025-02-14 10:17:22","I","2025-02-16 00:11:28","","255841.580617957","505680.133538449","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20250214","",
"24","영화배급업","03_13_01_P","4331000","CDFF5211032022000001","2022-08-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 인제군 서화면 서화리 ***-**","강원특별자치도 인제군 서화면 서화길 **-**","24600","마을극장 DMZ","2022-08-09 15:55:17","I","2023-06-13 00:00:00","","305667.86931545","528331.001849421","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20220809","",
"25","영화배급업","03_13_01_P","4351000","CDFF5211032021000001","2021-01-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양양군 양양읍 월리 ***-* 명지푸르미아파트","강원특별자치도 양양군 양양읍 남대천로 **-**, ***동 ****호 (명지푸르미아파트)","25032","데이 나이트 컴퍼니","2021-01-14 11:22:32","I","2023-06-13 00:00:00","","341793.156486262","507902.353083881","영화배급업","","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","20210113","",
