"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","영화상영관","03_13_02_P","4181000","CDFF4220002008000013","2008-12-01","","03","폐업","03","폐업","2009-01-06","","","","258-6445","","200-831","강원특별자치도 춘천시 서면 현암리 367 (1층)","강원특별자치도 춘천시 서면 박사로 854  ((1층))","","아니마떼끄","2009-04-01 15:22:54","I","2023-06-13 00:00:00","","","","영화상영관","영화상영관","3","","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20081201","",
"12","영화상영관","03_13_02_P","4181000","CDFF4220002005000002","2005-10-07","","01","영업/정상","13","영업중","","","","","255-0770","","","강원특별자치도 춘천시 죽림동 189","강원특별자치도 춘천시 중앙로67번길 18 (죽림동)","24354","롯데시네마춘천 1관","2025-08-08 18:04:33","U","2025-08-10 02:40:00","","263954.075694438","486406.885561246","영화상영관","영화상영관","4","기타","","0","1","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051007","상업지역",
"13","영화상영관","03_13_02_P","4181000","CDFF4220002005000003","2005-10-07","","01","영업/정상","13","영업중","","","","","255-0770","","","강원특별자치도 춘천시 죽림동 189","강원특별자치도 춘천시 중앙로67번길 18 (죽림동)","24354","롯데시네마춘천 2관","2025-08-08 17:21:33","U","2025-08-10 02:40:00","","263954.075694438","486406.885561246","영화상영관","영화상영관","4","기타","","0","1","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051007","상업지역",
"14","영화상영관","03_13_02_P","4181000","CDFF4220002005000004","2005-10-07","","01","영업/정상","13","영업중","","","","","255-0770","","","강원특별자치도 춘천시 죽림동 189","강원특별자치도 춘천시 중앙로67번길 18 (죽림동)","24354","롯데시네마춘천 3관","2025-08-08 17:43:06","U","2025-08-10 02:40:00","","263954.075694438","486406.885561246","영화상영관","영화상영관","4","기타","","0","1","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051007","상업지역",
"15","영화상영관","03_13_02_P","4181000","CDFF4220002005000005","2005-10-07","","01","영업/정상","13","영업중","","","","","255-0770","","","강원특별자치도 춘천시 죽림동 189","강원특별자치도 춘천시 중앙로67번길 18 (죽림동)","24354","롯데시네마춘천 4관","2025-08-08 17:44:42","U","2025-08-10 02:40:00","","263954.075694438","486406.885561246","영화상영관","영화상영관","4","기타","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051007","상업지역",
"16","영화상영관","03_13_02_P","4181000","CDFF4220002005000006","2005-10-07","","01","영업/정상","13","영업중","","","","","255-0770","","","강원특별자치도 춘천시 죽림동 189","강원특별자치도 춘천시 중앙로67번길 18 (죽림동)","24354","롯데시네마춘천 5관","2025-08-08 17:48:47","U","2025-08-10 02:40:00","","263954.075694438","486406.885561246","영화상영관","영화상영관","4","기타","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051007","상업지역",
"17","영화상영관","03_13_02_P","4181000","CDFF4220002005000007","2005-10-07","","01","영업/정상","13","영업중","","","","","255-0770","","","강원특별자치도 춘천시 죽림동 189","강원특별자치도 춘천시 중앙로67번길 18 (죽림동)","24354","롯데시네마춘천 6관","2025-08-08 17:59:20","U","2025-08-10 02:40:00","","263954.075694438","486406.885561246","영화상영관","영화상영관","4","기타","","0","3","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051007","상업지역",
"18","영화상영관","03_13_02_P","4181000","CDFF4220002008000001","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","BodyCare Seat관(CGV춘천 1관)","2025-04-18 14:11:15","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"19","영화상영관","03_13_02_P","4181000","CDFF4220002008000002","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천2관","2025-07-21 17:56:27","U","2025-07-23 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"20","영화상영관","03_13_02_P","4181000","CDFF4220002008000003","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천3관","2025-04-18 14:11:15","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"21","영화상영관","03_13_02_P","4181000","CDFF4220002008000004","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천4관","2025-04-18 14:11:15","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"22","영화상영관","03_13_02_P","4181000","CDFF4220002008000005","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천5관","2025-04-18 14:11:15","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"23","영화상영관","03_13_02_P","4181000","CDFF4220002008000006","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천6관","2025-04-18 14:11:15","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"24","영화상영관","03_13_02_P","4181000","CDFF4220002008000007","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천7관","2025-04-18 14:11:16","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"25","영화상영관","03_13_02_P","4181000","CDFF4220002008000008","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천8관","2025-04-18 14:11:16","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"26","영화상영관","03_13_02_P","4181000","CDFF4220002008000009","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","IMAX관(CGV 춘천9관)","2025-04-18 15:14:32","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"27","영화상영관","03_13_02_P","4181000","CDFF4220002008000010","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천10관","2025-04-18 14:11:16","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"28","영화상영관","03_13_02_P","4181000","CDFF4220002008000011","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천11관","2025-04-18 14:11:16","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"29","영화상영관","03_13_02_P","4181000","CDFF4220002008000012","2008-02-27","","01","영업/정상","13","영업중","","","","","033-269-7800","","","강원특별자치도 춘천시 퇴계동 1017 7층","강원특별자치도 춘천시 지석로 80 (퇴계동)","24420","CGV 춘천12관","2025-04-18 14:11:16","U","2025-04-20 02:40:00","","265386.634330563","483368.251535269","영화상영관","영화상영관","16","","","0","10","6","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20080227","",
"30","영화상영관","03_13_02_P","4181000","CDFF4220002017000001","2017-03-09","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원특별자치도 춘천시 온의동 587-8 587-9 (2필지)","강원특별자치도 춘천시 춘천로17번길 17 (온의동)","24364","메가박스 남춘천 1관","2023-02-07 11:45:46","I","2023-06-13 00:00:00","","263286.939584035","485123.910625361","영화상영관","","4","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170309","준주거지역",
"31","영화상영관","03_13_02_P","4181000","CDFF4220002017000002","2017-03-09","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원특별자치도 춘천시 온의동 587-8 587-9(2필지)","강원특별자치도 춘천시 춘천로17번길 17 (온의동)","24364","메가박스 남춘천 2관","2023-02-07 11:43:23","I","2023-06-13 00:00:00","","263286.939584035","485123.910625361","영화상영관","","4","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170309","준주거지역",
"32","영화상영관","03_13_02_P","4181000","CDFF4220002017000003","2017-03-09","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원특별자치도 춘천시 온의동 587-8 ~9 (2필지)","강원특별자치도 춘천시 춘천로17번길 17 (온의동)","24364","메가박스 남춘천3관","2023-02-07 13:12:43","I","2023-06-13 00:00:00","","263286.939584035","485123.910625361","영화상영관","","4","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170309","준주거지역",
"33","영화상영관","03_13_02_P","4181000","CDFF4220002017000004","2017-03-09","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원특별자치도 춘천시 온의동 587-8 ~9(2필지)","강원특별자치도 춘천시 춘천로17번길 17 (온의동)","24364","메가박스 남춘천 4관","2023-02-07 13:14:25","I","2023-06-13 00:00:00","","263286.939584035","485123.910625361","영화상영관","","4","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170309","준주거지역",
"34","영화상영관","03_13_02_P","4181000","CDFF4220002017000005","2017-03-09","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원특별자치도 춘천시 온의동 587-8 587-9(2필지)","강원특별자치도 춘천시 춘천로17번길 17 (온의동)","24364","메가박스 남춘천 5관","2023-02-07 13:15:13","I","2023-06-13 00:00:00","","263286.939584035","485123.910625361","영화상영관","","4","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170309","일반상업지역",
"35","영화상영관","03_13_02_P","4181000","CDFF4220002017000006","2017-03-09","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원특별자치도 춘천시 온의동 587-8 587-9(2필지)","강원특별자치도 춘천시 춘천로17번길 17 (온의동)","24364","메가박스 남춘천 6관","2023-02-07 13:15:51","I","2023-06-13 00:00:00","","263286.939584035","485123.910625361","영화상영관","","4","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170309","준주거지역",
"36","영화상영관","03_13_02_P","4181000","CDFF4220002017000007","2017-03-09","","01","영업/정상","13","영업중","","","","","033)241-1000","","","강원특별자치도 춘천시 온의동 587-8 587-9(2필지)","강원특별자치도 춘천시 춘천로17번길 17 (온의동)","24364","메가박스 남춘천 7관","2023-02-07 13:16:32","I","2023-06-13 00:00:00","","263286.939584035","485123.910625361","영화상영관","","4","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20170309","준주거지역",
"37","영화상영관","03_13_02_P","4181000","CDFF4220002022000001","2022-06-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 석사동 980","강원특별자치도 춘천시 후석로 120, 춘천NH타운_ENTA 2층 (석사동)","24326","메가박스중앙(주) 춘천석사지점 1관","2025-02-26 11:47:14","U","2025-02-28 02:40:00","","265760.750878195","484782.142992886","영화상영관","","0","","","0","8","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20220622","일반주거지역",
"38","영화상영관","03_13_02_P","4181000","CDFF4220002022000002","2022-06-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 석사동 980","강원특별자치도 춘천시 후석로 120, 춘천NH타운_ENTA 2층 (석사동)","24326","메가박스중앙(주) 춘천석사지점 2관","2025-02-26 13:09:55","U","2025-02-28 02:40:00","","265760.750878195","484782.142992886","영화상영관","","0","","","0","8","3","","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20220622","",
"39","영화상영관","03_13_02_P","4181000","CDFF4220002022000003","2022-06-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 석사동 980","강원특별자치도 춘천시 후석로 120, 춘천NH타운_ENTA 2층 (석사동)","24326","메가박스중앙(주) 춘천석사지점 3관","2025-02-26 13:13:18","U","2025-02-28 02:40:00","","265760.750878195","484782.142992886","영화상영관","","0","","","0","8","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20220622","일반주거지역",
"40","영화상영관","03_13_02_P","4181000","CDFF4220002022000004","2022-06-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 석사동 980","강원특별자치도 춘천시 후석로 120, 춘천NH타운_ENTA 2층 (석사동)","24326","메가박스중앙(주) 춘천석사지점 4관","2025-02-26 13:19:43","U","2025-02-28 02:40:00","","265760.750878195","484782.142992886","영화상영관","","0","","","0","8","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20220622","일반주거지역",
"41","영화상영관","03_13_02_P","4181000","CDFF4220002022000005","2022-06-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 석사동 980","강원특별자치도 춘천시 후석로 120, 춘천NH타운_ENTA 2층 (석사동)","24326","메가박스중앙(주) 춘천석사지점 5관","2025-02-26 13:24:00","U","2025-02-28 02:40:00","","265760.750878195","484782.142992886","영화상영관","","0","","","0","8","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20220622","일반주거지역",
"42","영화상영관","03_13_02_P","4181000","CDFF4220002022000006","2022-06-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 석사동 980","강원특별자치도 춘천시 후석로 120, 춘천NH타운_ENTA 2층 (석사동)","24326","메가박스중앙(주) 춘천석사지점 6관","2025-02-26 13:26:36","U","2025-02-28 02:40:00","","265760.750878195","484782.142992886","영화상영관","","0","","","0","8","3","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20220622","일반주거지역",
"43","영화상영관","03_13_02_P","4191000","CDFF4220002004000001","2004-09-22","","03","폐업","03","폐업","2010-07-01","","","","732-9007","","220-831","강원특별자치도 원주시 소초면 학곡리 223-5 드림랜드 내","","","씨네드림-치악산드림랜드","2011-03-10 09:56:47","I","2023-06-13 00:00:00","","","","영화상영관","영화상영관","2","기타","","0","2","0","문화시설","0","0","0","0","","","","","","","","","","","","0","","","자동차극장","","20040922","관리지역",
"44","영화상영관","03_13_02_P","4191000","CDFF4220001962000001","1962-05-17","","03","폐업","03","폐업","2009-03-05","","","","033-742-3997","","220-904","강원특별자치도 원주시 중앙동 165","","","시공관","2009-03-06 16:33:33","I","2023-06-13 00:00:00","","284353.334578085","427809.58460805","영화상영관","영화상영관","3","","","0","3","0","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","19620517","",
"45","영화상영관","03_13_02_P","4191000","CDFF4220001962000002","1962-08-10","","03","폐업","03","폐업","2007-12-07","","","","033-742-2246","","220-903","강원특별자치도 원주시 중앙동 74-1","강원특별자치도 원주시 평원로 57  (중앙동)","","원주극장","2007-12-11 17:54:34","I","2023-06-13 00:00:00","","284158.181254642","428063.524059399","영화상영관","영화상영관","3","","","0","3","0","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","19620810","",
"46","영화상영관","03_13_02_P","4191000","CDFF4220002002000001","2002-05-24","","03","폐업","03","폐업","2005-02-24","","","","","","220-822","강원특별자치도 원주시 지정면 간현리 1036","","","간현자동차영화관","2005-02-24 10:32:41","I","2023-06-13 00:00:00","","273754.03381185","429460.315505506","영화상영관","영화상영관","2","기타","","0","2","0","","0","0","0","0","","","","","","","","","","","","0","","","자동차극장","","20020524","전용주거지역",
"47","영화상영관","03_13_02_P","4191000","CDFF4220002003000002","2003-06-13","","03","폐업","03","폐업","2013-02-05","","","","033-731-0595","","220-843","강원특별자치도 원주시 흥업면 사제리 1652","강원특별자치도 원주시 흥업면 수루니길 22","220-840","원주벤허자동차극장","2013-02-05 11:30:04","I","2023-06-13 00:00:00","","276750.379514792","426472.217345587","영화상영관","영화상영관","2","기타","","0","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","자동차극장","","20030613","",
"48","영화상영관","03_13_02_P","4191000","CDFF4220002005000001","2005-10-25","","01","영업/정상","13","영업중","","","","","033-765-0735","","","강원특별자치도 원주시 단구동 1511-2 (스타월드 6층)","강원특별자치도 원주시 서원대로 396 (단구동,(스타월드 6층))","","롯데시네마 남원주1관","2025-04-07 14:28:52","U","2025-04-09 02:40:00","","284012.197863588","425846.256339564","영화상영관","영화상영관","8","기타","","0","6","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051025","상업지역",
"49","영화상영관","03_13_02_P","4191000","CDFF4220002005000002","2005-10-25","","01","영업/정상","13","영업중","","","","","033-765-0735","","","강원특별자치도 원주시 단구동 1511-2 (스타월드 6층)","강원특별자치도 원주시 서원대로 396 (단구동,(스타월드 6층))","","롯데시네마 남원주2관","2025-04-07 14:29:02","U","2025-04-09 02:40:00","","284012.197863588","425846.256339564","영화상영관","영화상영관","8","기타","","0","6","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051025","상업지역",
"50","영화상영관","03_13_02_P","4191000","CDFF4220002005000003","2005-10-25","","01","영업/정상","13","영업중","","","","","033-765-0735","","","강원특별자치도 원주시 단구동 1511-2 (스타월드 6층)","강원특별자치도 원주시 서원대로 396 (단구동,(스타월드 6층))","","롯데시네마 남원주3관","2025-04-07 14:29:11","U","2025-04-09 02:40:00","","284012.197863588","425846.256339564","영화상영관","영화상영관","8","기타","","0","6","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051025","상업지역",
"51","영화상영관","03_13_02_P","4191000","CDFF4220002005000004","2005-10-25","","01","영업/정상","13","영업중","","","","","033-765-0735","","","강원특별자치도 원주시 단구동 1511-2 (스타월드 6층)","강원특별자치도 원주시 서원대로 396 (단구동,(스타월드 6층))","","롯데시네마 남원주4관","2025-04-07 14:29:18","U","2025-04-09 02:40:00","","284012.197863588","425846.256339564","영화상영관","영화상영관","8","기타","","0","6","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051025","상업지역",
"52","영화상영관","03_13_02_P","4191000","CDFF4220002005000005","2005-10-25","","01","영업/정상","13","영업중","","","","","033-765-0735","","","강원특별자치도 원주시 단구동 1511-2 (스타월드 6층)","강원특별자치도 원주시 서원대로 396 (단구동,(스타월드 6층))","","롯데시네마 남원주5관","2025-04-07 14:29:25","U","2025-04-09 02:40:00","","284012.197863588","425846.256339564","영화상영관","영화상영관","8","기타","","0","6","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051025","상업지역",
"53","영화상영관","03_13_02_P","4191000","CDFF4220002005000006","2005-10-25","","01","영업/정상","13","영업중","","","","","033-765-0735","","","강원특별자치도 원주시 단구동 1511-2 (스타월드 6층)","강원특별자치도 원주시 서원대로 396 (단구동,(스타월드 6층))","","롯데시네마 남원주6관","2025-04-07 14:29:31","U","2025-04-09 02:40:00","","284012.197863588","425846.256339564","영화상영관","영화상영관","8","기타","","0","6","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051025","상업지역",
"54","영화상영관","03_13_02_P","4191000","CDFF4220002005000007","2005-10-25","","01","영업/정상","13","영업중","","","","","033-765-0735","","","강원특별자치도 원주시 단구동 1511-2 (스타월드 6층)","강원특별자치도 원주시 서원대로 396 (단구동,(스타월드 6층))","","롯데시네마 남원주7관","2025-04-07 14:29:37","U","2025-04-09 02:40:00","","284012.197863588","425846.256339564","영화상영관","영화상영관","8","기타","","0","6","2","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20051025","상업지역",
"55","영화상영관","03_13_02_P","4191000","CDFF4220002007000001","2007-11-08","","01","영업/정상","13","영업중","","","","","033-744-2002","","","강원특별자치도 원주시 단계동 873 아트스페이스빌딩 7층","강원특별자치도 원주시 서원대로 165-3, 아트스페이스빌딩 7층 (단계동)","26436","메가박스 원주1관","2019-04-23 09:58:03","I","2023-06-13 00:00:00","","282315.673637127","427402.924552547","영화상영관","영화상영관","9","유흥업소밀집지역","","0","8","1","문화시설","0","0","0","0","","","","","","","","","","","","0","","","영화관","","20071108","일반상업지역",
