"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모",
"11","관광식당","07_24_01_P","4181000","CDFI3261042011000002","2011-06-07","","01","영업/정상","13","영업중","","","","","263-5430","","200-180","강원특별자치도 춘천시 석사동 796-5","강원특별자치도 춘천시 퇴계로 191 (석사동)","","전성환의 옛날손짜장","2022-02-04 10:08:12","I","2023-06-13 00:00:00","","265058.766472028","484123.903138431","관광식당업","","","0","","","","","1","0","0","0","","","0","0","","0","0","","0","231","","0","","","","","","","0","","","","231",
"12","관광식당","07_24_01_P","4181000","CDFI3261042011000003","2011-06-07","","01","영업/정상","13","영업중","","","","","242-8397","","200-042","강원특별자치도 춘천시 중앙로2가 15-1","강원특별자치도 춘천시 명동길 8 (중앙로2가)","","친친","2022-02-04 09:58:16","I","2023-06-13 00:00:00","","263928.366550461","486583.460473395","관광식당업","","","0","","","","","0","1","0","0","","","0","0","","0","0","","0","214.5","","0","","","","","","","0","","","","215",
"13","관광식당","07_24_01_P","4181000","CDFI3261042001000003","2001-06-13","2010-04-15","04","취소/말소/만료/정지/중지","33","지정취소","","","","","243-1472","","200-852","강원특별자치도 춘천시 동면 만천리 340-29","강원특별자치도 춘천시 동면 순환대로 1154-65","","더해븐","2010-05-03 14:44:34","I","2023-06-13 00:00:00","","","","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","265.57","","0","","","","","","","0","","","","266",
"14","관광식당","07_24_01_P","4181000","CDFI3261042001000004","2001-11-15","","04","취소/말소/만료/정지/중지","33","지정취소","","","","","244-9080","","200-940","강원특별자치도 춘천시 우두동 1056-6","강원특별자치도 춘천시 영서로2753번길 22  (우두동)","","피렌체","2008-01-17 16:30:58","I","2023-06-13 00:00:00","","263833.473226252","488872.718515993","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","320","","0","","","","","","","0","","","","320",
"15","관광식당","07_24_01_P","4181000","CDFI3261042005000001","2005-03-24","","04","취소/말소/만료/정지/중지","33","지정취소","","","","","241-6200","","200-943","강원특별자치도 춘천시 퇴계동 1188-1","강원특별자치도 춘천시 우묵길 53 (퇴계동)","200-943","차이나","2014-01-10 14:11:26","I","2023-06-13 00:00:00","","263466.265790519","485063.979603873","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"16","관광식당","07_24_01_P","4181000","CDFI3261042007000002","2007-03-09","2010-04-15","04","취소/말소/만료/정지/중지","33","지정취소","","","","","243-1700","","200-947","강원특별자치도 춘천시 효자동 17-10","강원특별자치도 춘천시 서부대성로239번길 23  (효자동)","","구이린","2010-05-03 14:45:02","I","2023-06-13 00:00:00","","265542.670516949","486042.532429186","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","318.54","","0","","","","","","","0","","","","319",
"17","관광식당","07_24_01_P","4181000","CDFI3261042008000001","2008-04-07","2010-04-15","04","취소/말소/만료/정지/중지","33","지정취소","","","","","","","200-853","강원특별자치도 춘천시 동면 지내리 407","강원특별자치도 춘천시 동면 가산로 186-5","","옥미관","2010-05-03 14:45:27","I","2023-06-13 00:00:00","","268702.174065058","491190.429757655","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","165.41","","0","","","","","","","0","","","","165",
"18","관광식당","07_24_01_P","4191000","CDFI3261041998000001","1998-06-26","","01","영업/정상","13","영업중","","","","","033)730-3500","","220-821","강원특별자치도 원주시 지정면 월송리 산 2-2","강원특별자치도 원주시 지정면 신평석화로 236","26358","오크밸리클럽하우스","2011-12-16 10:00:23","I","2023-06-13 00:00:00","","","","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","429.5","","0","","","","","","","0","","","","430",
"19","관광식당","07_24_01_P","4191000","CDFI3261042002000001","2002-10-25","","01","영업/정상","13","영업중","","","","","033)742-9604","","220-955","강원특별자치도 원주시 우산동 231-11","강원특별자치도 원주시 우산초교길 19-8 (우산동)","26343","래래반점","2011-12-16 10:10:02","I","2023-06-13 00:00:00","","283062.796140498","429825.31055159","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","330","","0","","","","","","","0","","","","330",
"20","관광식당","07_24_01_P","4191000","CDFI3261042005000001","2005-06-27","","01","영업/정상","13","영업중","","","","","033-742-2350","","220-904","강원특별자치도 원주시 중앙동 120","강원특별자치도 원주시 중앙로 85 (중앙동)","26428","중앙동 래래반점","2011-12-16 11:46:07","I","2023-06-13 00:00:00","","284219.575259381","427821.922112172","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"21","관광식당","07_24_01_P","4191000","CDFI3261042006000001","2006-04-04","","01","영업/정상","13","영업중","","","","","033-766-6941","","220-944","강원특별자치도 원주시 단구동 1511-2 651 스타빌딩 2층","강원특별자치도 원주시 서원대로 396 (단구동)","26484","아웃백스테이크하우스","2011-12-16 11:19:40","I","2023-06-13 00:00:00","","284012.197863588","425846.256339564","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"22","관광식당","07_24_01_P","4191000","CDFI3261042008000001","2008-10-23","","01","영업/정상","13","영업중","","","","","033-742-3163","","220-963","강원특별자치도 원주시 학성동 207-18","강원특별자치도 원주시 원일로 148-7 (학성동)","26415","연강춘","2013-12-17 12:42:56","I","2023-06-13 00:00:00","","283887.605526777","428216.355236915","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"23","관광식당","07_24_01_P","4191000","CDFI3261042008000002","2008-09-24","","01","영업/정상","13","영업중","","","","","033-744-2114","","220-938","강원특별자치도 원주시 단계동 858-2","강원특별자치도 원주시 천사로 34 (단계동)","26436","샹하이문","2011-12-16 11:26:39","I","2023-06-13 00:00:00","","282294.641592041","427702.503165176","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"24","관광식당","07_24_01_P","4191000","CDFI3261042009000001","2009-06-10","","01","영업/정상","13","영업중","","","","","033-742-5188","","220-963","강원특별자치도 원주시 학성동 206-8","강원특별자치도 원주시 중앙로 171 (학성동)","26415","산동원","2014-01-27 17:34:01","I","2023-06-13 00:00:00","","283939.404840857","428242.623178472","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"25","관광식당","07_24_01_P","4191000","CDFI3261042009000002","2009-09-08","","01","영업/정상","13","영업중","","","","","747-8882","","","강원특별자치도 원주시 행구동 1537-6","강원특별자치도 원주시 행구로 259 (행구동)","26454","봉선루","2015-09-24 10:31:07","I","2023-06-13 00:00:00","","287183.451295072","427277.693260096","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"26","관광식당","07_24_01_P","4191000","CDFI3261042010000001","2010-10-20","","01","영업/정상","13","영업중","","","","","033-765-1267","","220-913","강원특별자치도 원주시 판부면 금대리 1284-1","강원특별자치도 원주시 판부면 치악로 1000","26504","장금성","2014-01-28 15:02:51","I","2023-06-13 00:00:00","","288597.389027537","420640.374518577","관광식당업","","관리지역","0","기타","","","근린생활시설","1","0","0","0","","","0","0","","0","0","","0","352.06","","0","","","","","","","0","","","","352",
"27","관광식당","07_24_01_P","4191000","CDFI3261042010000002","2010-10-20","","01","영업/정상","13","영업중","","","","","033-730-3621","","220-821","강원특별자치도 원주시 지정면 월송리 1061-21","강원특별자치도 원주시 지정면 오크밸리1길 68","26357","한솔오크밸리사우스콘도중식당","2014-01-28 16:32:33","I","2023-06-13 00:00:00","","272363.393386083","437039.687452135","관광식당업","","관리지역","0","기타","","","숙박시설","1","0","0","0","","","0","0","","0","0","","0","338.1","","0","","","","","","","0","","","","338",
"28","관광식당","07_24_01_P","4191000","CDFI3261042011000001","2011-02-01","","01","영업/정상","13","영업중","","","","","033-734-8800","","220-957","강원특별자치도 원주시 일산동 209-1","강원특별자치도 원주시 천사로 205-3 (일산동)","26417","타이하우스","2013-12-16 20:49:22","I","2023-06-13 00:00:00","","283778.947073114","428119.679146306","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"29","관광식당","07_24_01_P","4191000","CDFI3261042011000002","2011-05-16","","01","영업/정상","13","영업중","","","","","033-762-2888","","220-934","강원특별자치도 원주시 관설동 1675-6","강원특별자치도 원주시 단관길 129 (관설동)","26471","상하이손짜장","2014-01-28 16:34:24","I","2023-06-13 00:00:00","","285037.511831649","424675.585264092","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"30","관광식당","07_24_01_P","4191000","CDFI3261042011000003","2011-12-26","","01","영업/정상","13","영업중","","","","","033-735-7552","","220-801","강원특별자치도 원주시 문막읍 건등리 1626-5","강원특별자치도 원주시 문막읍 왕건로 41-3","26368","짬뽕대장","2014-01-28 16:31:08","I","2023-06-13 00:00:00","","273385.853351053","424848.114788672","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"31","관광식당","07_24_01_P","4191000","CDFI3261042012000001","2012-08-17","","01","영업/정상","13","영업중","","","","","904-0790","","220-050","강원특별자치도 원주시 일산동 52-16","강원특별자치도 원주시 무실로12번길 10 (일산동)","26427","아차해","2013-01-14 16:06:56","I","2023-06-13 00:00:00","","283980.040774208","427875.050663933","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"32","관광식당","07_24_01_P","4191000","CDFI3261042017000001","2017-03-20","","01","영업/정상","13","영업중","","","","","033-747-4714","","","강원특별자치도 원주시 지정면 간현리 1056-14","강원특별자치도 원주시 지정면 소금산길 14 (우리소영농조합)","26359","우리소","2017-04-12 11:28:32","I","2023-06-13 00:00:00","","273772.177169831","429504.711083707","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"33","관광식당","07_24_01_P","4191000","CDFI3261042001000001","2001-03-09","","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033)735-3534","","220-801","강원특별자치도 원주시 문막읍 건등리 338-1","강원특별자치도 원주시 문막읍 구암길 15","220-801","그린밸리","2011-12-16 10:09:17","I","2023-06-13 00:00:00","","273356.454961074","424436.075735586","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","340","","0","","","","","","","0","","","","340",
"34","관광식당","07_24_01_P","4191000","CDFI3261042005000002","2005-12-29","2012-01-02","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033-763-5090","","220-844","강원특별자치도 원주시 흥업면 흥업리 557-6","강원특별자치도 원주시 흥업면 남원로 26","220-844","금용","2013-01-14 16:08:34","I","2023-06-13 00:00:00","","281402.755677555","422230.718343618","관광식당업","관광사업","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"35","관광식당","07_24_01_P","4191000","CDFI3261042013000001","2013-12-12","2016-08-31","04","취소/말소/만료/정지/중지","33","지정취소","","","","","033-743-0083","","","강원특별자치도 원주시 무실동 1857-2 9층, 10층","강원특별자치도 원주시 능라동길 63 (무실동)","26392","아리향","2017-02-08 09:43:03","I","2023-06-13 00:00:00","","282437.807220583","426154.817544334","관광식당업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
