"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","총층수","주변환경명","제작취급품목내용","시설면적","지상층수","지하층수","건물용도명","통로너비","조명시설조도","노래방실수","청소년실수","비상계단여부","비상구여부","자동환기여부","청소년실여부","특수조명여부","방음시설여부","비디오재생기명","조명시설유무","음향시설여부","편의시설여부","소방시설여부","총게임기수","기존게임업외업종명","제공게임물명","공연장형태구분명","품목명","최초등록시점","지역구분명",
"11","복합유통게임제공업","03_05_04_P","4181000","CDFF2241031996000001","1996-11-21","","03","폐업","03","폐업","2002-10-18","","","","033)241-8713","","200-937","강원특별자치도 춘천시 온의동 151-51","","","럭키 게임랜드","2003-04-10 10:16:28","I","2023-06-13 00:00:00","","","","복합유통게임제공업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"12","복합유통게임제공업","03_05_04_P","4181000","CDFF2241031999000001","1999-08-19","","03","폐업","03","폐업","2005-06-17","","","","033)254-2459","","200-080","강원특별자치도 춘천시 운교동 169-22","강원특별자치도 춘천시 금강로 92  (운교동)","","육림게임장","2005-06-17 15:50:52","I","2023-06-13 00:00:00","","264177.172975133","486325.193221938","복합유통게임제공업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"13","복합유통게임제공업","03_05_04_P","4181000","CDFF2241032000000001","2000-05-08","","03","폐업","03","폐업","2002-01-17","","","","033)252-9755","","200-030","강원특별자치도 춘천시 요선동 14-8","강원특별자치도 춘천시 서부대성로44번길 21  (요선동)","","진경품 게임장","2003-04-10 10:27:15","I","2023-06-13 00:00:00","","263910.093209468","486783.743052348","복합유통게임제공업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"14","복합유통게임제공업","03_05_04_P","4181000","CDFF2241032002000001","2002-05-27","","03","폐업","03","폐업","2005-04-18","","","","033)252-3753","","200-962","강원특별자치도 춘천시 후평동 801","강원특별자치도 춘천시 후석로 284  (후평동)","","미래인터넷 pc방","2005-04-19 09:18:18","I","2023-06-13 00:00:00","","266153.734033945","486295.040638611","복합유통게임제공업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"15","복합유통게임제공업","03_05_04_P","4181000","CDFF2241032002000002","2002-07-16","","03","폐업","03","폐업","2011-03-22","","","","033)260-2380","","200-914","강원특별자치도 춘천시 남산면 백양리 31-4","","","게임 엔조이","2011-03-23 08:53:11","I","2023-06-13 00:00:00","","251614.006688124","480698.392554354","복합유통게임제공업","유통관련업","0","","","184","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"16","복합유통게임제공업","03_05_04_P","4181000","CDFF2241032003000001","2003-01-15","","03","폐업","03","폐업","2007-04-17","","","","033)251-5423","","200-947","강원특별자치도 춘천시 효자동 산 7","","","매직파워 게임장","2007-04-17 17:30:01","I","2023-06-13 00:00:00","","","","복합유통게임제공업","유통관련업","0","","","0","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"17","복합유통게임제공업","03_05_04_P","4181000","CDFF2241032021000001","2021-02-07","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 근화동 265-1 더잭슨나인스호텔","강원특별자치도 춘천시 중앙로 193, 더잭슨나인스호텔 2층 (근화동)","24360","잭슨나인스게임파크","2021-07-23 11:06:46","I","2023-06-13 00:00:00","","262762.787471616","485918.488669297","복합유통게임제공업","유통관련업","27","","코인 노래연습장(4대)","348.88","15","4","숙박시설","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","일반상업지역",
"18","복합유통게임제공업","03_05_04_P","4181000","CDFF2241032025000001","2025-10-30","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 동면 장학리 1007-3","강원특별자치도 춘천시 동면 춘천로 453, 2층층","24209","인디고 PC 춘천장학점","2025-10-30 09:20:01","I","2025-11-01 00:20:02","","266346.009095416","488060.950932541","복합유통게임제공업","유통관련업","4","","식품접객업(휴게음식점)","302.68","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","식품접객업(휴게음식점)","","","","","준주거지역",
"19","복합유통게임제공업","03_05_04_P","4181000","CDFF2241032024000001","2024-12-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 퇴계동 189","강원특별자치도 춘천시 김유정로 1884, 2층 (퇴계동)","24413","레드포스PC아레나 춘천퇴계점","2024-12-23 14:46:55","I","2024-12-25 00:11:30","","264803.926612995","483772.412148525","복합유통게임제공업","유통관련업","0","","인터넷컴퓨터게임시설제공업","292.58","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","식품접객업","청소년이용불가","","","","준주거지역",
"20","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032007000001","2007-11-09","","03","폐업","03","폐업","2015-10-06","","","","","","","강원특별자치도 원주시 우산동 200-29 (1층)","강원특별자치도 원주시 우산로 55  (우산동,(1층))","","스타일엑스","2015-10-06 17:56:00","I","2023-06-13 00:00:00","","282878.090100511","430070.76386865","복합유통게임제공업","유통관련업","1","주택가주변","휴게음식점업","214.87","1","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","휴게음식점업","","","","","일반주거지역",
"21","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032009000001","2009-11-25","","03","폐업","03","폐업","2015-07-27","","","","","","","강원특별자치도 원주시 지정면 판대리 577-4 (지하1층)","강원특별자치도 원주시 지정면 오크밸리2길 40","220-820","오크밸리스키빌리지오락실","2015-07-27 18:21:37","I","2023-06-13 00:00:00","","271451.223493249","434371.373123856","복합유통게임제공업","유통관련업","0","기타","","349.8","0","0","콘도미니엄","0","60","0","0","","","","","","","","","","","","46","","전체이용가","","","","관리지역",
"22","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032011000002","2011-10-26","","03","폐업","03","폐업","2014-04-23","","","","","","","강원특별자치도 원주시 단계동 843-4 (1층)","강원특별자치도 원주시 북원로 2249  (단계동,(1층))","","엠플레이 멀티방","2014-04-24 08:57:18","I","2023-06-13 00:00:00","","282632.672759025","427576.035208627","복합유통게임제공업","유통관련업","0","유흥업소밀집지역","","183.4","0","0","근린생활시설","0","0","0","0","","","","","","","","","","","","0","노래연습장,영화감상실,청소년게임제공업","전체이용가","","","","일반주거지역",
"23","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032016000003","2016-10-14","","03","폐업","03","폐업","2021-11-30","","","","","","","강원특별자치도 원주시 단구동 1515-4","강원특별자치도 원주시 남원로534번길 20, 3층 (단구동)","26484","아임PC방","2021-11-30 14:09:40","I","2023-06-13 00:00:00","","284007.665164322","425797.855026507","복합유통게임제공업","유통관련업","7","기타","식품접객업","253.34","6","1","근린생활시설","0","40","0","0","","","","","","","","","","","","111","","","","","","준주거지역",
"24","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032016000005","2016-11-23","","03","폐업","03","폐업","2018-07-09","","","","","","","강원특별자치도 원주시 단계동 873","강원특별자치도 원주시 서원대로 165-3, 3층 (단계동, 아트스페이스빌딩)","26436","롤러와 GOGO","2018-07-09 15:06:34","I","2023-06-13 00:00:00","","282315.673637127","427402.924552547","복합유통게임제공업","유통관련업","9","기타","노래연습장업, 종합스포츠운영업","440","8","1","판매시설","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","일반상업지역",
"25","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032017000002","2017-06-30","","03","폐업","03","폐업","2019-11-26","","","","0337353377","","","강원특별자치도 원주시 무실동 1857-10","강원특별자치도 원주시 능라동길 51, 9층 904호 (무실동, 시네시티타워)","26392","토이랜드","2019-11-26 17:46:38","I","2023-06-13 00:00:00","","282361.656343235","426273.540502002","복합유통게임제공업","유통관련업","14","기타","노래연습장업","146.16","10","4","근린생활시설","0","0","0","0","","","","","","","","","","","","21","","전체이용가","","","","일반상업지역",
"26","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032017000003","2017-09-29","","03","폐업","03","폐업","2020-08-27","","","","","","","강원특별자치도 원주시 단계동 842-6","강원특별자치도 원주시 장미공원길 26, 1층 (단계동)","26436","더핫트","2020-08-28 11:07:06","I","2023-06-13 00:00:00","","282545.178179904","427655.391981828","복합유통게임제공업","유통관련업","6","기타","","102.42","5","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","일반상업지역",
"27","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032018000001","2018-05-30","","03","폐업","03","폐업","2021-02-15","","","","","","","강원특별자치도 원주시 무실동 1848-1","강원특별자치도 원주시 능라동길 30, 채움빌딩 1층 112호 (무실동)","26392","채움코인노래연습장","2021-02-15 16:14:13","I","2023-06-13 00:00:00","","282235.507695038","426087.782289165","복합유통게임제공업","유통관련업","7","유흥업소밀집지역","노래연습장","49","5","2","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","준주거지역",
"28","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032018000002","2018-08-01","","03","폐업","03","폐업","2022-08-29","","","","","","","강원특별자치도 원주시 단계동 881-2 3층 301,302호","강원특별자치도 원주시 서원대로 162, 3층 301,302호 (단계동)","26382","(주)아프리카TV PC방 원주점","2022-08-29 15:22:43","I","2023-06-13 00:00:00","","282298.697285702","427292.349012315","복합유통게임제공업","유통관련업","0","","휴게음식점","485.58","0","0","","0","0","0","0","","","","","","","","","","","","174","휴게음식점","","","","","",
"29","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032020000002","2020-07-31","","03","폐업","03","폐업","2022-10-07","","","","","","","강원특별자치도 원주시 행구동 1713-32","강원특별자치도 원주시 영랑길 13, A동 1층 105호 (행구동)","26456","영 오락실노래연습장 행구점","2022-10-07 18:37:06","I","2023-06-13 00:00:00","","286103.020934129","427013.759301687","복합유통게임제공업","유통관련업","0","","청소년게임제공업,코인노래연습장","58.6","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"30","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032020000004","2020-05-13","","03","폐업","03","폐업","2020-10-06","","","","","","","강원특별자치도 원주시 지정면 가곡리 1497-1","강원특별자치도 원주시 지정면 신지정로 322-1, 7층 708호,709호","26353","데일리 피시방","2023-06-26 15:45:39","U","2023-06-28 02:40:00","","277250.554294063","431515.699932934","복합유통게임제공업","유통관련업","0","","식품접객업","187.67","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"31","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032016000001","2016-08-05","","01","영업/정상","13","영업중","","","","","033-762-9008","","","강원특별자치도 원주시 단구동 1534-8","강원특별자치도 원주시 천매봉길 73, 1층 (단구동)","26483","제우스PC방","2016-08-05 16:49:56","I","2023-06-13 00:00:00","","283329.81989423","425070.540904444","복합유통게임제공업","유통관련업","2","기타","식품접객업","112.59","2","0","근린생활시설","0","0","0","0","","","","","","","","","","","","55","","","","","","일반주거지역",
"32","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032016000002","2016-09-27","","01","영업/정상","13","영업중","","","","","033-762-3868","","","강원특별자치도 원주시 단구동 1607-8","강원특별자치도 원주시 나비허리길 37, 4층 (단구동)","26487","주식회사 럭셔리PC방","2021-05-12 17:28:37","I","2023-06-13 00:00:00","","284800.989703242","425144.178272855","복합유통게임제공업","유통관련업","8","기타","식품접객업","361.67","7","1","근린생활시설","0","40","0","0","","","","","","","","","","","","188","","","","","","준주거지역",
"33","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032016000004","2016-11-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 1899-2","강원특별자치도 원주시 미래로 1, 4층 402호 (반곡동, (주)강림빌딩)","26462","시드니PC방 원주혁신점","2021-04-29 13:56:22","I","2023-06-13 00:00:00","","287175.792304778","425342.028675645","복합유통게임제공업","유통관련업","6","기타","식품접객업","127.2","5","1","근린생활시설","0","40","0","0","","","","","","","","","","","","50","","","","","","일반상업지역",
"34","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032017000001","2017-06-20","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1857-10 시네시티타워","강원특별자치도 원주시 능라동길 51, 시네시티타워 806호 (무실동)","26392","브이알 플러스","2024-04-22 11:18:06","U","2024-04-24 02:40:00","","282361.656343235","426273.540502002","복합유통게임제공업","유통관련업","14","기타","","190.15","10","4","근린생활시설","0","40","0","0","","","","","","","","","","","","17","청소년게임제공업","전체이용가","","","","일반상업지역",
"35","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032017000004","2017-10-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 1615-11","강원특별자치도 원주시 단구로 362, 1층 (단구동)","26487","영오락실","2021-06-30 15:43:15","I","2023-06-13 00:00:00","","284793.915","425078.725","복합유통게임제공업","유통관련업","3","주택가주변","노래연습장업","157.22","3","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","일반주거지역",
"36","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000001","2019-05-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 봉산동 1194-7 3층","강원특별자치도 원주시 행구로 69, 3층 (봉산동)","26331","라이또 PC방 원주봉산점","2021-04-29 13:34:50","I","2023-06-13 00:00:00","","285428.537661229","427090.294068365","복합유통게임제공업","유통관련업","0","","식품접객업(휴게음식점)","197.16","0","0","","0","0","0","0","","","","","","","","","","","","65","","","","","","",
"37","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000002","2019-07-08","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 1886-3 304, 305호","강원특별자치도 원주시 혁신로 61, 304, 305호 (반곡동)","26465","The X PC 원주혁신점","2024-12-10 09:14:16","U","2024-12-12 02:40:00","","286866.598050005","425044.537225218","복합유통게임제공업","유통관련업","11","","휴게음식점","264.82","8","3","근린생활시설","0","0","0","0","","","","","","","","","","","","72","","","","","","일반상업지역",
"38","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000003","2019-07-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 태장동 1364-9 2층","강원특별자치도 원주시 북원로2718번길 9, 2층 (태장동)","26316","TOP PLACE PC FOOD & CAFE 원주태장점","2019-07-16 10:02:22","I","2023-06-13 00:00:00","","283959.351795965","431981.374813098","복합유통게임제공업","유통관련업","4","","휴게음식점","237.5","3","1","근린생활시설","0","0","0","0","","","","","","","","","","","","90","","","","","","일반상업지역",
"39","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000004","2019-09-09","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 우산동 177-1 3층","강원특별자치도 원주시 모란1길 75, 3층 (우산동)","26406","RANDOM PC 원주본점","2025-03-25 09:16:53","U","2025-03-27 02:40:00","","282547.261803941","429257.215176887","복합유통게임제공업","유통관련업","5","","휴게음식점","199.46","5","0","근린생활시설","0","0","0","0","","","","","","","","","","","","64","","","","","","일반주거지역",
"40","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000005","2019-09-24","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 문막읍 동화리 1267 4층 402호","강원특별자치도 원주시 문막읍 왕건로 22, 4층 402호","26368","TOP PLACE PC FOOD & CAFE 문막점","2019-09-24 18:44:10","I","2023-06-13 00:00:00","","273589.275521485","424773.538063271","복합유통게임제공업","유통관련업","0","","휴게음식점","213.82","0","0","","0","0","0","0","","","","","","","","","","","","0","휴게음식점","","","","","",
"41","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000006","2019-10-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1641-6 에이스타워 2층 202, 203호","강원특별자치도 원주시 시청로 74, 에이스타워 2층 202, 203호 (무실동)","26388","제너스 PC 원주무실점","2021-05-12 15:18:00","I","2023-06-13 00:00:00","","282084.706792935","426509.365722405","복합유통게임제공업","유통관련업","0","","휴게음식점","382.11","0","0","","0","0","0","0","","","","","","","","","","","","0","휴게음식점","","","","","",
"42","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000007","2019-10-28","","01","영업/정상","13","영업중","","","","","033-745-1241","","","강원특별자치도 원주시 반곡동 1899-1 3층 302,303,304호","강원특별자치도 원주시 양지로 50, 3층 302,303,304호 (반곡동)","26462","테라 PC 카페","2020-06-01 12:24:01","I","2023-06-13 00:00:00","","287155.142699987","425357.656259047","복합유통게임제공업","유통관련업","0","","휴게음식점","486.06","0","0","","0","0","0","0","","","","","","","","","","","","0","휴게음식점","","","","","",
"43","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032019000008","2019-12-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단계동 855-1","강원특별자치도 원주시 천사로 60, 4층 (단계동)","26436","샹떼 PC방 원주단계점","2024-05-21 18:35:46","U","2024-05-23 02:40:00","","282497.027969516","427676.450873445","복합유통게임제공업","유통관련업","0","","휴게음식점","296.98","0","0","","0","0","0","0","","","","","","","","","","","","90","","","","","","",
"44","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032020000001","2020-02-27","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 지정면 가곡리 1349-2","강원특별자치도 원주시 지정면 신지정로 172, 7층 701, 702호","26353","샹떼PC방 원주기업도시점","2024-02-02 11:55:20","U","2024-02-04 02:40:00","","277670.173420342","430623.032728189","복합유통게임제공업","유통관련업","0","","","199","7","0","","0","0","0","0","","","","","","","","","","","","100","","전체이용가","","","","",
"45","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032020000003","2020-08-14","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1855-2 아트리움 2층 201,202동","강원특별자치도 원주시 능라동길 48-1, 아트리움 2층 201,202호 (무실동)","26392","맥스(Maxx) PC방","2023-06-12 09:53:39","U","2023-06-14 02:40:00","","282323.182445163","426193.080788094","복합유통게임제공업","유통관련업","0","","휴게음식점","222.18","0","0","","0","0","0","0","","","","","","","","","","","","0","휴게음식점","전체이용가","","","","",
"46","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032022000001","2022-04-25","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 명륜동 802 성원아파트 상가","강원특별자치도 원주시 무실로 157, 성원아파트 상가 가동 2층 205호 (명륜동)","26438","INTERPARK 수 PC","2022-04-25 12:17:14","I","2023-06-13 00:00:00","","283383.087355804","427002.92589923","복합유통게임제공업","유통관련업","0","","식품접객업","133.37","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"47","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032022000002","2022-07-11","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단구동 1515-4","강원특별자치도 원주시 남원로534번길 20, 3층 (단구동)","26484","크라우드PC 원주단구점","2024-09-09 10:41:17","U","2024-09-11 02:40:00","","284007.665164322","425797.855026507","복합유통게임제공업","유통관련업","0","","식품접객업(휴게음식점)","316.47","0","0","","0","0","0","0","","","","","","","","","","","","101","","전체이용가","","","","",
"48","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032024000001","2024-06-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 무실동 1857-24","강원특별자치도 원주시 능라동길 9, 2층 (무실동)","26392","샹벌떼 PC방","2024-06-04 09:34:22","I","2024-06-08 00:14:19","","282055.512950983","425957.588907224","복합유통게임제공업","유통관련업","0","","식품접객업","396.6","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"49","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032025000002","2025-05-12","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 반곡동 1913-4","강원특별자치도 원주시 건강로 25, 312호 (반곡동)","26464","아이팡 플레이","2025-05-12 09:20:12","I","2025-05-14 00:20:35","","287502.659388413","425235.263753653","복합유통게임제공업","유통관련업","0","","청소년게임제공업, 노래연습장업, 공간대여업","143.88","0","0","","0","0","0","0","","","","","","","","","","","","0","","전체이용가","","","","",
"50","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032025000001","2025-04-23","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 소초면 의관리 123","","","장병게임방","2025-04-23 13:58:03","I","2025-04-26 00:10:03","","286103.922358672","436512.652825312","복합유통게임제공업","유통관련업","0","","노래연습장업","27","0","0","","0","0","0","0","","","","","","","","","","","","0","","","","","","",
"51","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032023000001","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 단계동 873 아트스페이스빌딩","강원특별자치도 원주시 서원대로 165-3, 아트스페이스빌딩 2층 202호 (단계동)","26436","팝콘PC cafe","2024-01-11 11:17:59","U","2024-01-13 02:40:00","","282315.673637127","427402.924552547","복합유통게임제공업","유통관련업","0","기타","휴게음식점업","417.25","0","0","판매시설","0","0","0","0","","","","","","","","","","","","202","","","","","","",
"52","복합유통게임제공업","03_05_04_P","4191000","CDFF2241032004000001","2004-06-07","","04","취소/말소/만료/정지/중지","35","직권말소","2008-07-31","","","","033-764-7977","","220-944","강원특별자치도 원주시 단구동 1515-8 4층","강원특별자치도 원주시 남원로 528-19  (단구동,4층)","","Triple-X PC방","2008-08-01 13:28:33","I","2023-06-13 00:00:00","","284008.718407116","425766.061140531","복합유통게임제공업","유통관련업","5","기타","","203.3","5","1","근린생활시설","0","0","0","0","","","","","","","","","","","","0","","","","","","상업지역",
