"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","업종구분명","종별명","주생산품명","배출시설조업시간","배출시설연간가동일수","방지시설조업시간","방지시설연간가동일수",
"11","가축분뇨 수집운반업","09_30_01_P","4251000","425100053200200001","2002-01-15","","03","폐업","2","폐업","2019-10-30","","","","","","250-801","강원특별자치도 홍천군 홍천읍 갈마곡리 441-6","","","한영정화사","2019-10-31 15:32:28","I","2023-06-13 00:00:00","","","","분뇨등관련영업관리","","","","","0","","0",
"12","가축분뇨 수집운반업","09_30_01_P","4251000","425100053202200002","2022-06-30","","01","영업/정상","3","영업","","","","","033-432-5393","","","강원특별자치도 홍천군 홍천읍 갈마곡리 540","강원특별자치도 홍천군 홍천읍 갈마로11길 23, 4층 402호","25129","홍천한돈협회 액비영농조합법인","2025-02-14 15:49:51","U","2025-02-16 02:40:00","축산 관련 서비스업","279589.870102269","466519.47387854","분뇨등관련영업관리","축산 관련 서비스업","","","","0","","0",
"13","가축분뇨 수집운반업","09_30_01_P","4251000","425100053202200001","2022-01-19","","01","영업/정상","3","영업","","","","","070-4905-2964","","","강원특별자치도 홍천군 영귀미면 방량리 313","강원특별자치도 홍천군 영귀미면 방량로 376-57","25152","농업회사법인 이롬비료(주)","2022-05-11 13:47:40","I","2023-06-13 00:00:00","비료 및 질소화합물 제조업","280055.871902312","461599.681288322","분뇨등관련영업관리","비료 및 질소화합물 제조업","","","","0","","0",
"14","가축분뇨 수집운반업","09_30_01_P","4251000","425100053200900002","2009-08-21","","01","영업/정상","3","영업","","","","","0334348998","","250-883","강원특별자치도 홍천군 북방면 소매곡리 211-2","강원특별자치도 홍천군 북방면 도사곡길 109-25","","홍천축산분뇨","2024-06-03 11:07:01","U","2024-06-05 02:40:00","축산관련 서비스업","273528.121853212","467634.083108977","분뇨등관련영업관리","축산관련 서비스업","","","","0","","0",
"15","가축분뇨 수집운반업","09_30_01_P","4251000","425100053201400001","2014-12-12","","01","영업/정상","3","영업","","","","","033-432-5393","","","강원특별자치도 홍천군 홍천읍 갈마곡리 540","강원특별자치도 홍천군 홍천읍 갈마로11길 23, 4층 402호","25129","홍천한돈협회 액비영농조합법인","2025-07-03 12:45:43","U","2025-07-05 02:40:00","축산 관련 서비스업","279589.870102269","466519.47387854","분뇨등관련영업관리","축산 관련 서비스업","","","","0","","0",
"16","가축분뇨 수집운반업","09_30_01_P","4261000","426100053200900001","2009-02-20","","03","폐업","2","폐업","2025-02-14","","","","3422901","","","강원특별자치도 횡성군 공근면 창봉리 684-6","강원특별자치도 횡성군 공근면 창봉2길 89","25203","정진영농조합법인","2025-02-14 17:02:20","U","2025-02-16 02:40:00","양돈업","282383.759805293","452725.046462031","분뇨등관련영업관리","양돈업","","","","0","","0",
"17","가축분뇨 수집운반업","09_30_01_P","4261000","426100053201100001","2011-08-01","","01","영업/정상","3","영업","","","","","343-3003","","","강원특별자치도 횡성군 우천면 두곡리 591-29","강원특별자치도 횡성군 우천면 한우로 1075","25249","횡성양돈회액비유통영농조합법인","2024-10-31 13:39:55","U","2024-11-02 02:40:00","축산업","292969.823","441628.494333334","분뇨등관련영업관리","축산업","","","","0","","0",
"18","가축분뇨 수집운반업","09_30_01_P","4261000","426100053202400003","2024-07-05","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 횡성군 우천면 우항리 459-1 바동","강원특별자치도 횡성군 우천면 전재로 50, 바동","25248","태기환경 주식회사","2025-06-27 11:06:01","U","2025-06-29 02:40:00","","295263.207160937","438730.337061838","분뇨등관련영업관리","","","","","0","","0",
"19","가축분뇨 수집운반업","09_30_01_P","4261000","426100053202400002","2024-07-10","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 횡성군 우천면 우항리 459-1 바동","강원특별자치도 횡성군 우천면 전재로 50, 바동","25248","태기환경 주식회사","2024-07-10 10:48:43","I","2024-07-12 00:13:50","","295263.207160937","438730.337061838","분뇨등관련영업관리","","","","","0","","0",
"20","가축분뇨 수집운반업","09_30_01_P","4281000","428100053200300003","2003-04-09","","01","영업/정상","3","영업","","2003-04-21","","","0333367900","","","강원특별자치도 평창군 대관령면 횡계리 343-4","강원특별자치도 평창군 대관령면 눈마을길 25","","무지개환경","2007-11-07 10:36:04","I","2023-06-13 00:00:00","분뇨 처리업","350787.65752846","464499.806909717","분뇨등관련영업관리","분뇨 처리업","","","","0","","0",
"21","가축분뇨 수집운반업","09_30_01_P","4281000","428100053202400002","2024-09-02","","01","영업/정상","3","영업","","","","","","","232-811","강원특별자치도 평창군 방림면 계촌리 1984-3","강원특별자치도 평창군 방림면 월암길 77","","황금비료","2024-09-04 13:17:22","I","2024-09-06 00:13:31","","312069.336116457","440420.752099657","분뇨등관련영업관리","","","","","0","","0",
"22","가축분뇨 수집운반업","09_30_01_P","4281000","428100053202400001","2024-09-03","","01","영업/정상","3","영업","","","","","","","232-811","강원특별자치도 평창군 방림면 계촌리 1984-3","강원특별자치도 평창군 방림면 월암길 77","","황금비료","2024-09-12 16:58:26","U","2024-09-14 02:40:00","","312069.336116457","440420.752099657","분뇨등관련영업관리","","","","","0","","0",
"23","가축분뇨 수집운반업","09_30_01_P","4301000","430100053200000009","1998-12-12","","03","폐업","2","폐업","2004-11-02","","","","033 4523995","","269-802","강원특별자치도 철원군 갈말읍 군탄리 520","","","철원축산업협동조합","2019-12-19 17:19:20","I","2023-06-13 00:00:00","축산관련 서비스업","","","분뇨등관련영업관리","축산관련 서비스업","","","","0","","0",
"24","가축분뇨 수집운반업","09_30_01_P","4301000","430100053200900001","2009-11-27","","03","폐업","2","폐업","2010-06-17","","","","","","269-802","강원특별자치도 철원군 갈말읍 지포리 47-3","강원특별자치도 철원군 갈말읍 명성로 151","","철원청정양돈영농조합법인","2012-01-16 15:50:59","I","2023-06-13 00:00:00","","226902.843387418","515855.565053614","분뇨등관련영업관리","","","","","0","","0",
"25","가축분뇨 수집운반업","09_30_01_P","4301000","430100053200900002","2009-11-25","","03","폐업","2","폐업","2013-08-05","2013-06-05","","","","","269-811","강원특별자치도 철원군 동송읍 장흥리 25-114","","","(주)신환경","2013-08-08 13:32:32","I","2023-06-13 00:00:00","","225013.488015459","520734.768046104","분뇨등관련영업관리","","","","","0","","0",
"26","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201100003","2011-03-11","","03","폐업","2","폐업","2021-05-24","","","","452-8666","","269-804","강원특별자치도 철원군 갈말읍 문혜리 441-6","강원특별자치도 철원군 갈말읍 호국로 5260","269-804","동우위생사","2021-05-24 14:40:24","I","2023-06-13 00:00:00","","229145.739695118","520293.631318784","분뇨등관련영업관리","","","","","0","","0",
"27","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201200001","2012-02-16","","03","폐업","2","폐업","2015-09-01","","","","452-2991","","","","강원특별자치도 철원군 갈말읍 호국로 4371","269-801","푸른환경","2015-09-01 14:21:08","I","2023-06-13 00:00:00","","225467.802260872","512560.190124905","분뇨등관련영업관리","","","","","0","","0",
"28","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201300002","2013-01-03","","03","폐업","2","폐업","2018-01-05","","","","","","269-804","강원특별자치도 철원군 갈말읍 문혜리 681-11","강원특별자치도 철원군 갈말읍 호국로 5176","269-804","대명환경","2018-11-30 16:52:48","I","2023-06-13 00:00:00","","228703.757811319","519540.062837258","분뇨등관련영업관리","","","","","0","","0",
"29","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201400002","2014-12-02","","03","폐업","2","폐업","2019-05-09","","","","","","","강원특별자치도 철원군 동송읍 이평리 261-15","강원특별자치도 철원군 동송읍 금학로 56","24021","농업회사법인친환경두엄바이오(주)","2019-05-09 17:26:52","I","2023-06-13 00:00:00","","219755.828655529","521372.349471814","분뇨등관련영업관리","","","","","0","","0",
"30","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201900002","2019-05-20","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 갈말읍 문혜리 1166-6","강원특별자치도 철원군 갈말읍 윗삼성길 65","24033","농업회사법인거성주식회사","2024-12-19 09:29:52","U","2024-12-21 02:40:00","","227772.669159208","518825.471195429","분뇨등관련영업관리","","","","","0","","0",
"31","가축분뇨 수집운반업","09_30_01_P","4301000","430100053202000002","2020-11-10","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 철원읍 화지리 41-155","강원특별자치도 철원군 철원읍 금학로251번길 20-2","24006","태산환경","2020-11-12 08:52:02","I","2023-06-13 00:00:00","분뇨 및 축산분뇨 처리업","218659.510120273","523031.236917961","분뇨등관련영업관리","분뇨 및 축산분뇨 처리업","","","","0","","0",
"32","가축분뇨 수집운반업","09_30_01_P","4301000","430100053200200001","2002-09-27","","01","영업/정상","3","영업","","","","","4528666","","","강원특별자치도 철원군 갈말읍 문혜리 441-6","강원특별자치도 철원군 갈말읍 호국로 5260, 1층","24031","(주)철원환경","2024-01-09 16:59:12","U","2024-01-11 02:40:00","","229145.739695118","520293.631318784","분뇨등관련영업관리","","","","","0","","0",
"33","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201000001","2010-07-20","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 동송읍 장흥리 271-17","강원특별자치도 철원군 동송읍 태봉로 2059","24023","농업회사법인(주)미래환경","2020-01-30 19:01:05","I","2023-06-13 00:00:00","","223088.066930996","521525.595479742","분뇨등관련영업관리","","","","","0","","0",
"34","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201100002","2011-01-25","","01","영업/정상","3","영업","","","","","","","269-824","강원특별자치도 철원군 철원읍 화지리 41-154","강원특별자치도 철원군 철원읍 금학로251번길 20-1","269-823","찬구영농조합법인","2020-12-11 17:16:05","I","2023-06-13 00:00:00","하수처리, 폐기물처리 및 청소관련 서비스업","218684.421382447","523046.783948252","분뇨등관련영업관리","하수처리, 폐기물처리 및 청소관련 서비스업","","","","0","","0",
"35","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201200003","2012-11-28","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 철원읍 화지리 829-1 국제종합기계(주)","강원특별자치도 철원군 철원읍 북원로 1483, 국제종합기계(주)","24008","농업회사법인(주)청마루","2023-07-21 13:40:11","U","2023-07-23 02:40:00","","219304.745657639","523352.984182986","분뇨등관련영업관리","","","","","0","","0",
"36","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201300001","2013-01-03","","01","영업/정상","3","영업","","","","","033-455-9110","","269-804","강원특별자치도 철원군 갈말읍 문혜리 441-6","강원특별자치도 철원군 갈말읍 호국로 5260","269-804","(주)철원환경","2017-09-04 13:10:55","I","2023-06-13 00:00:00","","229145.739695118","520293.631318784","분뇨등관련영업관리","","","","","0","","0",
"37","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201300003","2013-04-01","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 철원읍 화지리 418-8","강원특별자치도 철원군 동송읍 금학로 431-2","24021","흙사랑영농조합법인","2021-01-29 09:58:15","I","2023-06-13 00:00:00","","218348.748700337","524789.442788835","분뇨등관련영업관리","","","","","0","","0",
"38","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201400001","2014-10-07","","01","영업/정상","3","영업","","","","","","","269-816","강원특별자치도 철원군 동송읍 이평리 268-1","강원특별자치도 철원군 동송읍 금학로 36","269-816","농업회사법인(주)금학환경","2023-10-31 09:18:10","U","2023-11-02 02:40:00","","219851.940020193","521204.119732536","분뇨등관련영업관리","","","","","0","","0",
"39","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201400003","2014-12-18","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 동송읍 오지리 1047-21","강원특별자치도 철원군 동송읍 금학산로 50","24025","제이엔씨에코그린","2022-07-18 14:51:40","I","2023-06-13 00:00:00","","219500.710502331","519275.572417734","분뇨등관련영업관리","","","","","0","","0",
"40","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201500003","2015-11-11","","01","영업/정상","3","영업","","","","","452-3385","","269-850","강원특별자치도 철원군 근남면 풍암리 243","","","원환경","2023-09-01 09:37:25","U","2023-09-03 02:40:00","","242336.56501004","528644.429411369","분뇨등관련영업관리","","","","","0","","0",
"41","가축분뇨 수집운반업","09_30_01_P","4301000","430100053202000001","2020-02-13","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 갈말읍 문혜리 441-6","강원특별자치도 철원군 갈말읍 호국로 5260","24031","도창리철원환경영농조합법인","2020-05-25 16:28:49","I","2023-06-13 00:00:00","축산 관련 서비스업","229145.739695118","520293.631318784","분뇨등관련영업관리","축산 관련 서비스업","","","","0","","0",
"42","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201800001","2018-02-27","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 근남면 사곡리 577","강원특별자치도 철원군 근남면 하오재로 2358","24063","기발축분","2019-11-04 13:23:14","I","2023-06-13 00:00:00","","241330.481732237","529054.361828536","분뇨등관련영업관리","","","","","0","","0",
"43","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201800002","2018-07-09","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 동송읍 대위리 401-7","강원특별자치도 철원군 동송읍 신대동길 61-25","24010","(주)참두루미농업회사법인","2020-11-12 09:04:09","I","2023-06-13 00:00:00","","221454.14094771","526146.961786861","분뇨등관련영업관리","","","","","0","","0",
"44","가축분뇨 수집운반업","09_30_01_P","4301000","430100053201900001","2019-04-04","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 철원군 동송읍 대위리 401-7","강원특별자치도 철원군 동송읍 신대동길 61-25","24010","미앤미","2020-12-30 08:54:00","I","2023-06-13 00:00:00","","221454.14094771","526146.961786861","분뇨등관련영업관리","","","","","0","","0",
"45","가축분뇨 수집운반업","09_30_01_P","4301000","430100053200000008","2000-07-20","","04","취소/말소/만료/정지/중지","4","폐쇄","","","","","452-8666","","269-804","강원특별자치도 철원군 갈말읍 문혜리 441-6","강원특별자치도 철원군 갈말읍 호국로 5260","269-804","동우위생사","2016-11-03 18:09:43","I","2023-06-13 00:00:00","","229145.739695118","520293.631318784","분뇨등관련영업관리","","","","","0","","0",
"46","가축분뇨 수집운반업","09_30_01_P","4321000","432100053202200001","2022-11-18","","03","폐업","2","폐업","2024-08-07","","","","033-482-0061","","","강원특별자치도 양구군 동면 후곡리 397","강원특별자치도 양구군 동면 숨골로 58-74","24510","양구퇴비영농조합법인","2024-08-09 13:53:38","U","2024-08-11 02:40:00","축산분뇨 처리업","292475.788797894","519355.833464518","분뇨등관련영업관리","축산분뇨 처리업","","","","0","","0",
"47","가축분뇨 수집운반업","09_30_01_P","4321000","432100053202500001","2025-07-22","","01","영업/정상","3","영업","","","","","","","","강원특별자치도 양구군 동면 덕곡리 225-1","강원특별자치도 양구군 동면 금강산로1519번길 56","24508","농업회사법인 주식회사 부영농산","2025-07-22 11:24:19","I","2025-07-24 00:20:02","양계업","290182.690531786","521770.963640429","분뇨등관련영업관리","양계업","","","","0","","0",
